# Weather station Betul, India, WMO_ID=42860,selection from 07.12.2015 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42860&lang=en
#
"Local time in Betul";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"01.12.2016 08:30";"16.6";"706.3";"762.0";"";"73";"Wind blowing from the east";"1";"";"";"40%.";" ";"";"";"11.5";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus cumulogenitus (or cumulonimbogenitus).";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole, but the continuous veil does not reach 45 degrees above the horizon.";"4.0";"11.7";"";"";"";"";"";"";
"30.11.2016 17:30";"27.2";"704.5";"757.9";"";"45";"";"";"";"";"";" ";"";"";"";"29.2";"";"";"2500 or more, or no clouds.";"";"";"10.0";"14.4";"";"";"";"";"";"";
"30.11.2016 08:30";"14.4";"706.9";"763.0";"";"83";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"9.5";"";"";"";"";"";"";"10.0";"11.6";"";"";"";"";"";"";
"29.11.2016 17:30";"25.6";"704.3";"758.2";"";"44";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"28.4";"";"";"";"";"";"10.0";"12.3";"";"";"";"";"";"";
"29.11.2016 08:30";"13.2";"706.3";"762.7";"";"83";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"8.0";"";"";"";"";"";"";"10.0";"10.3";"";"";"";"";"";"";
"28.11.2016 17:30";"25.6";"703.0";"757.5";"";"";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"27.7";"";"";"";"";"";"10.0";"10.1";"";"";"";"";"";"";
"28.11.2016 08:30";"13.4";"706.1";"762.7";"";"87";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"8.3";"";"";"";"";"";"";"10.0";"11.3";"";"";"";"";"";"";
"27.11.2016 17:30";"25.8";"703.8";"757.6";"";"43";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"27.8";"";"";"";"";"";"10.0";"12.1";"";"";"";"";"";"";
"27.11.2016 08:30";"14.4";"706.3";"762.4";"";"79";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"8.8";"";"";"";"";"";"";"10.0";"10.8";"";"";"";"";"";"";
"26.11.2016 17:30";"25.6";"704.1";"757.9";"";"47";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"27.4";"";"";"";"";"";"10.0";"13.5";"";"";"";"";"";"";
"26.11.2016 08:30";"23.4";"706.2";"762.5";"";"48";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"11.6";"";"";"";"";"";"";
"25.11.2016 17:30";"25.4";"703.5";"757.1";"";"43";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"27.5";"";"";"";"";"";"10.0";"12.0";"";"";"";"";"";"";
"25.11.2016 08:30";"13.4";"706.3";"762.6";"";"78";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"8.0";"";"";"";"";"";"";"10.0";"9.7";"";"";"";"";"";"";
"24.11.2016 17:30";"25.8";"703.8";"757.6";"";"41";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"28.5";"";"";"";"";"";"10.0";"11.7";"";"";"";"";"";"";
"24.11.2016 08:30";"15.4";"706.2";"762.8";"";"80";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"10.3";"";"";"";"";"";"";"10.0";"11.9";"";"";"";"";"";"";
"23.11.2016 17:30";"25.2";"703.2";"756.9";"";"44";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"27.3";"";"";"";"";"";"10.0";"12.2";"";"";"";"";"";"";
"23.11.2016 08:30";"14.2";"705.2";"761.2";"";"79";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"8.5";"";"";"";"";"";"";"10.0";"10.6";"";"";"";"";"";"";
"22.11.2016 17:30";"24.8";"703.5";"757.4";"";"40";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"27.5";"";"";"";"";"";"10.0";"10.3";"";"";"";"";"";"";
"22.11.2016 08:30";"14.8";"705.5";"761.6";"";"76";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"8.4";"";"";"";"";"";"";"10.0";"10.5";"";"";"";"";"";"";
"21.11.2016 17:30";"25.6";"703.3";"";"";"51";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"28.2";"";"";"";"";"";"10.0";"14.7";"";"";"";"";"";"";
"21.11.2016 08:30";"14.8";"705.7";"";"";"78";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"9.0";"";"";"";"";"";"";"10.0";"10.9";"";"";"";"";"";"";
"20.11.2016 17:30";"26.4";"703.0";"756.6";"";"39";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"28.8";"";"";"";"";"";"10.0";"11.2";"";"";"";"";"";"";
"20.11.2016 08:30";"14.2";"705.6";"761.8";"";"75";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"8.4";"";"";"";"";"";"";"10.0";"9.8";"";"";"";"";"";"";
"19.11.2016 17:30";"24.8";"702.8";"756.7";"";"38";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"";"27.7";"";"";"";"";"";"10.0";"9.4";"";"";"";"";"";"";
"19.11.2016 08:30";"13.4";"705.4";"758.7";"";"78";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"8.5";"";"";"";"";"";"";"10.0";"9.7";"";"";"";"";"";"";
"18.11.2016 17:30";"25.2";"704.2";"757.9";"";"34";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"27.2";"";"";"";"";"";"10.0";"8.1";"";"";"";"";"";"";
"18.11.2016 08:30";"14.2";"707.0";"763.2";"";"81";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"9.8";"";"";"";"";"";"";"10.0";"11.0";"";"";"";"";"";"";
"17.11.2016 17:30";"24.4";"705.2";"759.3";"";"44";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"26.7";"";"";"";"";"";"10.0";"11.5";"";"";"";"";"";"";
"17.11.2016 08:30";"15.2";"707.5";"763.3";"";"74";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"10.2";"";"";"";"";"";"";"10.0";"10.5";"";"";"";"";"";"";
"16.11.2016 17:30";"26.4";"704.5";"758.2";"";"40";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"27.4";"";"";"";"";"";"10.0";"11.7";"";"";"";"";"";"";
"16.11.2016 08:30";"16.2";"706.9";"762.7";"";"74";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"11.0";"";"";"";"";"";"";"10.0";"11.6";"";"";"";"";"";"";
"15.11.2016 17:30";"26.6";"704.1";"757.7";"";"40";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"27.5";"";"";"";"";"";"4.0";"11.9";"";"";"";"";"";"";
"15.11.2016 08:30";"16.6";"706.6";"762.3";"";"60";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"11.0";"";"";"";"";"";"";"10.0";"8.8";"";"";"";"";"";"";
"14.11.2016 17:30";"24.6";"704.5";"758.5";"";"44";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"26.9";"";"";"";"";"";"10.0";"11.4";"";"";"";"";"";"";
"14.11.2016 08:30";"15.8";"707.5";"763.3";"";"78";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"10.4";"";"";"";"";"";"";"10.0";"11.9";"";"";"";"";"";"";
"13.11.2016 17:30";"25.4";"705.2";"759.1";"";"40";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"27.3";"";"";"";"";"";"10.0";"10.7";"";"";"";"";"";"";
"13.11.2016 08:30";"15.4";"707.4";"763.4";"";"74";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"10.3";"";"";"";"";"";"";"4.0";"10.7";"";"";"";"";"";"";
"12.11.2016 17:30";"25.0";"704.6";"758.5";"";"44";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"27.8";"";"";"";"";"";"10.0";"11.9";"";"";"";"";"";"";
"12.11.2016 08:30";"15.8";"706.0";"761.9";"";"81";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"10.5";"";"";"";"";"";"";"10.0";"12.6";"";"";"";"";"";"";
"11.11.2016 17:30";"25.4";"703.8";"757.6";"";"42";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"27.7";"";"";"";"";"";"10.0";"11.6";"";"";"";"";"";"";
"11.11.2016 08:30";"14.2";"705.9";"762.0";"";"75";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"8.5";"";"";"";"";"";"";"10.0";"9.8";"";"";"";"";"";"";
"10.11.2016 17:30";"24.8";"703.8";"757.8";"";"51";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"27.7";"";"";"";"";"";"10.0";"14.1";"";"";"";"";"";"";
"10.11.2016 08:30";"14.2";"706.6";"762.8";"";"83";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"8.8";"";"";"";"";"";"";"10.0";"11.3";"";"";"";"";"";"";
"09.11.2016 17:30";"24.4";"705.0";"759.0";"";"35";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"27.5";"";"";"";"";"";"10.0";"8.0";"";"";"";"";"";"";
"09.11.2016 08:30";"14.6";"706.9";"763.0";"";"71";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"9.2";"";"";"";"";"";"";"10.0";"9.4";"";"";"";"";"";"";
"08.11.2016 17:30";"25.4";"704.5";"758.4";"";"31";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"27.5";"";"";"";"";"";"10.0";"6.8";"";"";"";"";"";"";
"08.11.2016 08:30";"15.6";"706.3";"762.2";"";"72";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"9.5";"";"";"";"";"";"";"10.0";"10.6";"";"";"";"";"";"";
"07.11.2016 17:30";"26.2";"702.4";"757.5";"";"36";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"28.5";"";"";"";"";"";"10.0";"10.0";"";"";"";"";"";"";
"07.11.2016 08:30";"15.4";"706.1";"762.0";"";"78";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"11.5";"";"";"";"";"";"";
"06.11.2016 17:30";"26.2";"703.0";"756.5";"";"33";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"27.5";"";"";"";"";"";"10.0";"8.5";"";"";"";"";"";"";
"06.11.2016 08:30";"15.2";"704.2";"760.0";"";"80";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"10.3";"";"";"";"";"";"";"10.0";"11.7";"";"";"";"";"";"";
"05.11.2016 17:30";"25.2";"701.4";"752.5";"";"46";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"27.0";"";"";"";"";"";"10.0";"12.6";"";"";"";"";"";"";
"05.11.2016 08:30";"17.2";"703.3";"758.5";"";"86";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"12.7";"";"";"";"";"";"";"10.0";"14.9";"";"";"";"";"";"";
"04.11.2016 17:30";"25.8";"702.4";"756.1";"";"55";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"27.2";"";"";"";"";"";"10.0";"16.1";"";"";"";"";"";"";
"04.11.2016 08:30";"19.6";"705.1";"760.1";"";"88";"Wind blowing from the north-west";"1";"";"";"40%.";" ";"";"";"12.8";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus cumulogenitus (or cumulonimbogenitus).";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole, but the continuous veil does not reach 45 degrees above the horizon.";"4.0";"17.6";"";"";"";"";"";"";
"03.11.2016 17:30";"26.4";"704.0";"757.6";"";"54";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"27.5";"";"";"";"";"";"10.0";"16.4";"";"";"";"";"";"";
"03.11.2016 08:30";"17.6";"706.6";"762.1";"";"86";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"11.5";"";"";"";"";"";"";"10.0";"15.3";"";"";"";"";"";"";
"02.11.2016 17:30";"25.4";"704.2";"758.0";"";"78";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"27.0";"";"";"";"";"";"10.0";"21.3";"";"";"";"";"";"";
"02.11.2016 08:30";"17.6";"706.3";"761.8";"";"81";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"11.0";"";"";"";"";"";"";"10.0";"14.3";"";"";"";"";"";"";
"01.11.2016 17:30";"26.4";"704.5";"758.2";"";"69";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"27.8";"";"";"";"";"";"10.0";"20.2";"";"";"";"";"";"";
"01.11.2016 08:30";"16.2";"707.1";"762.9";"";"90";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"11.0";"";"";"";"";"";"";"10.0";"14.5";"";"";"";"";"";"";
"31.10.2016 17:30";"25.2";"705.5";"759.4";"";"80";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"28.2";"";"";"";"";"";"10.0";"21.4";"";"";"";"";"";"";
"31.10.2016 08:30";"17.4";"707.8";"763.4";"";"76";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"11.5";"";"";"";"";"";"";"10.0";"13.0";"";"";"";"";"";"";
"30.10.2016 17:30";"27.0";"703.7";"757.1";"";"72";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"28.8";"";"";"";"";"";"10.0";"21.5";"";"";"";"";"";"";
"30.10.2016 08:30";"17.2";"705.6";"761.1";"";"83";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"15.2";"";"";"";"";"";"";"10.0";"14.2";"";"";"";"";"";"";
"29.10.2016 17:30";"26.4";"702.8";"756.4";"";"70";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"29.3";"";"";"";"";"";"10.0";"20.5";"";"";"";"";"";"";
"29.10.2016 08:30";"17.6";"704.8";"760.2";"";"74";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"10.5";"";"";"";"";"";"";"10.0";"12.8";"";"";"";"";"";"";
"28.10.2016 17:30";"26.6";"702.6";"756.1";"";"72";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"28.2";"";"";"";"";"";"10.0";"21.1";"";"";"";"";"";"";
"28.10.2016 08:30";"17.8";"705.3";"760.9";"";"72";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"10.6";"";"";"";"";"";"";"10.0";"12.7";"";"";"";"";"";"";
"27.10.2016 17:30";"27.4";"703.9";"757.3";"";"64";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"29.4";"";"";"";"";"";"10.0";"20.0";"";"";"";"";"";"";
"27.10.2016 08:30";"22.0";"706.0";"760.9";"";"65";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"12.4";"";"";"";"";"";"";"10.0";"15.1";"";"";"";"";"";"";
"26.10.2016 17:30";"27.2";"702.7";"756.0";"";"65";"Wind blowing from the north-west";"1";"";"";"40%.";" ";"";"";"";"28.7";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus cumulogenitus (or cumulonimbogenitus).";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole, but the continuous veil does not reach 45 degrees above the horizon.";"4.0";"20.1";"";"";"";"";"";"";
"26.10.2016 08:30";"20.2";"704.4";"759.1";"";"79";"Wind blowing from the north-west";"1";"";"";"40%.";" ";"";"";"14.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus cumulogenitus (or cumulonimbogenitus).";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole, but the continuous veil does not reach 45 degrees above the horizon.";"4.0";"16.4";"";"";"";"";"";"";
"25.10.2016 17:30";"25.6";"701.4";"755.0";"";"64";"Wind blowing from the north-west";"1";"";"";"70 – 80%.";" ";"";"";"";"28.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Altocumulus cumulogenitus (or cumulonimbogenitus).";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole, but the continuous veil does not reach 45 degrees above the horizon.";"4.0";"18.3";"";"";"";"";"";"";
"25.10.2016 08:30";"20.8";"703.9";"758.7";"";"71";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"13.7";"";"";"";"";"";"";"10.0";"15.3";"";"";"";"";"";"";
"24.10.2016 17:30";"26.8";"701.8";"755.2";"";"56";"Wind blowing from the north-west";"1";"";"";"70 – 80%.";" ";"";"";"";"28.5";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Altocumulus cumulogenitus (or cumulonimbogenitus).";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole, but the continuous veil does not reach 45 degrees above the horizon.";"4.0";"17.3";"";"";"";"";"";"";
"23.10.2016 17:30";"25.6";"702.1";"755.8";"";"68";"Wind blowing from the north-east";"1";"";"";"40%.";" ";"";"";"";"29.3";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus cumulogenitus (or cumulonimbogenitus).";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"19.3";"";"";"";"";"";"";
"23.10.2016 08:30";"20.6";"704.6";"759.4";"";"72";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"13.0";"";"";"";"";"";"";"10.0";"15.4";"";"";"";"";"";"";
"22.10.2016 08:30";"18.0";"703.9";"759.1";"";"87";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"13.0";"";"";"";"";"";"";"10.0";"15.7";"";"";"";"";"";"";
"21.10.2016 08:30";"19.2";"702.8";"757.6";"";"75";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"12.3";"";"";"";"";"";"";"4.0";"14.6";"";"";"";"";"";"";
"20.10.2016 17:30";"27.4";"700.4";"753.5";"";"46";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"30.0";"";"";"";"";"";"10.0";"14.7";"";"";"";"";"";"";
"20.10.2016 08:30";"20.2";"702.4";"757.1";"";"74";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"12.7";"";"";"";"";"";"";"10.0";"15.3";"";"";"";"";"";"";
"19.10.2016 17:30";"27.6";"700.7";"753.9";"";"44";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"30.0";"";"";"";"";"";"10.0";"14.1";"";"";"";"";"";"";
"19.10.2016 08:30";"20.8";"703.3";"758.2";"";"71";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"13.3";"";"";"";"";"";"";"10.0";"15.3";"";"";"";"";"";"";
"18.10.2016 17:30";"27.0";"701.2";"754.5";"";"52";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"29.5";"";"";"";"";"";"10.0";"16.4";"";"";"";"";"";"";
"18.10.2016 08:30";"20.6";"703.8";"751.0";"";"68";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"13.2";"";"";"";"";"";"";"10.0";"14.4";"";"";"";"";"";"";
"17.10.2016 17:30";"26.6";"702.2";"755.8";"";"48";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"28.7";"";"";"";"";"";"10.0";"14.8";"";"";"";"";"";"";
"17.10.2016 08:30";"19.6";"704.2";"758.4";"";"80";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"16.1";"";"";"";"";"";"";"10.0";"16.1";"";"";"";"";"";"";
"16.10.2016 17:30";"27.4";"702.6";"755.9";"";"46";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"30.0";"";"";"";"";"";"4.0";"14.7";"";"";"";"";"";"";
"16.10.2016 08:30";"20.8";"704.5";"759.3";"";"79";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"15.4";"";"";"";"";"";"";"4.0";"17.0";"";"";"";"";"";"";
"15.10.2016 17:30";"26.8";"702.4";"756.0";"";"69";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"";"29.4";"";"";"";"";"";"10.0";"20.6";"";"";"";"";"";"";
"15.10.2016 08:30";"20.6";"704.4";"759.1";"";"80";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"13.8";"";"";"";"";"";"";"10.0";"17.1";"";"";"";"";"";"";
"14.10.2016 17:30";"26.6";"702.1";"755.6";"";"61";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"29.4";"";"";"";"";"";"10.0";"18.4";"";"";"";"";"";"";
"14.10.2016 08:30";"19.8";"703.9";"758.9";"";"80";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"12.8";"";"";"";"";"";"";"10.0";"16.3";"";"";"";"";"";"";
"13.10.2016 17:30";"27.2";"701.7";"754.9";"";"44";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"29.5";"";"";"";"";"";"10.0";"14.0";"";"";"";"";"";"";
"13.10.2016 08:30";"21.0";"703.9";"758.5";"";"81";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"14.2";"";"";"";"";"";"";"4.0";"17.6";"";"";"";"";"";"";
"12.10.2016 17:30";"28.4";"700.6";"755.6";"";"41";"Wind blowing from the north-west";"1";"";"";"40%.";" ";"";"";"";"29.5";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus cumulogenitus (or cumulonimbogenitus).";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole, but the continuous veil does not reach 45 degrees above the horizon.";"4.0";"14.0";"";"";"";"";"";"";
"12.10.2016 08:30";"22.6";"702.9";"757.2";"";"88";"Wind blowing from the north-west";"1";"";"";"70 – 80%.";" ";"";"";"17.8";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Altocumulus cumulogenitus (or cumulonimbogenitus).";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole, but the continuous veil does not reach 45 degrees above the horizon.";"4.0";"20.5";"";"";"";"";"";"";
"11.10.2016 08:30";"22.2";"702.4";"757.0";"";"96";"Wind blowing from the north-west";"1";"";"";"40%.";" ";"";"";"17.5";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus cumulogenitus (or cumulonimbogenitus).";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"21.6";"";"";"";"";"";"";
