# Weather station Seoni, India, WMO_ID=42771,selection from 31.05.2012 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42771&lang=en
#
"Local time in Seoni";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"19.08.2016 08:30";"23.2";"698.2";"749.8";"";"93";"Wind blowing from the south-west";"1";"";"";"70 – 80%.";" ";"";"";"23.2";"";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"70 – 80%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.0";"";"";"";"";"";"";
"18.08.2016 17:30";"24.8";"698.2";"749.6";"";"83";"Wind blowing from the south-west";"1";"";"";"50%.";" ";"";"";"";"26.0";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"50%.";"600-1000";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"21.8";"";"";"";"";"";"";
"18.08.2016 08:30";"24.2";"698.7";"750.2";"";"84";"Wind blowing from the north-west";"1";"";"";"50%.";" ";"";"";"24.2";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"21.3";"";"";"";"";"";"";
"17.08.2016 17:30";"26.4";"698.0";"749.1";"";"76";"Wind blowing from the north-west";"1";"";"";"60%.";" ";"";"";"";"27.0";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"21.8";"";"";"";"";"";"";
"17.08.2016 08:30";"24.2";"698.1";"749.6";"";"82";"Wind blowing from the north-west";"1";"";"";"60%.";" ";"";"";"24.0";"";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"60%.";"600-1000";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"21.0";"";"";"";"";"";"";
"16.08.2016 17:30";"26.4";"697.9";"748.9";"";"77";"Wind blowing from the north-west";"1";"";"";"50%.";" ";"";"";"";"27.0";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"50%.";"600-1000";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.1";"";"";"";"";"";"";
"16.08.2016 08:30";"24.2";"698.1";"749.6";"";"85";"Wind blowing from the north-west";"1";"";"";"50%.";" ";"";"";"24.2";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"50%.";"600-1000";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"21.6";"";"";"";"";"";"";
"15.08.2016 08:30";"24.2";"699.5";"751.1";"";"85";"Wind blowing from the north-west";"1";"";"";"70 – 80%.";" ";"";"";"24.0";"";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"70 – 80%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"21.6";"";"";"";"";"";"";
"14.08.2016 17:30";"25.0";"699.6";"751.0";"";"90";"Wind blowing from the north-west";"1";"";"";"70 – 80%.";" ";"";"";"";"";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"70 – 80%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.3";"";"";"";"";"";"";
"14.08.2016 08:30";"24.8";"699.5";"751.0";"";"95";"Wind blowing from the north-west";"1";"";"";"50%.";" ";"";"";"24.8";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"50%.";"600-1000";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.9";"";"";"";"";"";"";
"13.08.2016 17:30";"26.0";"699.5";"750.7";"";"92";"Wind blowing from the north-west";"1";"";"";"60%.";" ";"";"";"";"27.4";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.6";"";"";"";"";"";"";
"13.08.2016 08:30";"24.2";"700.3";"751.9";"";"92";"Wind blowing from the north-west";"1";"";"";"60%.";" ";"";"";"24.0";"";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"60%.";"600-1000";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.8";"";"";"";"";"";"";
"12.08.2016 17:30";"25.2";"700.1";"751.5";"";"92";"Wind blowing from the north-west";"1";"";"";"50%.";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"50%.";"600-1000";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"23.8";"";"";"";"";"";"";
"12.08.2016 08:30";"25.0";"701.1";"752.6";"";"87";"Wind blowing from the south-west";"1";"";"";"50%.";" ";"";"";"24.8";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"50%.";"600-1000";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.7";"";"";"";"";"";"";
"11.08.2016 17:30";"28.0";"700.4";"751.3";"";"78";"Wind blowing from the south-west";"1";"";"";"60%.";" ";"";"";"";"28.4";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"60%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"23.8";"";"";"";"";"";"";
"11.08.2016 08:30";"24.6";"700.9";"752.5";"";"94";"Wind blowing from the south-west";"1";"";"";"70 – 80%.";" ";"";"";"25.0";"";"Stratocumulus cumulogenitus.";"70 – 80%.";"600-1000";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.5";"";"";"";"";"";"";
"10.08.2016 17:30";"26.0";"699.5";"750.7";"";"94";"Wind blowing from the south-west";"1";"";"";"50%.";" ";"";"";"";"27.2";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"50%.";"600-1000";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"25.0";"";"";"";"";"";"";
"10.08.2016 08:30";"25.0";"700.5";"752.0";"";"88";"Wind blowing from the south-west";"1";"";"";"60%.";" ";"";"";"24.6";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.9";"";"";"";"";"";"";
"09.08.2016 17:30";"27.4";"698.7";"749.6";"";"83";"Wind blowing from the south-west";"1";"";"";"70 – 80%.";" ";"";"";"25.0";"28.2";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.3";"";"";"";"";"";"";
"09.08.2016 08:30";"24.6";"702.0";"753.7";"";"88";"Wind blowing from the south-west";"1";"";"";"60%.";" ";"";"";"24.0";"";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"60%.";"600-1000";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.5";"";"";"";"";"";"";
"08.08.2016 17:30";"27.6";"698.7";"749.6";"";"75";"Wind blowing from the south-west";"1";"";"";"60%.";" ";"";"";"";"28.2";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"60%.";"600-1000";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.8";"";"";"";"";"";"";
"08.08.2016 08:30";"23.8";"700.5";"752.2";"";"87";"Wind blowing from the south-west";"1";"";"";"70 – 80%.";" ";"";"";"23.2";"";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"70 – 80%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"21.5";"";"";"";"";"";"";
"07.08.2016 08:30";"23.4";"698.0";"749.6";"";"86";"Wind blowing from the south-west";"1";"";"";"50%.";" ";"";"";"24.6";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"50%.";"600-1000";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"21.0";"";"";"";"";"";"";
"06.08.2016 17:30";"25.6";"696.0";"747.0";"";"86";"Wind blowing from the south-west";"1";"";"";"50%.";" ";"";"";"";"27.2";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"50%.";"600-1000";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.0";"";"";"";"";"";"";
"06.08.2016 08:30";"24.2";"697.3";"748.7";"";"92";"Wind blowing from the south-west";"1";"";"";"70 – 80%.";" ";"";"";"24.6";"";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"70 – 80%.";"1000-1500";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.9";"";"";"";"";"";"";
"05.08.2016 17:30";"24.8";"696.2";"747.4";"";"87";"Wind blowing from the north-west";"1";"";"";"70 – 80%.";" ";"";"";"";"";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"70 – 80%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.5";"";"";"";"";"";"";
"05.08.2016 08:30";"24.6";"696.7";"748.0";"";"89";"Wind blowing from the north-west";"1";"";"";"70 – 80%.";" ";"";"";"24.2";"";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"70 – 80%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.6";"";"";"";"";"";"";
"04.08.2016 17:30";"26.8";"696.0";"746.8";"";"76";"Wind blowing from the north-west";"1";"";"";"70 – 80%.";" ";"";"";"";"27.4";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"70 – 80%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.2";"";"";"";"";"";"";
"04.08.2016 08:30";"24.0";"696.1";"747.4";"";"87";"Wind blowing from the south-west";"1";"";"";"60%.";" ";"";"";"24.0";"";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"60%.";"600-1000";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"21.7";"";"";"";"";"";"";
"03.08.2016 17:30";"27.2";"696.5";"747.3";"";"72";"Wind blowing from the south-west";"1";"";"";"50%.";" ";"";"";"";"28.2";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"50%.";"600-1000";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"21.7";"";"";"";"";"";"";
"03.08.2016 08:30";"24.4";"696.4";"747.7";"";"92";"Wind blowing from the south-west";"1";"";"";"60%.";" ";"";"";"24.8";"";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"60%.";"600-1000";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"23.0";"";"";"";"";"";"";
"02.08.2016 17:30";"25.4";"696.2";"747.3";"";"98";"Wind blowing from the north-west";"1";"";"";"60%.";" ";"";"";"";"26.2";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"50%.";"600-1000";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"25.0";"";"";"";"";"";"";
"02.08.2016 08:30";"24.6";"698.2";"749.6";"";"89";"Wind blowing from the north-west";"1";"";"";"50%.";" ";"";"";"24.6";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"50%.";"600-1000";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"22.6";"";"";"";"";"";"";
"01.08.2016 17:30";"25.4";"698.6";"749.9";"";"93";"Wind blowing from the south";"1";"";"";"100%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altostratus opacus or Nimbostratus.";"";"4.0";"24.1";"";"";"";"";"";"";
"01.08.2016 08:30";"24.8";"700.4";"751.9";"";"87";"Wind blowing from the south-west";"1";"";"";"60%.";" ";"";"";"24.8";"";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"60%.";"600-1000";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"22.5";"";"";"";"";"";"";
"31.07.2016 17:30";"25.2";"700.3";"751.7";"";"82";"Wind blowing from the south";"1";"";"";"50%.";" ";"";"";"25.0";"30.2";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"50%.";"600-1000";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"22.0";"";"";"";"";"";"";
"31.07.2016 08:30";"25.2";"701.5";"753.0";"";"86";"Wind blowing from the south";"1";"";"";"50%.";" ";"";"";"25.0";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"50%.";"600-1000";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"22.6";"";"";"";"";"";"";
"30.07.2016 08:30";"26.0";"700.9";"752.2";"";"87";"Wind blowing from the south-west";"1";"";"";"50%.";" ";"";"";"25.0";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"50%.";"600-1000";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"23.7";"";"";"";"";"";"";
"29.07.2016 17:30";"26.2";"699.9";"751.1";"";"85";"Wind blowing from the south-west";"1";"";"";"50%.";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.4";"";"";"";"";"";"";
"29.07.2016 08:30";"25.2";"702.1";"753.7";"";"84";"Wind blowing from the south-west";"1";"";"";"50%.";" ";"";"";"24.8";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"50%.";"600-1000";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"22.3";"";"";"";"";"";"";
"28.07.2016 17:30";"27.4";"701.5";"752.6";"";"82";"Wind blowing from the south-west";"1";"";"";"60%.";" ";"";"";"";"30.2";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.0";"";"";"";"";"";"";
"28.07.2016 08:30";"24.2";"702.3";"754.1";"";"95";"Wind blowing from the south";"1";"";"";"50%.";" ";"";"";"24.8";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"50%.";"600-1000";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"23.4";"";"";"";"";"";"";
"27.07.2016 17:30";"27.4";"701.5";"752.6";"";"82";"Wind blowing from the south";"1";"";"";"50%.";" ";"";"";"";"30.2";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"50%.";"600-1000";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"24.0";"";"";"";"";"";"";
"27.07.2016 08:30";"24.0";"701.7";"753.4";"";"91";"Wind blowing from the south-west";"1";"";"";"50%.";" ";"";"";"24.4";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"50%.";"600-1000";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"22.5";"";"";"";"";"";"";
"26.07.2016 17:30";"27.2";"699.9";"751.0";"";"85";"Wind blowing from the south-west";"1";"";"";"50%.";" ";"";"";"";"30.2";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"50%.";"600-1000";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.4";"";"";"";"";"";"";
"26.07.2016 08:30";"24.6";"702.0";"753.7";"";"89";"Wind blowing from the south-west";"1";"";"";"50%.";" ";"";"";"24.4";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.6";"";"";"";"";"";"";
"25.07.2016 08:30";"25.2";"701.3";"752.8";"";"92";"Wind blowing from the south-east";"1";"";"";"50%.";" ";"";"";"24.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.8";"";"";"";"";"";"";
"24.07.2016 17:30";"30.0";"698.6";"749.1";"";"66";"Wind blowing from the north";"1";"";"";"50%.";" ";"";"";"";"30.2";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.9";"";"";"";"";"";"";
"24.07.2016 08:30";"25.6";"701.1";"752.5";"";"81";"Wind blowing from the south-west";"1";"";"";"50%.";" ";"";"";"24.0";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"50%.";"600-1000";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"22.1";"";"";"";"";"";"";
"23.07.2016 17:30";"26.2";"699.3";"750.5";"";"83";"Wind blowing from the south";"1";"";"";"50%.";" ";"";"";"";"28.2";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"50%.";"600-1000";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.1";"";"";"";"";"";"";
"23.07.2016 08:30";"25.0";"700.4";"751.9";"";"98";"Wind blowing from the south-west";"1";"";"";"50%.";" ";"";"";"24.0";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"50%.";"600-1000";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.7";"";"";"";"";"";"";
"22.07.2016 08:30";"25.0";"701.3";"752.8";"";"81";"Wind blowing from the north-west";"1";"";"";"50%.";" ";"";"";"24.2";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"50%.";"600-1000";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"21.6";"";"";"";"";"";"";
