# Weather station Purulia, India, WMO_ID=42705,selection from 01.01.2012 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42705&lang=en
#
"Local time in Purulia";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"19.10.2016 08:30";"23.0";"734.8";"756.7";"";"74";"Wind blowing from the south-west";"1";"";"";"20–30%.";" ";"";"";"20.5";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"18.2";"";"";"";"";"";"";
"18.10.2016 17:30";"30.0";"731.7";"753.0";"";"44";"Wind blowing from the south-west";"1";"";"";"20–30%.";" ";"";"";"";"31.3";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"16.3";"";"";"";"";"";"";
"17.10.2016 17:30";"30.4";"732.4";"753.7";"";"47";"Wind blowing from the south-west";"1";"";"";"50%.";" ";"";"";"";"31.3";"Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"17.9";"";"";"";"";"";"";
"17.10.2016 08:30";"22.0";"734.9";"756.9";"";"74";"Wind blowing from the north-east";"1";"";"";"50%.";" ";"";"";"20.5";"";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"17.1";"";"";"";"";"";"";
"16.10.2016 17:30";"30.0";"737.8";"759.3";"";"49";"Wind blowing from the south-east";"1";"";"";"50%.";" ";"";"";"";"32.3";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"18.2";"";"";"";"";"";"";
"16.10.2016 08:30";"21.0";"735.6";"757.7";"";"77";"Wind blowing from the south-west";"1";"";"";"50%.";" ";"";"";"18.3";"";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"16.7";"";"";"";"";"";"";
"15.10.2016 17:30";"30.4";"733.8";"755.2";"";"47";"Wind blowing from the west";"1";"";"";"50%.";" ";"";"";"";"31.9";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"17.9";"";"";"";"";"";"";
"15.10.2016 08:30";"22.8";"735.6";"757.6";"";"76";"Wind blowing from the south-west";"1";"";"";"50%.";" ";"";"";"20.1";"";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"18.4";"";"";"";"";"";"";
"14.10.2016 17:30";"29.4";"733.2";"754.6";"";"44";"Wind blowing from the north-east";"1";"";"";"50%.";" ";"";"";"";"31.3";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"15.9";"";"";"";"";"";"";
"14.10.2016 08:30";"21.8";"734.8";"756.8";"";"68";"Wind blowing from the south-west";"1";"";"";"50%.";" ";"";"";"19.1";"";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"15.5";"";"";"";"";"";"";
"13.10.2016 17:30";"31.6";"731.6";"752.8";"";"47";"Wind blowing from the south-west";"1";"";"";"50%.";" ";"";"";"";"32.7";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"19.1";"";"";"";"";"";"";
"13.10.2016 08:30";"21.0";"734.6";"756.7";"";"73";"Wind blowing from the south-west";"1";"";"";"50%.";" ";"";"";"19.5";"";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"16.0";"";"";"";"";"";"";
"12.10.2016 17:30";"30.0";"731.5";"752.8";"";"47";"Wind blowing from the south";"1";"";"";"50%.";" ";"";"";"";"31.3";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"17.4";"";"";"";"";"";"";
"12.10.2016 08:30";"25.0";"731.5";"753.2";"";"79";"Wind blowing from the south";"1";"";"";"50%.";" ";"";"";"22.5";"";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"21.1";"";"";"";"";"";"";
"11.10.2016 17:30";"30.0";"731.5";"752.8";"";"65";"Wind blowing from the west";"1";"";"";"50%.";" ";"";"";"";"31.5";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.7";"";"";"";"";"";"";
"11.10.2016 08:30";"25.0";"731.7";"753.4";"";"83";"Wind blowing from the north-west";"1";"";"";"50%.";" ";"";"";"23.1";"";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.0";"";"";"";"";"";"";
"10.10.2016 17:30";"27.6";"737.4";"759.1";"";"66";"Wind blowing from the south-east";"1";"";"";"60%.";" ";"";"";"";"";"Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"20.6";"";"";"";"";"";"";
"10.10.2016 08:30";"26.0";"731.5";"753.1";"";"79";"Wind blowing from the east";"1";"";"";"50%.";" ";"";"";"24.5";"";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.1";"";"";"";"";"";"";
"09.10.2016 17:30";"31.4";"729.9";"751.1";"";"58";"Wind blowing from the north-east";"1";"";"";"50%.";" ";"";"";"";"33.3";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.3";"";"";"";"";"";"";
"09.10.2016 08:30";"";"";"754.0";"";"";"Wind blowing from the north-northeast";"26";"";"";"10%  or less, but not 0";" ";"";"";"";"";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"21.4";"";"";"";"";"";"";
"08.10.2016 17:30";"30.0";"730.6";"751.9";"";"65";"Wind blowing from the north-east";"1";"";"";"50%.";" ";"";"";"";"32.7";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.7";"";"";"";"";"";"";
"08.10.2016 08:30";"26.0";"733.8";"755.5";"";"79";"Wind blowing from the east";"1";"";"";"60%.";" ";"";"";"24.7";"";"Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.1";"";"";"";"";"";"";
"07.10.2016 17:30";"31.0";"730.7";"751.9";"";"59";"Wind blowing from the north-east";"1";"";"";"50%.";" ";"";"";"";"32.9";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.2";"";"";"";"";"";"";
"06.10.2016 17:30";"26.0";"730.0";"751.6";"";"76";"Wind blowing from the north-west";"1";"";"";"60%.";" ";"";"";"";"";"Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"21.5";"";"";"";"";"";"";
"06.10.2016 08:30";"25.6";"733.0";"754.7";"";"82";"Wind blowing from the north-east";"1";"";"";"50%.";" ";"";"";"24.5";"";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.3";"";"";"";"";"";"";
"05.10.2016 17:30";"30.0";"729.1";"750.4";"";"53";"Wind blowing from the north-east";"1";"";"";"60%.";" ";"";"";"";"35.3";"Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"19.3";"";"";"";"";"";"";
"05.10.2016 08:30";"26.4";"731.7";"753.3";"";"76";"Wind blowing from the east";"1";"";"";"50%.";" ";"";"";"24.1";"";"Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"21.8";"";"";"";"";"";"";
"04.10.2016 17:30";"33.0";"730.4";"751.5";"";"55";"Wind blowing from the west";"1";"";"";"50%.";" ";"";"";"";"34.9";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.9";"";"";"";"";"";"";
"04.10.2016 08:30";"26.0";"732.2";"753.8";"";"79";"Wind blowing from the west-northwest";"1";"";"";"20–30%.";" ";"";"";"24.1";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"22.1";"";"";"";"";"";"";
"03.10.2016 17:30";"32.4";"729.0";"750.1";"";"58";"Wind blowing from the south-west";"1";"";"";"50%.";" ";"";"";"";"34.3";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.2";"";"";"";"";"";"";
"03.10.2016 08:30";"26.6";"733.8";"755.4";"";"83";"Wind blowing from the south-east";"1";"";"";"50%.";" ";"";"";"24.5";"";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.4";"";"";"";"";"";"";
"02.10.2016 17:30";"30.2";"729.9";"751.2";"";"61";"Wind blowing from the north-east";"1";"";"";"50%.";" ";"";"";"";"32.3";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"21.8";"";"";"";"";"";"";
"02.10.2016 08:30";"25.8";"728.6";"750.1";"";"82";"Wind blowing from the south-west";"1";"";"";"20–30%.";" ";"";"";"24.1";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"22.5";"";"";"";"";"";"";
"01.10.2016 17:30";"31.2";"731.5";"752.7";"";"59";"Wind blowing from the north-east";"1";"";"";"50%.";" ";"";"";"";"32.7";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.2";"";"";"";"";"";"";
"01.10.2016 08:30";"26.0";"734.3";"756.0";"";"84";"Wind blowing from the east";"1";"";"";"50%.";" ";"";"";"24.5";"";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.1";"";"";"";"";"";"";
"30.09.2016 17:30";"31.0";"729.9";"751.1";"";"59";"Wind blowing from the east";"1";"";"";"50%.";" ";"";"";"";"33.3";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.2";"";"";"";"";"";"";
"30.09.2016 08:30";"26.0";"732.9";"754.6";"";"79";"Wind blowing from the north-east";"1";"";"";"50%.";" ";"";"";"23.5";"";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.1";"";"";"";"";"";"";
"29.09.2016 08:30";"27.0";"732.2";"753.8";"";"72";"Wind blowing from the east";"1";"";"";"50%.";" ";"";"";"24.1";"";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"21.6";"";"";"";"";"";"";
"28.09.2016 17:30";"30.0";"730.6";"751.9";"";"61";"Wind blowing from the east";"1";"";"";"50%.";" ";"";"";"";"32.7";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"21.7";"";"";"";"";"";"";
"28.09.2016 08:30";"25.4";"732.9";"754.6";"";"81";"Wind blowing from the east";"1";"";"";"50%.";" ";"";"";"24.1";"";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"21.8";"";"";"";"";"";"";
"27.09.2016 17:30";"32.0";"730.0";"751.1";"";"57";"Wind blowing from the south-east";"1";"";"";"20–30%.";" ";"";"";"";"33.3";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"22.4";"";"";"";"";"";"";
"26.09.2016 17:30";"29.0";"729.9";"751.3";"";"74";"Wind blowing from the north-east";"1";"";"";"50%.";" ";"";"";"";"33.5";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.8";"";"";"";"";"";"";
"26.09.2016 08:30";"26.0";"732.4";"754.0";"";"79";"Wind blowing from the south-east";"1";"";"";"50%.";" ";"";"";"24.1";"";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.1";"";"";"";"";"";"";
"25.09.2016 17:30";"28.0";"729.9";"751.3";"";"73";"Wind blowing from the south-west";"1";"";"";"60%.";" ";"";"";"";"30.7";"Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.7";"";"";"";"";"";"";
"25.09.2016 08:30";"25.2";"730.8";"752.5";"";"82";"Wind blowing from the south";"1";"";"";"50%.";" ";"";"";"24.1";"";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.0";"";"";"";"";"";"";
"24.09.2016 17:30";"28.0";"728.5";"749.9";"";"73";"Wind blowing from the north-east";"1";"";"";"50%.";" ";"";"";"";"29.7";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.7";"";"";"";"";"";"";
"24.09.2016 08:30";"25.4";"731.5";"753.2";"";"84";"Wind blowing from the east";"1";"";"";"70 – 80%.";" ";"";"";"24.1";"";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.4";"";"";"";"";"";"";
"23.09.2016 17:30";"28.0";"729.9";"751.3";"";"72";"Wind blowing from the east";"1";"";"";"60%.";" ";"";"";"";"30.9";"Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.5";"";"";"";"";"";"";
"22.09.2016 17:30";"28.2";"732.2";"753.7";"";"65";"Wind blowing from the east";"1";"";"";"50%.";" ";"";"";"";"32.3";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"21.0";"";"";"";"";"";"";
"22.09.2016 08:30";"26.0";"734.4";"756.1";"";"79";"Wind blowing from the east";"1";"";"";"50%.";" ";"";"";"24.1";"";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.1";"";"";"";"";"";"";
"21.09.2016 17:30";"27.0";"731.5";"753.0";"";"72";"Wind blowing from the south-west";"1";"";"";"60%.";" ";"";"";"";"33.3";"Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"21.6";"";"";"";"";"";"";
"21.09.2016 08:30";"27.0";"733.6";"755.2";"";"77";"Wind blowing from the east";"1";"";"";"60%.";" ";"";"";"25.7";"";"Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.6";"";"";"";"";"";"";
"20.09.2016 17:30";"27.0";"729.9";"751.4";"";"70";"Wind blowing from the south-west";"1";"";"";"50%.";" ";"";"";"";"";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"21.0";"";"";"";"";"";"";
"20.09.2016 08:30";"28.0";"732.2";"753.7";"";"73";"Wind blowing from the south";"1";"";"";"50%.";" ";"";"";"25.5";"";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.7";"";"";"";"";"";"";
"19.09.2016 17:30";"32.4";"729.6";"750.7";"";"60";"Wind blowing from the south-east";"1";"";"";"50%.";" ";"";"";"";"33.3";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.8";"";"";"";"";"";"";
"19.09.2016 08:30";"28.0";"731.4";"752.9";"";"73";"Wind blowing from the west";"1";"";"";"50%.";" ";"";"";"25.1";"";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.7";"";"";"";"";"";"";
"18.09.2016 17:30";"32.4";"730.5";"751.6";"";"58";"Wind blowing from the east";"1";"";"";"50%.";" ";"";"";"";"33.9";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.2";"";"";"";"";"";"";
"18.09.2016 08:30";"27.4";"732.2";"753.7";"";"74";"Wind blowing from the south-east";"1";"";"";"50%.";" ";"";"";"25.1";"";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.4";"";"";"";"";"";"";
"17.09.2016 17:30";"33.4";"729.1";"750.1";"";"55";"Wind blowing from the south-west";"1";"";"";"50%.";" ";"";"";"";"34.7";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.3";"";"";"";"";"";"";
"17.09.2016 08:30";"27.4";"731.5";"753.0";"";"77";"Wind blowing from the south-west";"1";"";"";"50%.";" ";"";"";"25.5";"";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.0";"";"";"";"";"";"";
"16.09.2016 17:30";"33.2";"729.8";"750.9";"";"51";"Wind blowing from the south-west";"1";"";"";"20–30%.";" ";"";"";"";"34.1";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"21.8";"";"";"";"";"";"";
"15.09.2016 17:30";"30.0";"730.5";"751.8";"";"65";"Wind blowing from the north-east";"1";"";"";"50%.";" ";"";"";"";"33.3";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.7";"";"";"";"";"";"";
