# Weather station Barmer, India, WMO_ID=42435,selection from 01.01.2012 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42435&lang=en
#
"Local time in Barmer";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"16.03.2012 11:30";"33.4";"";"761.0";"";"24";"Wind blowing from the south-west";"1";"";"";"40%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"10.2";"";"";"";"";"";"";
"16.03.2012 05:30";"18.0";"";"761.8";"";"53";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"8.3";"";"";"";"";"";"";
"15.03.2012 23:30";"23.4";"";"761.0";"";"38";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"8.4";"";"";"";"";"";"";
"15.03.2012 17:30";"34.0";"";"758.3";"";"20";"Wind blowing from the south-west";"1";"";"";"40%.";" ";"";"";"";"37.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"7.9";"";"";"";"";"";"";
"15.03.2012 11:30";"30.4";"";"761.6";"";"20";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"4.7";"";"";"";"";"";"";
"15.03.2012 05:30";"18.0";"";"761.8";"";"36";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"2.9";"";"";"";"";"";"";
"14.03.2012 23:30";"23.0";"";"763.0";"";"27";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"3.1";"";"";"";"";"";"";
"14.03.2012 17:30";"32.0";"";"760.2";"";"20";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"34.4";"";"";"";"";"";"4.0";"5.9";"";"";"";"";"";"";
"14.03.2012 11:30";"28.4";"";"763.9";"";"18";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"1.9";"";"";"";"";"";"";
"14.03.2012 05:30";"19.0";"";"763.3";"";"30";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"1.2";"";"";"";"";"";"";
"13.03.2012 23:30";"21.8";"";"764.2";"";"32";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"4.2";"";"";"";"";"";"";
"13.03.2012 17:30";"28.6";"";"762.4";"";"18";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"30.0";"";"";"";"";"";"4.0";"2.3";"";"";"";"";"";"";
"13.03.2012 11:30";"26.6";"";"764.8";"";"22";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"3.2";"";"";"";"";"";"";
"12.03.2012 23:30";"23.0";"";"761.9";"";"31";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"5.0";"";"";"";"";"";"";
"12.03.2012 17:30";"29.6";"";"758.7";"";"22";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.4";"";"";"";"";"";"4.0";"5.7";"";"";"";"";"";"";
"12.03.2012 11:30";"29.0";"";"760.9";"";"25";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"7.2";"";"";"";"";"";"";
"12.03.2012 05:30";"17.4";"";"758.8";"";"27";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"-1.7";"";"";"";"";"";"";
"11.03.2012 23:30";"20.2";"";"759.3";"";"31";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"2.7";"";"";"";"";"";"";
"11.03.2012 17:30";"30.0";"";"756.5";"";"21";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.8";"";"";"";"";"";"4.0";"5.2";"";"";"";"";"";"";
"11.03.2012 11:30";"29.0";"";"759.8";"";"15";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"0.0";"";"";"";"";"";"";
"11.03.2012 05:30";"16.0";"";"758.2";"";"41";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"2.8";"";"";"";"";"";"";
"10.03.2012 23:30";"19.4";"";"758.5";"";"31";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"2.0";"";"";"";"";"";"";
"10.03.2012 17:30";"29.4";"";"756.9";"";"18";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.2";"";"";"";"";"";"4.0";"2.6";"";"";"";"";"";"";
"10.03.2012 11:30";"28.4";"";"759.7";"";"21";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"4.0";"";"";"";"";"";"";
"09.03.2012 17:30";"27.6";"";"757.1";"";"24";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"30.4";"";"";"";"";"";"4.0";"5.1";"";"";"";"";"";"";
"09.03.2012 11:30";"25.0";"";"760.6";"";"17";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"-1.9";"";"";"";"";"";"";
"08.03.2012 23:30";"18.0";"";"759.9";"";"21";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"-4.8";"";"";"";"";"";"";
"08.03.2012 17:30";"26.0";"";"757.0";"";"18";"Wind blowing from the north";"2";"";"";"no clouds";" ";"";"";"";"27.7";"";"";"";"";"";"4.0";"-0.4";"";"";"";"";"";"";
"08.03.2012 11:30";"25.0";"";"758.6";"";"17";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"-1.9";"";"";"";"";"";"";
"08.03.2012 05:30";"17.4";"";"756.8";"";"16";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"-8.5";"";"";"";"";"";"";
"07.03.2012 17:30";"28.6";"";"755.4";"";"11";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"30.6";"";"";"";"";"";"4.0";"-5.0";"";"";"";"";"";"";
"07.03.2012 11:30";"27.0";"";"757.3";"";"10";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"-6.7";"";"";"";"";"";"";
"07.03.2012 05:30";"20.0";"";"755.8";"";"25";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"-0.5";"";"";"";"";"";"";
"06.03.2012 23:30";"24.0";"";"757.2";"";"39";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"9.3";"";"";"";"";"";"";
"06.03.2012 17:30";"29.6";"";"755.6";"";"17";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.4";"";"";"";"";"";"4.0";"2.2";"";"";"";"";"";"";
"06.03.2012 11:30";"25.6";"";"758.0";"";"40";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"11.1";"";"";"";"";"";"";
"06.03.2012 05:30";"22.0";"";"755.8";"";"43";"Wind blowing from the west";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"8.9";"";"";"";"";"";"";
"05.03.2012 23:30";"27.0";"";"756.8";"";"34";"Wind blowing from the south-west";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"9.8";"";"";"";"";"";"";
"05.03.2012 17:30";"31.0";"";"754.6";"";"27";"Wind blowing from the south-west";"2";"";"";"no clouds";" ";"";"";"";"32.5";"";"";"";"";"";"4.0";"9.9";"";"";"";"";"";"";
"05.03.2012 11:30";"27.0";"";"758.7";"";"50";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"15.6";"";"";"";"";"";"";
"05.03.2012 05:30";"23.4";"";"755.3";"";"42";"Wind blowing from the south-west";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"9.9";"";"";"";"";"";"";
"04.03.2012 23:30";"27.4";"";"756.9";"";"30";"Wind blowing from the south-west";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"8.3";"";"";"";"";"";"";
"04.03.2012 17:30";"33.4";"";"754.4";"";"22";"Wind blowing from the west";"2";"";"";"no clouds";" ";"";"";"";"35.4";"";"";"";"";"";"4.0";"8.6";"";"";"";"";"";"";
"04.03.2012 11:30";"30.4";"";"757.7";"";"16";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"1.5";"";"";"";"";"";"";
"04.03.2012 05:30";"24.0";"";"755.3";"";"60";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"15.8";"";"";"";"";"";"";
"03.03.2012 23:30";"26.0";"";"755.8";"";"55";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"16.3";"";"";"";"";"";"";
"03.03.2012 17:30";"32.0";"";"754.9";"";"38";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"32.8";"";"";"";"";"";"4.0";"16.1";"";"";"";"";"";"";
"03.03.2012 11:30";"27.0";"";"757.4";"";"50";"Wind blowing from the west-southwest";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"15.6";"";"";"";"";"";"";
"03.03.2012 05:30";"20.2";"";"756.3";"";"62";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"12.8";"";"";"";"";"";"";
"02.03.2012 23:30";"24.0";"";"756.8";"";"46";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"11.7";"";"";"";"";"";"";
"02.03.2012 17:30";"31.6";"";"754.7";"";"28";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"33.6";"";"";"";"";"";"4.0";"10.9";"";"";"";"";"";"";
"01.03.2012 23:30";"21.4";"";"757.3";"";"54";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"11.6";"";"";"";"";"";"";
"01.03.2012 17:30";"29.4";"";"755.2";"";"28";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.6";"";"";"";"";"";"4.0";"8.9";"";"";"";"";"";"";
"01.03.2012 11:30";"26.0";"";"758.2";"";"48";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"14.3";"";"";"";"";"";"";
"01.03.2012 05:30";"18.8";"";"756.0";"";"73";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"13.9";"";"";"";"";"";"";
"29.02.2012 23:30";"22.0";"";"756.1";"";"43";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"8.9";"";"";"";"";"";"";
"29.02.2012 17:30";"30.0";"";"754.0";"";"28";"Wind blowing from the south";"2";"";"";"no clouds";" ";"";"";"";"32.4";"";"";"";"";"";"4.0";"9.3";"";"";"";"";"";"";
"29.02.2012 05:30";"14.0";"";"756.3";"";"47";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"2.8";"";"";"";"";"";"";
"28.02.2012 23:30";"19.0";"";"756.9";"";"41";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"5.6";"";"";"";"";"";"";
"28.02.2012 17:30";"30.0";"";"755.8";"";"21";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"31.4";"";"";"";"";"";"4.0";"5.2";"";"";"";"";"";"";
"28.02.2012 11:30";"27.4";"";"757.7";"";"18";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"1.2";"";"";"";"";"";"";
"28.02.2012 05:30";"17.4";"";"756.9";"";"32";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"0.5";"";"";"";"";"";"";
"27.02.2012 23:30";"21.6";"";"759.2";"";"24";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"0.4";"";"";"";"";"";"";
"27.02.2012 17:30";"31.0";"";"756.9";"";"22";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.4";"";"";"";"";"";"4.0";"7.1";"";"";"";"";"";"";
"27.02.2012 11:30";"26.0";"";"760.4";"";"19";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"0.4";"";"";"";"";"";"";
"27.02.2012 05:30";"15.0";"";"751.4";"";"39";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"1.2";"";"";"";"";"";"";
"26.02.2012 23:30";"17.4";"";"752.5";"";"30";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"-0.4";"";"";"";"";"";"";
"26.02.2012 17:30";"26.6";"";"758.6";"";"12";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"29.0";"";"";"";"";"";"4.0";"-5.6";"";"";"";"";"";"";
"26.02.2012 05:30";"13.4";"";"761.3";"";"23";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"-7.5";"";"";"";"";"";"";
"25.02.2012 23:30";"15.6";"";"762.1";"";"35";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"0.2";"";"";"";"";"";"";
"25.02.2012 17:30";"25.4";"";"759.8";"";"21";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"26.8";"";"";"";"";"";"4.0";"1.5";"";"";"";"";"";"";
"25.02.2012 11:30";"22.0";"";"762.4";"";"23";"Wind blowing from the north";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"-0.3";"";"";"";"";"";"";
"25.02.2012 05:30";"13.0";"";"752.8";"";"37";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"-1.4";"";"";"";"";"";"";
"24.02.2012 23:30";"17.0";"";"753.2";"";"28";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"-1.7";"";"";"";"";"";"";
"24.02.2012 17:30";"25.0";"";"759.5";"";"17";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"26.2";"";"";"";"";"";"4.0";"-1.9";"";"";"";"";"";"";
"24.02.2012 11:30";"22.0";"";"762.4";"";"23";"Wind blowing from the west-southwest";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"-0.1";"";"";"";"";"";"";
"24.02.2012 05:30";"12.8";"";"761.0";"";"31";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"-4.1";"";"";"";"";"";"";
"23.02.2012 23:30";"18.4";"";"761.1";"";"17";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"-6.8";"";"";"";"";"";"";
"23.02.2012 17:30";"26.0";"";"758.4";"";"13";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"28.4";"";"";"";"";"";"4.0";"-4.1";"";"";"";"";"";"";
"23.02.2012 11:30";"22.8";"";"761.6";"";"23";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"0.6";"";"";"";"";"";"";
"23.02.2012 05:30";"15.6";"";"760.6";"";"35";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"0.2";"";"";"";"";"";"";
"22.02.2012 23:30";"20.4";"";"760.6";"";"39";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"6.1";"";"";"";"";"";"";
"22.02.2012 17:30";"28.0";"";"758.0";"";"33";"Wind blowing from the west";"2";"";"";"no clouds";" ";"";"";"";"29.6";"";"";"";"";"";"4.0";"10.3";"";"";"";"";"";"";
"22.02.2012 11:30";"25.0";"";"759.7";"";"47";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"13.0";"";"";"";"";"";"";
"22.02.2012 05:30";"20.0";"";"757.3";"";"80";"Wind blowing from the west";"1";"";"";"20–30%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"16.4";"";"";"";"";"";"";
"21.02.2012 23:30";"23.0";"";"757.5";"";"74";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"18.2";"";"";"";"";"";"";
"21.02.2012 17:30";"30.6";"";"756.0";"";"42";"Wind blowing from the west";"2";"";"";"no clouds";" ";"";"";"";"31.2";"";"";"";"";"";"4.0";"16.2";"";"";"";"";"";"";
"21.02.2012 11:30";"25.6";"";"759.4";"";"66";"Wind blowing from the west";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"18.7";"";"";"";"";"";"";
"21.02.2012 05:30";"21.4";"";"756.2";"";"69";"Wind blowing from the west";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"15.4";"";"";"";"";"";"";
"20.02.2012 23:30";"24.8";"";"757.1";"";"50";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"13.6";"";"";"";"";"";"";
"20.02.2012 17:30";"32.6";"";"756.2";"";"36";"Wind blowing from the west";"2";"";"";"no clouds";" ";"";"";"";"34.5";"";"";"";"";"";"4.0";"15.7";"";"";"";"";"";"";
"20.02.2012 11:30";"29.4";"";"760.9";"";"38";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"13.8";"";"";"";"";"";"";
"20.02.2012 05:30";"";"";"760.2";"";"";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"6.6";"";"";"";"";"";"";
"19.02.2012 23:30";"18.2";"";"761.6";"";"52";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"8.1";"";"";"";"";"";"";
"19.02.2012 17:30";"30.0";"";"760.0";"";"31";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.8";"";"";"";"";"";"4.0";"10.9";"";"";"";"";"";"";
"19.02.2012 11:30";"24.0";"";"763.8";"";"23";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"1.6";"";"";"";"";"";"";
"19.02.2012 05:30";"15.4";"";"764.1";"";"46";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"3.7";"";"";"";"";"";"";
"18.02.2012 23:30";"18.0";"";"764.6";"";"45";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"5.8";"";"";"";"";"";"";
"18.02.2012 17:30";"26.6";"";"761.8";"";"36";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"27.8";"";"";"";"";"";"4.0";"10.2";"";"";"";"";"";"";
"18.02.2012 11:30";"21.2";"";"765.0";"";"33";"Wind blowing from the north-east";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"4.4";"";"";"";"";"";"";
"18.02.2012 05:30";"13.0";"";"763.3";"";"49";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"2.6";"";"";"";"";"";"";
"17.02.2012 23:30";"17.0";"";"764.0";"";"34";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"1.2";"";"";"";"";"";"";
"17.02.2012 17:30";"25.2";"";"761.0";"";"30";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"26.8";"";"";"";"";"";"4.0";"6.4";"";"";"";"";"";"";
"17.02.2012 11:30";"20.4";"";"764.2";"";"38";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"5.5";"";"";"";"";"";"";
"17.02.2012 05:30";"10.0";"";"763.1";"";"62";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"3.1";"";"";"";"";"";"";
"16.02.2012 23:30";"15.2";"";"763.5";"";"40";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"1.6";"";"";"";"";"";"";
"16.02.2012 17:30";"23.0";"";"760.8";"";"25";"Wind blowing from the north-east";"0";"";"";"no clouds";" ";"";"";"";"24.8";"";"";"";"";"";"4.0";"1.8";"";"";"";"";"";"";
"16.02.2012 11:30";"18.4";"";"764.4";"";"26";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"-1.3";"";"";"";"";"";"";
"16.02.2012 05:30";"9.6";"";"762.2";"";"43";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"-2.5";"";"";"";"";"";"";
"15.02.2012 23:30";"14.2";"";"762.4";"";"28";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"-3.9";"";"";"";"";"";"";
"15.02.2012 17:30";"22.4";"";"760.4";"";"27";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"24.1";"";"";"";"";"";"4.0";"2.7";"";"";"";"";"";"";
"15.02.2012 11:30";"19.4";"";"764.2";"";"36";"Wind blowing from the north-east";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"3.9";"";"";"";"";"";"";
"15.02.2012 05:30";"12.2";"";"763.4";"";"46";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"0.8";"";"";"";"";"";"";
"14.02.2012 17:30";"24.0";"";"761.2";"";"17";"Wind blowing from the north-east";"1";"";"";"50%.";" ";"";"";"";"25.6";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"-2.5";"";"";"";"";"";"";
"14.02.2012 11:30";"20.8";"";"764.0";"";"43";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"7.7";"";"";"";"";"";"";
"14.02.2012 05:30";"15.0";"";"761.7";"";"68";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"9.2";"";"";"";"";"";"";
"13.02.2012 23:30";"17.4";"";"762.4";"";"49";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"6.5";"";"";"";"";"";"";
"13.02.2012 17:30";"25.2";"";"759.7";"";"36";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"26.6";"";"";"";"";"";"4.0";"9.1";"";"";"";"";"";"";
"13.02.2012 11:30";"21.0";"";"762.4";"";"49";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"9.9";"";"";"";"";"";"";
"13.02.2012 05:30";"16.0";"";"759.1";"";"73";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"11.2";"";"";"";"";"";"";
"12.02.2012 23:30";"21.0";"";"759.8";"";"27";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"1.4";"";"";"";"";"";"";
"12.02.2012 17:30";"26.8";"";"756.5";"";"41";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"28.0";"";"";"";"";"";"4.0";"12.3";"";"";"";"";"";"";
"12.02.2012 11:30";"23.4";"";"760.0";"";"42";"Wind blowing from the west";"1";"";"";"60%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"9.9";"";"";"";"";"";"";
"12.02.2012 05:30";"14.8";"";"759.8";"";"60";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"7.1";"";"";"";"";"";"";
"11.02.2012 23:30";"17.8";"";"760.8";"";"54";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"8.5";"";"";"";"";"";"";
"11.02.2012 17:30";"26.2";"";"758.2";"";"50";"Wind blowing from the north-east";"0";"";"";"50%.";" ";"";"";"";"29.3";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"15.0";"";"";"";"";"";"";
"11.02.2012 11:30";"24.0";"";"763.0";"";"39";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"9.3";"";"";"";"";"";"";
"11.02.2012 05:30";"11.4";"";"763.4";"";"59";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"3.8";"";"";"";"";"";"";
"10.02.2012 23:30";"14.2";"";"763.5";"";"47";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"3.1";"";"";"";"";"";"";
"10.02.2012 17:30";"24.2";"";"761.2";"";"32";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"25.7";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"6.4";"";"";"";"";"";"";
"10.02.2012 11:30";"19.8";"";"765.3";"";"37";"Wind blowing from the north-east";"1";"";"";"10%  or less, but not 0";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"4.6";"";"";"";"";"";"";
