# Weather station Goalpara, India, WMO_ID=42407,selection from 07.12.2015 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42407&lang=en
#
"Local time in Goalpara";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"01.02.2017 08:30";"10.2";"757.1";"760.6";"";"97";"Calm, no wind";"0";"";"";"no clouds";"Fog or ice fog, sky invisible, has begun or has become thicker during the preceding hour. ";"";"";"10.0";"";"";"";"";"";"";"4.0";"9.8";"";"";"";"";"";"";
"31.01.2017 17:30";"27.8";"756.7";"760.0";"";"72";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"";"";"";"28.2";"";"";"";"";"";"10.0";"22.2";"";"";"";"";"";"";
"31.01.2017 08:30";"10.6";"757.4";"760.9";"";"92";"Calm, no wind";"0";"";"";"20–30%.";"Fog or ice fog, sky visible (has become thinner during the preceding hour). ";"";"";"10.2";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"9.4";"";"";"";"";"";"";
"30.01.2017 17:30";"28.0";"756.2";"759.5";"";"65";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"28.6";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"20.8";"";"";"";"";"";"";
"30.01.2017 08:30";"10.2";"757.0";"760.5";"";"97";"Calm, no wind";"0";"";"";"no clouds";"Fog or ice fog, sky visible, has begun or has become thicker during the preceding hour. ";"";"";"10.0";"";"";"";"";"";"";"4.0";"9.8";"";"";"";"";"";"";
"29.01.2017 17:30";"28.4";"756.5";"759.8";"";"59";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"28.8";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"19.5";"";"";"";"";"";"";
"29.01.2017 08:30";"11.8";"757.4";"760.9";"";"95";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"10.4";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"11.0";"";"";"";"";"";"";
"28.01.2017 17:30";"27.4";"756.2";"759.5";"";"62";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"27.8";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Altostratus opacus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"19.4";"";"";"";"";"";"";
"28.01.2017 08:30";"10.2";"757.1";"760.6";"";"97";"Calm, no wind";"0";"";"";"50%.";" ";"Rain.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"10.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2000-2500";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"9.8";"";"";"";"";"";"";
"27.01.2017 17:30";"27.6";"757.3";"760.6";"";"54";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"28.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"70 – 80%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.";"10.0";"17.5";"";"";"";"";"";"";
"27.01.2017 08:30";"12.4";"757.6";"761.1";"";"96";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"10.8";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.";"10.0";"11.7";"";"";"";"";"";"";
"26.01.2017 17:30";"27.6";"759.4";"762.7";"";"64";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"28.6";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"70 – 80%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.";"10.0";"20.3";"";"";"";"";"";"";
"25.01.2017 17:30";"27.0";"758.9";"762.2";"";"66";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"28.2";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"20.0";"";"";"";"";"";"";
"25.01.2017 08:30";"11.2";"757.5";"761.0";"";"92";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"10.6";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"10.0";"";"";"";"";"";"";
"24.01.2017 17:30";"27.8";"756.7";"760.0";"";"72";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"";"";"";"28.2";"";"";"";"";"";"10.0";"22.2";"";"";"";"";"";"";
"24.01.2017 08:30";"10.6";"757.4";"760.9";"";"95";"Calm, no wind";"0";"";"";"20–30%.";"Fog or ice fog, sky visible (has become thinner during the preceding hour). ";"";"";"10.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"9.8";"";"";"";"";"";"";
"23.01.2017 17:30";"21.4";"756.4";"759.7";"";"89";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"24.8";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"19.5";"";"";"";"";"";"";
"23.01.2017 08:30";"10.4";"757.7";"761.2";"";"52";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"10.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"1.0";"";"";"";"";"";"";
"22.01.2017 17:30";"21.8";"756.6";"759.9";"";"89";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"22.2";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"19.9";"";"";"";"";"";"";
"22.01.2017 08:30";"10.4";"757.4";"760.9";"";"95";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"10.2";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"9.6";"";"";"";"";"";"";
"21.01.2017 17:30";"21.0";"756.8";"760.1";"";"93";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"21.2";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"19.8";"";"";"";"";"";"";
"21.01.2017 08:30";"10.8";"757.5";"761.0";"";"92";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"11.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.";"10.0";"9.6";"";"";"";"";"";"";
"20.01.2017 17:30";"19.8";"756.8";"760.2";"";"94";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"20.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"18.8";"";"";"";"";"";"";
"20.01.2017 08:30";"10.4";"757.4";"760.9";"";"95";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"10.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"9.6";"";"";"";"";"";"";
"19.01.2017 17:30";"20.0";"757.8";"761.2";"";"94";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"20.2";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.";"10.0";"19.0";"";"";"";"";"";"";
"19.01.2017 08:30";"10.8";"756.9";"760.4";"";"92";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"10.2";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"9.6";"";"";"";"";"";"";
"18.01.2017 08:30";"10.4";"756.8";"760.3";"";"92";"Calm, no wind";"0";"";"";"20–30%.";"Fog or ice fog, sky visible (has become thinner during the preceding hour). ";"Fog or ice fog or thick haze.";"Rain.";"10.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"9.2";"";"";"";"";"";"";
"17.01.2017 17:30";"19.6";"757.2";"760.6";"";"87";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"20.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"17.3";"";"";"";"";"";"";
"17.01.2017 08:30";"10.2";"757.0";"760.5";"";"95";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"10.2";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.";"10.0";"9.4";"";"";"";"";"";"";
"16.01.2017 17:30";"20.0";"757.3";"760.7";"";"81";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"20.8";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"16.7";"";"";"";"";"";"";
"16.01.2017 08:30";"10.2";"758.3";"761.8";"";"60";"Calm, no wind";"0";"";"";"20–30%.";"Fog or ice fog, sky visible, no appreciable change during the preceding hour. ";"";"";"9.8";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"2.6";"";"";"";"";"";"";
"15.01.2017 08:30";"10.6";"758.1";"761.6";"";"97";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"10.4";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"10.2";"";"";"";"";"";"";
"14.01.2017 17:30";"18.4";"755.6";"759.0";"";"92";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"19.6";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"17.1";"";"";"";"";"";"";
"14.01.2017 08:30";"10.2";"757.9";"761.4";"";"95";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"9.6";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.";"10.0";"9.4";"";"";"";"";"";"";
"13.01.2017 17:30";"18.8";"754.9";"758.3";"";"87";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"20.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2000-2500";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"16.5";"";"";"";"";"";"";
"13.01.2017 08:30";"10.2";"757.8";"761.3";"";"97";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"9.2";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"9.8";"";"";"";"";"";"";
"12.01.2017 17:30";"20.6";"754.3";"757.6";"";"91";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"20.8";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"1500-2000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"19.1";"";"";"";"";"";"";
"12.01.2017 08:30";"15.6";"754.4";"757.8";"";"96";"Calm, no wind";"0";"";"";"no clouds";"Fog or ice fog, sky invisible, has begun or has become thicker during the preceding hour. ";"";"";"12.2";"";"";"";"";"";"";"2.0";"14.9";"";"";"";"";"";"";
"11.01.2017 17:30";"19.2";"755.5";"758.9";"";"81";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"19.6";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.";"4.0";"15.9";"";"";"";"";"";"";
"11.01.2017 08:30";"16.0";"754.6";"758.0";"";"96";"Calm, no wind";"0";"";"";"no clouds";"Fog or ice fog, sky invisible, has begun or has become thicker during the preceding hour. ";"";"";"12.8";"";"";"";"";"";"";"2.0";"15.3";"";"";"";"";"";"";
"10.01.2017 17:30";"19.8";"756.0";"759.4";"";"74";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"20.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"70 – 80%.";"2000-2500";"Altocumulus cumulogenitus (or cumulonimbogenitus).";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"15.1";"";"";"";"";"";"";
"10.01.2017 08:30";"16.4";"754.7";"758.1";"";"96";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"13.6";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"100%.";"2000-2500";"Altocumulus castellanus or floccus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"15.7";"";"";"";"";"";"";
"09.01.2017 20:30";"26.2";"753.3";"756.6";"0.0";"72";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"26.6";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"20.7";"";"";"";"";"";"";
"09.01.2017 17:30";"26.2";"753.3";"756.6";"";"72";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"26.6";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"20.7";"";"";"";"";"";"";
