# Weather station Tuticorin, India, WMO_ID=43379,selection from 14.01.2014 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=43379&lang=en
#
"Local time in Tuticorin";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"15.10.2016 08:30";"30.0";"757.9";"758.1";"";"83";"Wind blowing from the north-northeast";"3";"";"";"40%.";" ";"";"";"25.9";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2000-2500";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"20.0";"26.7";"";"";"";"";"";"";
"14.10.2016 17:30";"29.4";"755.2";"755.5";"";"82";"Wind blowing from the south";"3";"";"";"100%.";" ";"";"";"";"31.4";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"100%.";"2000-2500";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"20.0";"26.0";"";"";"";"";"";"";
"14.10.2016 08:30";"30.2";"757.6";"758.2";"";"80";"Wind blowing from the south-east";"1";"";"";"50%.";" ";"";"";"25.6";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2000-2500";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"20.0";"26.3";"";"";"";"";"";"";
"13.10.2016 17:30";"29.4";"754.3";"754.6";"";"88";"Wind blowing from the south-southwest";"4";"";"";"100%.";" ";"";"";"";"33.3";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"100%.";"2000-2500";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"20.0";"27.2";"";"";"";"";"";"";
"13.10.2016 08:30";"29.4";"757.4";"757.6";"";"85";"Wind blowing from the north-northeast";"3";"";"";"20–30%.";" ";"";"";"26.9";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2000-2500";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"20.0";"26.6";"";"";"";"";"";"";
"12.10.2016 17:30";"29.0";"754.3";"754.5";"";"85";"Wind blowing from the south-southwest";"7";"";"";"60%.";" ";"";"";"";"32.1";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2000-2500";"Altostratus translucidus.";"Cirrostratus covering the whole sky.";"20.0";"26.2";"";"";"";"";"";"";
"12.10.2016 08:30";"31.0";"757.6";"757.8";"";"66";"Wind blowing from the north-northeast";"2";"";"";"40%.";" ";"";"";"26.8";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2000-2500";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"20.0";"23.8";"";"";"";"";"";"";
"11.10.2016 17:30";"30.0";"754.2";"754.4";"";"88";"Wind blowing from the south-southeast";"3";"";"";"20–30%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2000-2500";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"20.0";"27.8";"";"";"";"";"";"";
"11.10.2016 08:30";"31.6";"757.9";"758.1";"";"60";"Wind blowing from the west-northwest";"5";"";"";"20–30%.";" ";"";"";"25.1";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2000-2500";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"20.0";"22.9";"";"";"";"";"";"";
"10.10.2016 17:30";"31.8";"754.3";"754.5";"";"75";"Wind blowing from the south-southeast";"1";"";"";"40%.";" ";"";"";"";"34.5";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2000-2500";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"20.0";"26.8";"";"";"";"";"";"";
"10.10.2016 08:30";"32.8";"757.5";"757.7";"";"54";"Wind blowing from the west-northwest";"5";"";"";"20–30%.";" ";"";"";"27.3";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2000-2500";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"20.0";"22.3";"";"";"";"";"";"";
"09.10.2016 17:30";"35.2";"754.3";"754.6";"";"47";"Wind blowing from the west-northwest";"6";"";"";"40%.";" ";"";"";"";"35.6";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2000-2500";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"20.0";"22.1";"";"";"";"";"";"";
"09.10.2016 08:30";"31.8";"758.4";"758.6";"";"65";"Wind blowing from the south-west";"1";"";"";"40%.";" ";"";"";"25.5";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2000-2500";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"20.0";"24.4";"";"";"";"";"";"";
"08.10.2016 17:30";"30.4";"754.4";"754.6";"";"86";"Wind blowing from the west-southwest";"2";"";"";"50%.";" ";"";"";"";"31.3";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2000-2500";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"20.0";"27.7";"";"";"";"";"";"";
"08.10.2016 08:30";"30.0";"758.4";"758.6";"";"66";"Wind blowing from the west";"1";"";"";"60%.";" ";"";"";"25.9";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2000-2500";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"20.0";"23.0";"";"";"";"";"";"";
"07.10.2016 17:30";"29.4";"754.5";"754.7";"";"83";"Wind blowing from the south-southeast";"3";"";"";"50%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2000-2500";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"20.0";"26.3";"";"";"";"";"";"";
"07.10.2016 08:30";"30.6";"757.6";"757.8";"";"57";"Wind blowing from the west-northwest";"2";"";"";"40%.";" ";"";"";"26.4";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2000-2500";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"20.0";"21.1";"";"";"";"";"";"";
"06.10.2016 17:30";"29.4";"754.1";"754.3";"";"88";"Wind blowing from the south-southeast";"3";"";"";"20–30%.";" ";"";"";"";"34.4";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2000-2500";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"20.0";"27.2";"";"";"";"";"";"";
"06.10.2016 08:30";"31.2";"757.2";"757.4";"";"64";"Wind blowing from the west-northwest";"3";"";"";"70 – 80%.";" ";"";"";"27.5";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"70 – 80%.";"2000-2500";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"20.0";"23.7";"";"";"";"";"";"";
"05.10.2016 17:30";"29.4";"753.8";"754.0";"";"90";"Wind blowing from the south";"5";"";"";"50%.";" ";"";"";"";"32.4";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"10%  or less, but not 0";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"20.0";"27.5";"";"";"";"";"";"";
"05.10.2016 08:30";"31.0";"757.6";"757.8";"";"71";"Wind blowing from the north-northwest";"1";"";"";"40%.";" ";"";"";"26.9";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2000-2500";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"20.0";"25.1";"";"";"";"";"";"";
"04.10.2016 17:30";"28.8";"754.0";"754.2";"";"91";"Wind blowing from the south-southeast";"3";"";"";"40%.";" ";"";"";"";"32.4";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2000-2500";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"20.0";"27.1";"";"";"";"";"";"";
"04.10.2016 08:30";"30.8";"757.3";"757.5";"";"64";"Wind blowing from the west-northwest";"3";"";"";"40%.";" ";"";"";"25.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2000-2500";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"20.0";"23.3";"";"";"";"";"";"";
"03.10.2016 17:30";"28.6";"754.3";"754.5";"";"88";"Wind blowing from the south-southwest";"7";"";"";"40%.";" ";"";"";"";"31.5";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2000-2500";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"20.0";"26.4";"";"";"";"";"";"";
"03.10.2016 08:30";"30.0";"757.7";"757.9";"";"73";"Wind blowing from the west-northwest";"1";"";"";"40%.";" ";"";"";"24.7";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2000-2500";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"20.0";"24.6";"";"";"";"";"";"";
"02.10.2016 17:30";"28.2";"754.4";"754.6";"";"87";"Wind blowing from the south-southwest";"7";"";"";"70 – 80%.";" ";"";"";"";"33.1";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"60%.";"2000-2500";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"20.0";"25.9";"";"";"";"";"";"";
"02.10.2016 08:30";"30.8";"757.7";"757.9";"";"61";"Wind blowing from the west-northwest";"4";"";"";"50%.";" ";"";"";"25.3";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2000-2500";"Altostratus translucidus.";"Cirrostratus covering the whole sky.";"20.0";"22.3";"";"";"";"";"";"";
"01.10.2016 17:30";"29.0";"753.6";"753.8";"";"88";"Wind blowing from the south-southeast";"4";"";"";"60%.";" ";"";"";"";"34.6";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2000-2500";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"20.0";"26.8";"";"";"";"";"";"";
"01.10.2016 08:30";"31.0";"755.8";"756.1";"";"62";"Wind blowing from the west-northwest";"3";"";"";"50%.";" ";"";"";"26.9";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2000-2500";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"20.0";"22.9";"";"";"";"";"";"";
"30.09.2016 17:30";"33.2";"752.8";"753.1";"";"55";"Wind blowing from the west-northwest";"7";"";"";"100%.";" ";"";"";"";"35.5";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"100%.";"2000-2500";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"";"20.0";"23.1";"";"";"";"";"";"";
"30.09.2016 08:30";"30.6";"755.4";"755.6";"";"69";"Wind blowing from the west-northwest";"3";"";"";"90  or more, but not 100%";" ";"";"";"27.6";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"90  or more, but not 100%";"2000-2500";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"20.0";"24.3";"";"";"";"";"";"";
"29.09.2016 17:30";"33.4";"752.6";"752.8";"";"55";"Wind blowing from the west-northwest";"5";"";"";"90  or more, but not 100%";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"90  or more, but not 100%";"2000-2500";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"20.0";"23.3";"";"";"";"";"";"";
"29.09.2016 08:30";"32.4";"755.5";"755.8";"";"67";"Wind blowing from the west-northwest";"4";"";"";"40%.";" ";"";"";"27.5";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2000-2500";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"20.0";"25.4";"";"";"";"";"";"";
"28.09.2016 17:30";"29.6";"752.8";"753.1";"";"90";"Wind blowing from the south-southeast";"3";"";"";"40%.";" ";"";"";"";"32.9";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"10%  or less, but not 0";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"20.0";"27.7";"";"";"";"";"";"";
"28.09.2016 08:30";"31.0";"756.4";"756.7";"";"76";"Wind blowing from the north-northwest";"2";"";"";"50%.";" ";"";"";"27.9";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2000-2500";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"20.0";"26.3";"";"";"";"";"";"";
"27.09.2016 17:30";"29.4";"753.7";"753.9";"";"92";"Wind blowing from the south-southeast";"3";"";"";"50%.";" ";"";"";"";"34.7";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"10%  or less, but not 0";"300-600";"Altocumulus of a chaotic sky, generally at several levels.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"20.0";"28.0";"";"";"";"";"";"";
