# Weather station Paramati, India, WMO_ID=43342,selection from 07.12.2015 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=43342&lang=en
#
"Local time in Paramati";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"20.10.2016 17:30";"32.0";"738.3";"753.3";"";"54";"Wind blowing from the south-west";"2";"";"";"no clouds";" ";"";"";"";"35.5";"";"";"";"";"";"10.0";"21.7";"";"";"";"";"";"";
"20.10.2016 08:30";"27.6";"740.8";"756.1";"";"81";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"25.5";"";"";"";"";"";"";"10.0";"24.1";"";"";"";"";"";"";
"19.10.2016 17:30";"34.4";"738.1";"753.0";"";"49";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"37.2";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"22.2";"";"";"";"";"";"";
"19.10.2016 08:30";"27.0";"741.9";"757.2";"";"87";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"25.5";"";"";"";"";"";"";"10.0";"24.7";"";"";"";"";"";"";
"18.10.2016 17:30";"34.4";"738.3";"753.1";"";"44";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"36.5";"";"";"";"";"";"10.0";"20.4";"";"";"";"";"";"";
"18.10.2016 08:30";"27.4";"742.3";"757.6";"";"84";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"25.0";"";"";"";"";"";"";"10.0";"24.5";"";"";"";"";"";"";
"17.10.2016 17:30";"33.2";"739.6";"754.6";"";"44";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"36.0";"";"";"";"";"";"10.0";"19.2";"";"";"";"";"";"";
"17.10.2016 08:30";"27.4";"742.7";"758.1";"";"84";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"24.5";"";"";"";"";"";"";"10.0";"24.5";"";"";"";"";"";"";
"16.10.2016 17:30";"33.0";"739.9";"754.9";"";"45";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"36.5";"";"";"";"";"";"10.0";"19.7";"";"";"";"";"";"";
"16.10.2016 08:30";"26.4";"743.6";"758.9";"";"89";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"24.2";"";"";"";"";"";"";"10.0";"24.4";"";"";"";"";"";"";
"15.10.2016 17:30";"33.2";"740.1";"755.1";"";"50";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"35.0";"";"";"";"";"";"10.0";"21.4";"";"";"";"";"";"";
"15.10.2016 08:30";"27.0";"742.7";"758.1";"";"84";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"24.5";"";"";"";"";"";"";"10.0";"24.1";"";"";"";"";"";"";
"14.10.2016 17:30";"30.0";"740.4";"755.5";"";"67";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"34.8";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"23.3";"";"";"";"";"";"";
"14.10.2016 08:30";"26.0";"742.6";"758.1";"";"86";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"23.0";"";"";"";"";"";"";"10.0";"23.4";"";"";"";"";"";"";
"13.10.2016 17:30";"26.0";"740.7";"756.1";"";"100";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"26.0";"";"";"";"";"";"";
"13.10.2016 08:30";"27.0";"742.9";"758.3";"";"87";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"24.5";"";"";"";"";"";"";"10.0";"24.7";"";"";"";"";"";"";
"12.10.2016 17:30";"35.4";"738.9";"753.7";"";"45";"Wind blowing from the south-west";"1";"";"";"100%.";" ";"";"";"";"37.5";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"21.7";"";"";"";"";"";"";
"12.10.2016 08:30";"27.0";"742.4";"757.7";"";"84";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"25.0";"";"";"";"";"";"";"10.0";"24.1";"";"";"";"";"";"";
"11.10.2016 17:30";"34.2";"739.0";"753.9";"";"47";"Wind blowing from the south-west";"2";"";"";"70 – 80%.";" ";"";"";"";"38.6";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"1000-1500";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"21.2";"";"";"";"";"";"";
"11.10.2016 08:30";"29.0";"743.3";"758.6";"";"71";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"24.5";"";"";"";"";"";"";"10.0";"23.2";"";"";"";"";"";"";
"10.10.2016 17:30";"34.0";"739.1";"754.1";"";"45";"Wind blowing from the south-west";"2";"";"";"70 – 80%.";" ";"";"";"";"37.6";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"1000-1500";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"20.6";"";"";"";"";"";"";
"10.10.2016 08:30";"27.0";"742.4";"757.7";"";"77";"Wind blowing from the south-west";"1";"";"";"40%.";" ";"";"";"24.5";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"22.6";"";"";"";"";"";"";
"09.10.2016 17:30";"33.2";"739.7";"754.7";"";"49";"Wind blowing from the south-west";"1";"";"";"70 – 80%.";" ";"";"";"";"38.2";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"1000-1500";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"21.1";"";"";"";"";"";"";
"09.10.2016 08:30";"29.4";"743.3";"758.5";"";"62";"Wind blowing from the south-west";"1";"";"";"40%.";" ";"";"";"25.0";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"21.4";"";"";"";"";"";"";
"08.10.2016 17:30";"33.2";"739.4";"754.4";"";"44";"Wind blowing from the south-west";"2";"";"";"100%.";" ";"";"";"";"38.5";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"19.2";"";"";"";"";"";"";
"08.10.2016 08:30";"26.4";"743.1";"758.5";"";"78";"Wind blowing from the south-west";"1";"";"";"40%.";" ";"";"";"24.2";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"22.2";"";"";"";"";"";"";
"07.10.2016 17:30";"36.2";"738.9";"753.7";"";"33";"Wind blowing from the south-west";"1";"";"";"70 – 80%.";" ";"";"";"";"38.5";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"1000-1500";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"17.4";"";"";"";"";"";"";
"07.10.2016 08:30";"27.2";"742.3";"757.6";"";"67";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"23.5";"";"";"";"";"";"";"10.0";"20.5";"";"";"";"";"";"";
"06.10.2016 17:30";"34.6";"738.9";"753.8";"";"36";"Wind blowing from the south-west";"1";"";"";"70 – 80%.";" ";"";"";"";"38.8";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"1000-1500";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"17.6";"";"";"";"";"";"";
"06.10.2016 08:30";"28.0";"742.6";"758.0";"";"70";"Wind blowing from the south-west";"1";"";"";"40%.";" ";"";"";"25.5";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"22.1";"";"";"";"";"";"";
"05.10.2016 17:30";"35.2";"738.8";"753.7";"";"38";"Wind blowing from the south-west";"1";"";"";"70 – 80%.";" ";"";"";"";"39.0";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"1000-1500";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"18.8";"";"";"";"";"";"";
"05.10.2016 08:30";"28.8";"743.7";"759.0";"";"67";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"25.5";"";"";"";"";"";"";"10.0";"22.0";"";"";"";"";"";"";
"04.10.2016 17:30";"34.4";"738.1";"752.9";"";"46";"Wind blowing from the south-west";"2";"";"";"70 – 80%.";" ";"";"";"";"38.0";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"40%.";"1000-1500";"Altocumulus cumulogenitus (or cumulonimbogenitus).";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"21.1";"";"";"";"";"";"";
"04.10.2016 08:30";"28.2";"742.9";"758.2";"";"69";"";"";"";"";"70 – 80%.";" ";"";"";"26.0";"";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"40%.";"1000-1500";"Altocumulus cumulogenitus (or cumulonimbogenitus).";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.0";"";"";"";"";"";"";
"03.10.2016 17:30";"35.2";"738.2";"753.0";"";"43";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"38.8";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"20.7";"";"";"";"";"";"";
"03.10.2016 08:30";"26.2";"742.6";"757.9";"";"76";"Wind blowing from the south-west";"1";"";"";"40%.";" ";"";"";"24.5";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"21.7";"";"";"";"";"";"";
"02.10.2016 08:30";"25.0";"742.4";"757.9";"";"76";"Wind blowing from the south-west";"1";"";"";"40%.";" ";"";"";"24.0";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"20.4";"";"";"";"";"";"";
"01.10.2016 17:30";"34.4";"737.8";"752.7";"";"34";"Wind blowing from the south-west";"2";"";"";"70 – 80%.";" ";"";"";"";"38.5";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"1000-1500";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"16.5";"";"";"";"";"";"";
"01.10.2016 08:30";"28.4";"741.6";"756.8";"";"68";"Wind blowing from the south-west";"1";"";"";"40%.";" ";"";"";"24.5";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"21.9";"";"";"";"";"";"";
"30.09.2016 17:30";"31.4";"738.1";"753.1";"";"59";"Wind blowing from the south-west";"2";"";"";"70 – 80%.";" ";"";"";"";"37.2";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"1000-1500";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.4";"";"";"";"";"";"";
"30.09.2016 08:30";"27.0";"740.2";"755.5";"";"72";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"25.5";"";"";"";"";"";"";"10.0";"21.6";"";"";"";"";"";"";
"29.09.2016 17:30";"29.2";"737.5";"752.5";"";"74";"Wind blowing from the south-west";"1";"";"";"100%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"24.0";"";"";"";"";"";"";
"29.09.2016 08:30";"29.0";"741.5";"756.7";"";"67";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"26.0";"";"";"";"";"";"";"10.0";"22.2";"";"";"";"";"";"";
"28.09.2016 17:30";"33.6";"737.7";"752.6";"";"49";"Wind blowing from the south-west";"1";"";"";"100%.";" ";"";"";"";"36.8";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"21.5";"";"";"";"";"";"";
"28.09.2016 08:30";"27.2";"741.6";"756.9";"";"83";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"26.0";"";"";"";"";"";"";"10.0";"24.0";"";"";"";"";"";"";
"27.09.2016 17:30";"34.4";"738.2";"753.1";"";"46";"Wind blowing from the south-west";"1";"";"";"70 – 80%.";" ";"";"";"";"36.0";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"40%.";"1000-1500";"Altocumulus cumulogenitus (or cumulonimbogenitus).";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"21.1";"";"";"";"";"";"";
"27.09.2016 08:30";"29.2";"741.9";"757.0";"";"74";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"26.0";"";"";"";"";"";"";"10.0";"24.0";"";"";"";"";"";"";
"26.09.2016 17:30";"33.4";"737.6";"752.5";"";"51";"Wind blowing from the south-west";"2";"";"";"70 – 80%.";" ";"";"";"";"37.0";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"1000-1500";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.0";"";"";"";"";"";"";
"26.09.2016 08:30";"29.6";"741.2";"756.4";"";"67";"Wind blowing from the south-west";"1";"";"";"40%.";" ";"";"";"25.5";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"22.9";"";"";"";"";"";"";
"25.09.2016 17:30";"32.2";"737.5";"752.4";"";"55";"Wind blowing from the south-west";"2";"";"";"70 – 80%.";" ";"";"";"";"37.5";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"1000-1500";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.1";"";"";"";"";"";"";
"25.09.2016 08:30";"29.0";"741.1";"756.2";"";"67";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"24.0";"";"";"";"";"";"";"10.0";"22.2";"";"";"";"";"";"";
"24.09.2016 17:30";"31.6";"737.5";"752.5";"";"60";"Wind blowing from the south-west";"2";"";"";"70 – 80%.";" ";"";"";"";"37.2";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"1000-1500";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.9";"";"";"";"";"";"";
"24.09.2016 08:30";"29.0";"740.3";"755.5";"";"71";"Wind blowing from the south-west";"1";"";"";"40%.";" ";"";"";"25.0";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"23.2";"";"";"";"";"";"";
"23.09.2016 17:30";"33.4";"738.1";"753.0";"";"51";"Wind blowing from the south-west";"2";"";"";"70 – 80%.";" ";"";"";"";"37.5";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"1000-1500";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.0";"";"";"";"";"";"";
"23.09.2016 08:30";"37.0";"740.8";"756.1";"";"43";"Wind blowing from the south-west";"1";"";"";"40%.";" ";"";"";"24.0";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"22.6";"";"";"";"";"";"";
"22.09.2016 17:30";"32.2";"739.0";"754.0";"";"56";"Wind blowing from the south-west";"2";"";"";"no clouds";" ";"";"";"";"37.0";"";"";"";"";"";"10.0";"22.3";"";"";"";"";"";"";
"22.09.2016 08:30";"29.2";"743.1";"758.3";"";"71";"Wind blowing from the south-west";"2";"";"";"40%.";" ";"";"";"25.0";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"23.4";"";"";"";"";"";"";
"21.09.2016 08:30";"26.6";"741.4";"756.7";"";"80";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"24.0";"";"";"";"";"";"";"10.0";"22.8";"";"";"";"";"";"";
"20.09.2016 17:30";"33.4";"740.1";"755.1";"";"53";"Wind blowing from the south-west";"2";"";"";"70 – 80%.";" ";"";"";"";"37.0";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"1000-1500";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.7";"";"";"";"";"";"";
"20.09.2016 08:30";"28.4";"742.3";"757.5";"";"69";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"24.0";"";"";"";"";"";"";"10.0";"22.2";"";"";"";"";"";"";
"19.09.2016 17:30";"32.0";"741.1";"756.1";"";"57";"Wind blowing from the south-west";"2";"";"";"70 – 80%.";" ";"";"";"";"37.0";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"1000-1500";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.4";"";"";"";"";"";"";
"19.09.2016 08:30";"27.4";"742.3";"757.6";"";"74";"Wind blowing from the south-west";"1";"";"";"40%.";" ";"";"";"23.0";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"22.4";"";"";"";"";"";"";
"18.09.2016 17:30";"31.4";"740.4";"755.5";"";"57";"Wind blowing from the south-west";"2";"";"";"70 – 80%.";" ";"";"";"";"37.8";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"1000-1500";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.0";"";"";"";"";"";"";
