# Weather station Udgir, India, WMO_ID=43076,selection from 03.08.2014 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=43076&lang=en
#
"Local time in Udgir";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"28.09.2016 08:30";"25.2";"698.5";"751.5";"";"77";"Wind blowing from the north-west";"6";"";"";"60%.";" ";"";"";"23.8";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"2500 or more, or no clouds.";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole, but the continuous veil does not reach 45 degrees above the horizon.";"10.0";"20.8";"";"";"";"";"";"";
"27.09.2016 17:30";"25.8";"697.1";"749.9";"";"73";"Wind blowing from the north";"2";"";"";"100%.";"Precipitation within sight, reaching the ground or the surface of the sea, near to, but not at the station. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"29.0";"Stratocumulus other than Stratocumulus cumulogenitus.";"100%.";"2000-2500";"";"";"10.0";"20.5";"";"";"";"";"";"";
"27.09.2016 08:30";"24.4";"703.4";"756.9";"";"94";"Wind blowing from the north-west";"2";"";"";"100%.";"Precipitation within sight, reaching the ground or the surface of the sea, near to, but not at the station. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"23.8";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"100%.";"2000-2500";"";"";"4.0";"23.3";"";"";"";"";"";"";
"26.09.2016 17:30";"27.4";"696.6";"749.1";"";"65";"Wind blowing from the north-west";"2";"";"";"100%.";" ";"";"";"";"29.4";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"2000-2500";"Altostratus opacus or Nimbostratus.";"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.";"10.0";"20.2";"";"";"";"";"";"";
"26.09.2016 08:30";"23.8";"697.7";"750.9";"";"91";"Wind blowing from the north-west";"3";"";"";"100%.";" ";"";"";"21.6";"";"Stratocumulus cumulogenitus.";"100%.";"2000-2500";"";"";"10.0";"22.3";"";"";"";"";"";"";
"25.09.2016 17:30";"24.6";"694.8";"747.7";"";"82";"Wind blowing from the west";"2";"";"";"100%.";" ";"";"";"";"27.4";"Stratocumulus other than Stratocumulus cumulogenitus.";"100%.";"2000-2500";"";"";"10.0";"21.4";"";"";"";"";"";"";
"25.09.2016 08:30";"23.4";"695.9";"749.1";"";"86";"Wind blowing from the north-west";"2";"";"";"100%.";" ";"";"";"21.6";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"100%.";"2000-2500";"";"";"4.0";"21.0";"";"";"";"";"";"";
"24.09.2016 17:30";"23.0";"693.7";"746.8";"";"93";"Wind blowing from the north-west";"2";"";"";"100%.";" ";"";"";"";"23.6";"Stratocumulus other than Stratocumulus cumulogenitus.";"100%.";"2000-2500";"";"";"4.0";"21.8";"";"";"";"";"";"";
"24.09.2016 08:30";"22.0";"695.4";"748.8";"";"96";"Wind blowing from the north-west";"3";"";"";"100%.";"Drizzle, not freezing, intermittent, slight at time of observation. ";"Drizzle.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"21.2";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"100%.";"2000-2500";"";"";"4.0";"21.4";"";"";"";"";"";"";
"23.09.2016 17:30";"22.4";"694.5";"747.7";"";"95";"Wind blowing from the west";"1";"";"";"100%.";"Drizzle, not freezing, intermittent, slight at time of observation. ";"Drizzle.";"Drizzle.";"";"26.2";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"100%.";"1500-2000";"";"";"4.0";"21.5";"";"";"";"";"";"";
"23.09.2016 08:30";"22.4";"696.4";"749.8";"";"98";"Wind blowing from the north-west";"5";"";"";"100%.";"Precipitation within sight, reaching the ground or the surface of the sea, near to, but not at the station. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"21.8";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"100%.";"2000-2500";"";"";"4.0";"22.1";"";"";"";"";"";"";
"22.09.2016 17:30";"24.2";"702.9";"756.4";"";"89";"Wind blowing from the north-west";"1";"";"";"100%.";"Drizzle, not freezing, intermittent, slight at time of observation. ";"Drizzle.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"29.0";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"100%.";"2000-2500";"";"";"10.0";"22.2";"";"";"";"";"";"";
"22.09.2016 08:30";"22.0";"697.9";"751.5";"";"98";"Wind blowing from the west";"1";"";"";"70 – 80%.";"Precipitation within sight, reaching the ground or the surface of the sea, near to, but not at the station. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"20.8";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"40%.";"2000-2500";"Altostratus opacus or Nimbostratus.";"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.";"4.0";"21.7";"";"";"";"";"";"";
"21.09.2016 17:30";"27.4";"696.7";"749.2";"";"77";"Wind blowing from the north-west";"1";"";"";"70 – 80%.";" ";"";"";"";"27.8";"Stratocumulus cumulogenitus.";"40%.";"2500 or more, or no clouds.";"Altostratus opacus or Nimbostratus.";"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.";"10.0";"23.1";"";"";"";"";"";"";
"21.09.2016 08:30";"23.2";"698.1";"751.5";"";"90";"Wind blowing from the west";"1";"";"";"100%.";"Precipitation within sight, reaching the ground or the surface of the sea, near to, but not at the station. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"22.2";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"100%.";"2000-2500";"";"";"4.0";"21.4";"";"";"";"";"";"";
"20.09.2016 08:30";"24.4";"698.2";"751.3";"";"84";"Wind blowing from the north-west";"2";"";"";"100%.";" ";"";"";"22.2";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"100%.";"2000-2500";"";"";"10.0";"21.5";"";"";"";"";"";"";
"19.09.2016 17:30";"24.8";"695.7";"748.6";"";"79";"Wind blowing from the west";"2";"";"";"100%.";" ";"";"";"";"28.2";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"70 – 80%.";"2000-2500";"Altostratus opacus or Nimbostratus.";"";"10.0";"21.0";"";"";"";"";"";"";
"19.09.2016 08:30";"23.2";"698.1";"751.5";"";"85";"Wind blowing from the west";"3";"";"";"100%.";" ";"";"";"21.6";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"100%.";"2000-2500";"";"";"4.0";"20.5";"";"";"";"";"";"";
"18.09.2016 17:30";"27.6";"697.1";"749.6";"";"69";"Wind blowing from the west";"2";"";"";"70 – 80%.";" ";"";"";"";"28.4";"Stratocumulus cumulogenitus.";"50%.";"2500 or more, or no clouds.";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"21.5";"";"";"";"";"";"";
"18.09.2016 08:30";"23.4";"697.8";"751.1";"";"83";"Wind blowing from the west";"5";"";"";"50%.";" ";"";"";"21.6";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.";"10.0";"20.4";"";"";"";"";"";"";
"17.09.2016 17:30";"25.4";"702.3";"755.6";"";"86";"Wind blowing from the west";"1";"";"";"100%.";" ";"";"";"";"27.2";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"100%.";"2000-2500";"";"";"4.0";"22.8";"";"";"";"";"";"";
"17.09.2016 08:30";"23.8";"696.1";"749.2";"";"96";"Wind blowing from the south-west";"2";"";"";"90  or more, but not 100%";"Clouds generally forming or developing. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"22.8";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"50%.";"2000-2500";"Altostratus opacus or Nimbostratus.";"";"10.0";"23.2";"";"";"";"";"";"";
"16.09.2016 17:30";"23.8";"694.6";"747.6";"";"93";"Wind blowing from the south-west";"1";"";"";"100%.";"Shower(s) of rain. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"100%.";"2000-2500";"";"";"4.0";"22.6";"";"";"";"";"";"";
"16.09.2016 08:30";"23.2";"697.1";"750.4";"";"93";"Wind blowing from the north";"2";"";"";"100%.";"Precipitation within sight, reaching the ground or the surface of the sea, near to, but not at the station. ";"Drizzle.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"22.4";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"100%.";"2000-2500";"";"";"4.0";"22.0";"";"";"";"";"";"";
"15.09.2016 17:30";"22.4";"694.8";"748.1";"";"96";"Wind blowing from the north-west";"1";"";"";"100%.";"Rain (not freezing) not falling as shower(s). ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"100%.";"2000-2500";"";"";"4.0";"21.8";"";"";"";"";"";"";
"15.09.2016 08:30";"22.6";"697.0";"750.4";"";"99";"Wind blowing from the north-west";"1";"";"";"100%.";"Shower(s) of rain. ";"Drizzle.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"22.4";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"100%.";"2000-2500";"";"";"10.0";"22.5";"";"";"";"";"";"";
"14.09.2016 17:30";"24.6";"696.0";"748.9";"";"87";"Wind blowing from the north-west";"1";"";"";"100%.";"Drizzle (not freezing) or snow grains not falling as shower(s). ";"Drizzle.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"27.0";"Stratocumulus other than Stratocumulus cumulogenitus.";"100%.";"2000-2500";"";"";"4.0";"22.3";"";"";"";"";"";"";
"14.09.2016 08:30";"21.6";"697.5";"751.1";"";"93";"Wind blowing from the north-west";"1";"";"";"100%.";"Drizzle (not freezing) or snow grains not falling as shower(s). ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"21.0";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"100%.";"2000-2500";"";"";"4.0";"20.4";"";"";"";"";"";"";
"13.09.2016 08:30";"23.0";"698.5";"751.9";"";"88";"Wind blowing from the west";"2";"";"";"100%.";" ";"";"";"21.2";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"100%.";"2000-2500";"";"";"4.0";"20.9";"";"";"";"";"";"";
"12.09.2016 08:30";"24.6";"698.4";"751.5";"";"75";"Wind blowing from the west";"2";"";"";"100%.";" ";"";"";"23.4";"";"Stratocumulus cumulogenitus.";"100%.";"2000-2500";"";"";"4.0";"19.8";"";"";"";"";"";"";
"11.09.2016 17:30";"26.2";"696.9";"749.6";"";"70";"Wind blowing from the south-west";"1";"";"";"100%.";" ";"";"";"";"28.4";"Stratocumulus cumulogenitus.";"100%.";"2000-2500";"";"";"4.0";"20.3";"";"";"";"";"";"";
"11.09.2016 08:30";"23.4";"698.8";"752.2";"";"74";"Wind blowing from the west";"3";"";"";"100%.";" ";"";"";"23.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"100%.";"2000-2500";"";"";"4.0";"18.5";"";"";"";"";"";"";
"10.09.2016 17:30";"26.4";"697.9";"750.7";"";"73";"Wind blowing from the west";"1";"";"";"100%.";" ";"";"";"";"27.8";"Stratocumulus other than Stratocumulus cumulogenitus.";"100%.";"2000-2500";"";"";"4.0";"21.1";"";"";"";"";"";"";
"10.09.2016 08:30";"27.2";"699.2";"751.9";"";"68";"Wind blowing from the north-west";"3";"";"";"90  or more, but not 100%";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"2000-2500";"Altostratus opacus or Nimbostratus.";"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.";"10.0";"20.8";"";"";"";"";"";"";
"09.09.2016 08:30";"24.8";"699.3";"752.5";"";"71";"Wind blowing from the north-west";"2";"";"";"70 – 80%.";" ";"";"";"22.8";"";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"40%.";"2000-2500";"Altostratus opacus or Nimbostratus.";"Cirrostratus covering the whole sky.";"10.0";"19.1";"";"";"";"";"";"";
"08.09.2016 17:30";"28.4";"699.0";"751.5";"";"59";"Wind blowing from the west";"2";"";"";"60%.";" ";"";"";"";"29.8";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altostratus opacus or Nimbostratus.";"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.";"10.0";"19.5";"";"";"";"";"";"";
"08.09.2016 08:30";"24.0";"699.7";"753.0";"";"73";"Wind blowing from the west";"3";"";"";"40%.";" ";"";"";"21.4";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrostratus covering the whole sky.";"10.0";"18.9";"";"";"";"";"";"";
"07.09.2016 17:30";"28.2";"698.5";"751.0";"";"57";"Wind blowing from the north-west";"1";"";"";"40%.";" ";"";"";"";"29.4";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrostratus covering the whole sky.";"10.0";"18.9";"";"";"";"";"";"";
"07.09.2016 08:30";"23.2";"699.9";"753.4";"";"77";"Wind blowing from the west";"3";"";"";"40%.";" ";"";"";"21.2";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.";"10.0";"19.0";"";"";"";"";"";"";
"06.09.2016 17:30";"27.4";"698.7";"751.3";"";"55";"Wind blowing from the north-west";"1";"";"";"40%.";" ";"";"";"";"28.6";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole, but the continuous veil does not reach 45 degrees above the horizon.";"10.0";"17.6";"";"";"";"";"";"";
"06.09.2016 08:30";"23.0";"700.1";"753.7";"";"77";"Wind blowing from the west";"1";"";"";"40%.";" ";"";"";"20.8";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.";"10.0";"18.7";"";"";"";"";"";"";
"05.09.2016 17:30";"26.8";"699.1";"751.9";"";"66";"Wind blowing from the south-west";"1";"";"";"40%.";" ";"";"";"";"28.4";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.";"10.0";"20.0";"";"";"";"";"";"";
"05.09.2016 08:30";"24.4";"699.9";"753.2";"";"69";"Wind blowing from the south-west";"1";"";"";"40%.";" ";"";"";"21.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.";"10.0";"18.3";"";"";"";"";"";"";
"04.09.2016 17:30";"26.6";"699.1";"751.9";"";"70";"Wind blowing from the west";"1";"";"";"70 – 80%.";" ";"";"";"";"27.4";"Stratocumulus cumulogenitus.";"20–30%.";"2000-2500";"Altostratus opacus or Nimbostratus.";"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.";"10.0";"20.7";"";"";"";"";"";"";
"04.09.2016 08:30";"24.8";"699.4";"752.6";"";"72";"Wind blowing from the north-west";"1";"";"";"100%.";" ";"";"";"22.6";"";"Stratocumulus cumulogenitus.";"40%.";"2000-2500";"Altostratus opacus or Nimbostratus.";"";"10.0";"19.5";"";"";"";"";"";"";
"03.09.2016 17:30";"28.0";"697.4";"749.8";"";"67";"Wind blowing from the west";"1";"";"";"50%.";" ";"";"";"";"28.6";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altostratus opacus or Nimbostratus.";"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.";"10.0";"21.3";"";"";"";"";"";"";
"03.09.2016 08:30";"24.2";"698.3";"751.5";"";"79";"Wind blowing from the west";"2";"";"";"40%.";" ";"";"";"22.4";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.";"10.0";"20.3";"";"";"";"";"";"";
"02.09.2016 17:30";"28.0";"696.8";"749.2";"";"67";"Calm, no wind";"0";"";"";"90  or more, but not 100%";" ";"";"";"";"30.2";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"20–30%.";"2000-2500";"Altocumulus of a chaotic sky, generally at several levels.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.";"10.0";"21.3";"";"";"";"";"";"";
"02.09.2016 08:30";"24.0";"698.3";"751.5";"";"85";"Wind blowing from the south-west";"4";"";"";"50%.";" ";"";"";"22.6";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.";"10.0";"21.4";"";"";"";"";"";"";
"01.09.2016 17:30";"26.0";"696.5";"749.2";"";"87";"Wind blowing from the north-west";"1";"";"";"100%.";" ";"";"";"";"28.6";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"2000-2500";"Altostratus opacus or Nimbostratus.";"";"4.0";"23.6";"";"";"";"";"";"";
"31.08.2016 17:30";"26.2";"696.2";"748.9";"";"82";"Wind blowing from the west";"5";"";"";"100%.";" ";"";"";"";"26.6";"Stratocumulus cumulogenitus.";"50%.";"2000-2500";"Altostratus opacus or Nimbostratus.";"";"4.0";"22.8";"";"";"";"";"";"";
