# Weather station Wardha, India, WMO_ID=42939,selection from 07.12.2015 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42939&lang=en
#
"Local time in Wardha";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"11.01.2017 08:30";"12.2";"736.4";"761.9";"";"81";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"11.0";"";"";"";"";"";"";"4.0";"9.0";"";"";"";"";"";"";
"10.01.2017 17:30";"26.0";"734.3";"758.5";"";"32";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"29.0";"";"";"";"";"";"4.0";"8.2";"";"";"";"";"";"";
"10.01.2017 08:30";"16.0";"734.8";"759.9";"";"90";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"15.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"14.3";"";"";"";"";"";"";
"09.01.2017 20:30";"28.2";"732.5";"756.5";"0.0";"50";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"30.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"16.7";"";"";"";"";"";"";
"09.01.2017 17:30";"28.2";"732.5";"756.5";"";"50";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"30.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"16.7";"";"";"";"";"";"";
"09.01.2017 08:30";"16.2";"734.1";"759.1";"";"91";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"15.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"14.8";"";"";"";"";"";"";
"08.01.2017 17:30";"29.0";"732.0";"755.9";"";"42";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"30.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"14.9";"";"";"";"";"";"";
"08.01.2017 11:30";"14.6";"734.5";"759.7";"0.0";"78";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"13.5";"";"";"";"";"";"";"4.0";"10.8";"";"";"";"";"";"";
"08.01.2017 08:30";"14.6";"734.5";"759.7";"";"78";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"13.5";"";"";"";"";"";"";"4.0";"10.8";"";"";"";"";"";"";
"07.01.2017 17:30";"29.6";"731.5";"755.3";"";"28";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.2";"";"";"";"";"";"4.0";"9.2";"";"";"";"";"";"";
"07.01.2017 08:30";"13.8";"734.4";"759.7";"";"69";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"11.6";"";"";"";"";"";"";"4.0";"8.2";"";"";"";"";"";"";
"06.01.2017 17:30";"28.4";"734.6";"758.6";"";"29";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"30.5";"";"";"";"";"";"4.0";"8.9";"";"";"";"";"";"";
"06.01.2017 08:30";"13.0";"736.1";"761.5";"";"78";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"11.0";"";"";"";"";"";"";"4.0";"9.2";"";"";"";"";"";"";
"05.01.2017 17:30";"27.4";"734.8";"758.9";"";"32";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"29.0";"";"";"";"";"";"4.0";"9.4";"";"";"";"";"";"";
"05.01.2017 08:30";"12.5";"736.8";"762.3";"";"90";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"11.0";"";"";"";"";"";"";"4.0";"10.9";"";"";"";"";"";"";
"04.01.2017 17:30";"26.0";"735.7";"759.9";"";"58";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"27.8";"";"";"";"";"";"4.0";"17.0";"";"";"";"";"";"";
"04.01.2017 08:30";"12.8";"737.8";"763.3";"";"84";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"10.0";"";"";"";"";"";"";"4.0";"10.1";"";"";"";"";"";"";
"03.01.2017 17:30";"25.7";"736.9";"761.2";"";"60";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"27.0";"";"";"";"";"";"4.0";"17.3";"";"";"";"";"";"";
"03.01.2017 08:30";"13.5";"738.1";"763.5";"";"95";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"10.6";"";"";"";"";"";"";"4.0";"12.7";"";"";"";"";"";"";
"02.01.2017 17:30";"29.1";"735.3";"759.3";"";"49";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.0";"";"";"";"";"";"4.0";"17.3";"";"";"";"";"";"";
"02.01.2017 08:30";"15.0";"736.3";"761.5";"";"89";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"13.4";"";"";"";"";"";"";"4.0";"13.2";"";"";"";"";"";"";
"01.01.2017 17:30";"29.9";"734.9";"758.8";"";"53";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.9";"";"";"";"";"";"4.0";"19.4";"";"";"";"";"";"";
"01.01.2017 08:30";"14.5";"736.5";"761.8";"";"88";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"13.0";"";"";"";"";"";"";"4.0";"12.6";"";"";"";"";"";"";
"31.12.2016 17:30";"29.9";"734.9";"758.8";"";"53";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.9";"";"";"";"";"";"4.0";"19.4";"";"";"";"";"";"";
"31.12.2016 08:30";"14.0";"737.1";"762.4";"";"89";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"12.0";"";"";"";"";"";"";"4.0";"12.2";"";"";"";"";"";"";
"30.12.2016 17:30";"29.7";"735.9";"759.9";"";"54";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.9";"";"";"";"";"";"4.0";"19.5";"";"";"";"";"";"";
"30.12.2016 08:30";"13.9";"738.1";"763.5";"";"88";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"12.0";"";"";"";"";"";"";"2.0";"11.9";"";"";"";"";"";"";
"29.12.2016 17:30";"28.0";"734.4";"758.4";"";"57";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"30.0";"";"";"";"";"";"4.0";"18.7";"";"";"";"";"";"";
"29.12.2016 08:30";"12.5";"738.6";"764.1";"";"88";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"10.9";"";"";"";"";"";"";"4.0";"10.5";"";"";"";"";"";"";
"28.12.2016 17:30";"26.4";"735.8";"760.0";"";"57";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"28.0";"";"";"";"";"";"4.0";"17.1";"";"";"";"";"";"";
"28.12.2016 08:30";"12.3";"737.8";"763.3";"";"85";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"10.5";"";"";"";"";"";"";"2.0";"9.9";"";"";"";"";"";"";
"27.12.2016 17:30";"25.5";"735.8";"760.1";"";"54";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"27.4";"";"";"";"";"";"4.0";"15.5";"";"";"";"";"";"";
"27.12.2016 08:30";"11.7";"737.5";"763.0";"";"73";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"9.5";"";"";"";"";"";"";"4.0";"7.0";"";"";"";"";"";"";
"26.12.2016 17:30";"27.5";"736.3";"760.4";"";"50";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"30.0";"";"";"";"";"";"4.0";"16.1";"";"";"";"";"";"";
"26.12.2016 08:30";"16.6";"737.0";"762.1";"";"56";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"13.0";"";"";"";"";"";"";"4.0";"7.6";"";"";"";"";"";"";
"25.12.2016 17:30";"28.0";"734.5";"758.5";"";"56";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.2";"";"";"";"";"";"4.0";"18.3";"";"";"";"";"";"";
"25.12.2016 08:30";"11.7";"735.6";"761.1";"";"87";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"10.2";"";"";"";"";"";"";"4.0";"9.6";"";"";"";"";"";"";
"24.12.2016 17:30";"28.5";"732.8";"756.8";"";"51";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.2";"";"";"";"";"";"4.0";"17.3";"";"";"";"";"";"";
"24.12.2016 08:30";"12.0";"735.1";"760.5";"";"81";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"10.0";"";"";"";"";"";"";"4.0";"8.8";"";"";"";"";"";"";
"23.12.2016 17:30";"30.0";"734.8";"758.7";"";"47";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.5";"";"";"";"";"";"4.0";"17.4";"";"";"";"";"";"";
"23.12.2016 08:30";"12.0";"736.3";"761.8";"";"81";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"11.4";"";"";"";"";"";"";"4.0";"8.8";"";"";"";"";"";"";
"22.12.2016 17:30";"29.5";"735.6";"759.6";"";"49";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"31.5";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"17.8";"";"";"";"";"";"";
"22.12.2016 08:30";"13.2";"737.5";"762.9";"";"75";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"10.5";"";"";"";"";"";"";"4.0";"8.9";"";"";"";"";"";"";
"21.12.2016 17:30";"28.5";"737.0";"761.1";"";"51";"Wind blowing from the west-southwest";"1";"";"";"20–30%.";" ";"";"";"";"32.1";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"17.3";"";"";"";"";"";"";
"21.12.2016 08:30";"12.2";"738.2";"763.7";"";"81";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"10.0";"";"";"";"";"";"";"4.0";"9.0";"";"";"";"";"";"";
"20.12.2016 17:30";"27.6";"736.4";"760.5";"";"53";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"30.0";"";"";"";"";"";"4.0";"17.1";"";"";"";"";"";"";
"20.12.2016 08:30";"10.6";"736.7";"762.3";"";"85";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"9.5";"";"";"";"";"";"";"4.0";"8.1";"";"";"";"";"";"";
"19.12.2016 17:30";"26.5";"736.5";"760.7";"";"51";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"";"28.9";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"15.6";"";"";"";"";"";"";
"19.12.2016 08:30";"12.4";"738.2";"763.7";"";"79";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"10.4";"";"";"";"";"";"";"4.0";"8.8";"";"";"";"";"";"";
"18.12.2016 17:30";"26.0";"737.7";"762.0";"";"51";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"28.0";"";"";"";"";"";"4.0";"15.1";"";"";"";"";"";"";
"18.12.2016 08:30";"13.6";"737.9";"763.3";"";"84";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"11.5";"";"";"";"";"";"";"4.0";"11.0";"";"";"";"";"";"";
"17.12.2016 17:30";"28.6";"736.1";"760.1";"";"50";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"30.1";"";"";"";"";"";"4.0";"17.2";"";"";"";"";"";"";
"17.12.2016 08:30";"15.0";"738.4";"763.7";"";"79";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"12.5";"";"";"";"";"";"";"4.0";"11.3";"";"";"";"";"";"";
"16.12.2016 17:30";"28.0";"737.1";"761.2";"";"49";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"30.0";"";"";"";"";"";"4.0";"16.4";"";"";"";"";"";"";
"16.12.2016 08:30";"15.0";"737.9";"763.2";"";"82";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"13.4";"";"";"";"";"";"";"4.0";"11.9";"";"";"";"";"";"";
"15.12.2016 17:30";"27.9";"736.2";"760.3";"";"54";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"30.2";"";"";"";"";"";"4.0";"17.7";"";"";"";"";"";"";
"15.12.2016 08:30";"16.6";"737.5";"762.6";"";"68";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"13.0";"";"";"";"";"";"";"4.0";"10.6";"";"";"";"";"";"";
"14.12.2016 17:30";"27.4";"735.9";"760.0";"";"55";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"28.1";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"17.6";"";"";"";"";"";"";
"14.12.2016 08:30";"18.0";"736.5";"761.5";"";"66";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"15.4";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"11.4";"";"";"";"";"";"";
"13.12.2016 17:30";"28.4";"734.2";"758.2";"";"51";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"";"31.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"17.3";"";"";"";"";"";"";
"13.12.2016 08:30";"18.0";"735.3";"760.2";"";"62";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"14.8";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"10.6";"";"";"";"";"";"";
"12.12.2016 17:30";"28.5";"733.6";"757.6";"";"51";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"32.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"17.3";"";"";"";"";"";"";
"12.12.2016 08:30";"17.0";"735.0";"760.0";"";"70";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"14.0";"";"";"";"";"";"";"4.0";"11.5";"";"";"";"";"";"";
"11.12.2016 17:30";"29.0";"733.4";"757.3";"";"48";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"31.5";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"16.9";"";"";"";"";"";"";
"11.12.2016 08:30";"15.6";"735.0";"760.1";"";"73";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"13.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"10.7";"";"";"";"";"";"";
"10.12.2016 17:30";"26.5";"733.5";"757.6";"";"53";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"29.5";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"16.0";"";"";"";"";"";"";
"10.12.2016 08:30";"13.4";"735.4";"760.7";"";"73";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"10.0";"";"";"";"";"";"";"4.0";"8.6";"";"";"";"";"";"";
"09.12.2016 17:30";"27.4";"733.0";"757.0";"";"44";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"30.0";"";"";"";"";"";"4.0";"14.0";"";"";"";"";"";"";
"09.12.2016 08:30";"11.4";"735.8";"761.3";"";"88";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"9.5";"";"";"";"";"";"";"4.0";"9.4";"";"";"";"";"";"";
"08.12.2016 17:30";"29.1";"735.3";"759.3";"";"47";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.2";"";"";"";"";"";"4.0";"16.5";"";"";"";"";"";"";
"08.12.2016 08:30";"14.0";"736.5";"761.8";"";"82";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"12.5";"";"";"";"";"";"";"4.0";"11.0";"";"";"";"";"";"";
"07.12.2016 17:30";"27.6";"736.8";"761.0";"";"48";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"30.0";"";"";"";"";"";"4.0";"15.5";"";"";"";"";"";"";
"07.12.2016 08:30";"16.0";"737.8";"763.0";"";"73";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"12.5";"";"";"";"";"";"";"4.0";"11.2";"";"";"";"";"";"";
"06.12.2016 17:30";"27.1";"736.1";"760.3";"";"56";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"29.0";"";"";"";"";"";"4.0";"17.5";"";"";"";"";"";"";
"06.12.2016 08:30";"16.0";"737.8";"763.0";"";"75";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"13.0";"";"";"";"";"";"";"4.0";"11.6";"";"";"";"";"";"";
"05.12.2016 17:30";"28.1";"736.1";"760.2";"";"53";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"";"30.1";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"17.6";"";"";"";"";"";"";
"05.12.2016 08:30";"16.6";"738.5";"763.6";"";"77";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"14.6";"";"";"";"";"";"";"4.0";"12.6";"";"";"";"";"";"";
"04.12.2016 17:30";"28.5";"737.1";"761.2";"";"60";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"30.7";"";"";"";"";"";"4.0";"19.9";"";"";"";"";"";"";
"04.12.2016 08:30";"18.4";"739.1";"764.1";"";"83";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"16.4";"";"";"";"";"";"";"4.0";"15.4";"";"";"";"";"";"";
"03.12.2016 17:30";"27.5";"737.0";"761.2";"";"63";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"30.5";"";"";"";"";"";"4.0";"19.7";"";"";"";"";"";"";
"03.12.2016 08:30";"16.6";"738.2";"763.3";"";"79";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"15.0";"";"";"";"";"";"";"4.0";"13.0";"";"";"";"";"";"";
"02.12.2016 17:30";"28.1";"735.3";"759.4";"";"55";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"";"30.8";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"18.3";"";"";"";"";"";"";
"02.12.2016 08:30";"15.2";"737.6";"762.8";"";"87";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"14.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"13.0";"";"";"";"";"";"";
"01.12.2016 17:30";"28.0";"736.5";"760.6";"";"47";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"30.5";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.";"4.0";"15.7";"";"";"";"";"";"";
"01.12.2016 08:30";"17.2";"737.1";"762.1";"";"80";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"14.4";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"13.7";"";"";"";"";"";"";
"30.11.2016 17:30";"30.0";"735.7";"759.6";"";"44";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"32.5";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"16.6";"";"";"";"";"";"";
"30.11.2016 08:30";"16.6";"737.4";"762.5";"";"82";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"13.5";"";"";"";"";"";"";"4.0";"13.4";"";"";"";"";"";"";
"29.11.2016 17:30";"30.0";"735.4";"759.3";"";"44";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"";"32.5";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"16.6";"";"";"";"";"";"";
"29.11.2016 08:30";"15.4";"736.5";"761.7";"";"85";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"13.2";"";"";"";"";"";"";"4.0";"12.9";"";"";"";"";"";"";
"28.11.2016 17:30";"29.5";"734.2";"758.1";"";"41";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"33.0";"";"";"";"";"";"4.0";"15.0";"";"";"";"";"";"";
"28.11.2016 08:30";"15.6";"736.3";"761.5";"";"81";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"13.5";"";"";"";"";"";"";"4.0";"12.3";"";"";"";"";"";"";
"27.11.2016 17:30";"30.6";"734.4";"758.2";"";"41";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"34.5";"";"";"";"";"";"4.0";"15.8";"";"";"";"";"";"";
"27.11.2016 08:30";"16.0";"736.6";"761.7";"";"79";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"14.0";"";"";"";"";"";"";"4.0";"12.4";"";"";"";"";"";"";
"26.11.2016 17:30";"30.5";"734.8";"758.7";"";"37";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"33.5";"";"";"";"";"";"4.0";"14.3";"";"";"";"";"";"";
"26.11.2016 08:30";"16.0";"736.3";"761.4";"";"73";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"12.5";"";"";"";"";"";"";"4.0";"11.2";"";"";"";"";"";"";
"25.11.2016 17:30";"28.6";"733.6";"757.6";"";"36";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.5";"";"";"";"";"";"4.0";"12.2";"";"";"";"";"";"";
"25.11.2016 08:30";"15.6";"736.6";"761.8";"";"73";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"12.5";"";"";"";"";"";"";"4.0";"10.7";"";"";"";"";"";"";
"24.11.2016 17:30";"28.5";"734.8";"758.8";"";"39";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.5";"";"";"";"";"";"4.0";"13.2";"";"";"";"";"";"";
"24.11.2016 08:30";"17.0";"736.5";"761.5";"";"78";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"13.5";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"13.2";"";"";"";"";"";"";
"23.11.2016 17:30";"29.1";"734.5";"758.5";"";"40";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.0";"";"";"";"";"";"4.0";"14.1";"";"";"";"";"";"";
"23.11.2016 08:30";"16.0";"735.0";"760.1";"";"83";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"13.4";"";"";"";"";"";"";"4.0";"13.1";"";"";"";"";"";"";
"22.11.2016 17:30";"29.3";"735.1";"759.1";"";"39";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"";"32.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"13.9";"";"";"";"";"";"";
"22.11.2016 08:30";"16.4";"735.9";"761.0";"";"79";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"13.5";"";"";"";"";"";"";"4.0";"12.8";"";"";"";"";"";"";
"21.11.2016 17:30";"29.5";"735.2";"759.1";"";"37";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.1";"";"";"";"";"";"4.0";"13.3";"";"";"";"";"";"";
"21.11.2016 08:30";"15.4";"736.4";"761.6";"";"79";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"12.5";"";"";"";"";"";"";"4.0";"11.7";"";"";"";"";"";"";
"20.11.2016 17:30";"29.6";"734.0";"757.9";"";"29";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.2";"";"";"";"";"";"4.0";"9.8";"";"";"";"";"";"";
"20.11.2016 08:30";"16.0";"736.5";"761.6";"";"69";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"11.4";"";"";"";"";"";"";"4.0";"10.3";"";"";"";"";"";"";
