# Weather station Shillong, India, WMO_ID=42516,selection from 01.01.2012 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42516&lang=en
#
"Local time in Shillong";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"04.04.2017 14:30";"17.8";"629.0";"";"-1.8";"84";"Wind blowing from the west";"1";"";"";"90  or more, but not 100%";"Haze. ";"Thunderstorm(s) with or without precipitation.";"Rain.";"";"";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"40%.";"";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"15.0";"";"";"";"";"";"";
"04.04.2017 11:30";"18.6";"630.8";"";"-0.5";"79";"Wind blowing from the south-west";"1";"";"";"90  or more, but not 100%";"Haze. ";"Thunderstorm(s) with or without precipitation.";"Rain.";"";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"50%.";"100-200";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"14.8";"";"";"";"";"";"";
"04.04.2017 08:30";"10.6";"631.3";"";"2.7";"93";"Wind blowing from the south-west";"3";"";"";"100%.";"Thunderstorm, slight or moderate, without hail, but with rain and/or snow at time of observation. ";"Thunderstorm(s) with or without precipitation.";"Rain.";"8.7";"";"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.";"60%.";"200-300";"Altostratus opacus or Nimbostratus.";"";"4.0";"9.5";"";"";"";"";"";"";
"04.04.2017 05:30";"11.8";"628.6";"";"";"96";"Calm, no wind";"0";"";"";"90  or more, but not 100%";"Thunderstorm, but no precipitation at the time of observation. ";"Thunderstorm(s) with or without precipitation.";"Rain.";"";"";"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.";"50%.";"200-300";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"11.1";"";"";"";"";"";"";
"03.04.2017 20:30";"15.2";"629.1";"";"0.5";"84";"Wind blowing from the south-west";"5";"";"";"90  or more, but not 100%";"Lightning visible, no thunder heard. ";"Thunderstorm(s) with or without precipitation.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.";"50%.";"200-300";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"12.5";"";"";"";"";"";"";
"03.04.2017 17:30";"14.0";"628.6";"";"-0.1";"80";"Wind blowing from the south-west";"3";"28";"";"90  or more, but not 100%";"Thunderstorm, but no precipitation at the time of observation. ";"Thunderstorm(s) with or without precipitation.";"Rain.";"";"14.4";"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.";"50%.";"100-200";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"0.2";"10.5";"";"";"";"";"";"";
"03.04.2017 14:30";"13.0";"628.7";"";"-2.0";"95";"Calm, no wind";"0";"";"";"90  or more, but not 100%";"Thunderstorm, slight or moderate, without hail, but with rain and/or snow at time of observation. ";"Thunderstorm(s) with or without precipitation.";"Rain.";"";"";"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.";"60%.";"100-200";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"12.2";"";"";"";"";"";"";
"03.04.2017 11:30";"12.2";"630.7";"";"0.0";"87";"Calm, no wind";"0";"";"";"100%.";"Thunderstorm (with or without precipitation). ";"Thunderstorm(s) with or without precipitation.";"Rain.";"";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"60%.";"100-200";"Altostratus opacus or Nimbostratus.";"";"10.0";"10.1";"";"";"";"";"";"";
"03.04.2017 08:30";"11.8";"630.7";"";"2.1";"96";"Wind blowing from the south-west";"2";"";"";"100%.";"Thunderstorm, slight or moderate, without hail, but with rain and/or snow at time of observation. ";"Thunderstorm(s) with or without precipitation.";"Rain.";"8.9";"";"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.";"60%.";"100-200";"Altostratus opacus or Nimbostratus.";"";"4.0";"11.1";"";"";"";"";"";"";
"03.04.2017 05:30";"15.6";"628.6";"";"";"88";"Wind blowing from the south-west";"2";"";"";"100%.";"Rain, not freezing, intermittent, moderate at time of observation. ";"Thunderstorm(s) with or without precipitation.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.";"50%.";"100-200";"Altostratus opacus or Nimbostratus.";"";"4.0";"13.6";"";"";"";"";"";"";
"02.04.2017 20:30";"17.2";"629.5";"";"2.9";"87";"Wind blowing from the south-west";"2";"";"";"90  or more, but not 100%";"Slight rain at time of observation. Thunderstorm during the preceding hour but not at time of observation. ";"Thunderstorm(s) with or without precipitation.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.";"50%.";"100-200";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"15.0";"";"";"";"";"";"";
"02.04.2017 17:30";"18.0";"626.6";"";"-0.7";"75";"Wind blowing from the south-west";"4";"";"";"70 – 80%.";"Haze. ";"Thunderstorm(s) with or without precipitation.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"23.0";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"200-300";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"13.5";"";"";"";"";"";"";
"02.04.2017 14:30";"21.8";"627.3";"";"-2.3";"65";"Wind blowing from the south-west";"5";"";"";"60%.";"Haze. ";"Thunderstorm(s) with or without precipitation.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"200-300";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"15.0";"";"";"";"";"";"";
"02.04.2017 11:30";"20.6";"629.6";"";"0.5";"74";"Wind blowing from the south-west";"4";"";"";"70 – 80%.";"Thunderstorm, but no precipitation at the time of observation. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"40%.";"200-300";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"15.7";"";"";"";"";"";"";
"02.04.2017 08:30";"16.8";"629.1";"";"0.9";"83";"Wind blowing from the south-southwest";"4";"";"";"90  or more, but not 100%";"Rain, not freezing, intermittent, slight at time of observation. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"50%.";"100-200";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"13.9";"";"";"";"";"";"";
"02.04.2017 05:30";"15.8";"628.2";"";"";"75";"Wind blowing from the south-southwest";"3";"";"";"70 – 80%.";"Haze. ";"Thunderstorm(s) with or without precipitation.";"Rain.";"";"";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"50%.";"100-200";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"11.4";"";"";"";"";"";"";
"01.04.2017 20:30";"16.2";"628.9";"";"1.3";"96";"Wind blowing from the west";"1";"";"";"60%.";"Lightning visible, no thunder heard. ";"Fog or ice fog or thick haze.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"40%.";"200-300";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"15.6";"";"";"";"";"";"";
"01.04.2017 17:30";"18.8";"627.6";"";"-0.6";"77";"Wind blowing from the west";"2";"";"";"60%.";"Haze. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"21.7";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"40%.";"200-300";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"14.7";"";"";"";"";"";"";
"01.04.2017 14:30";"20.4";"628.2";"";"-1.9";"78";"Wind blowing from the south-west";"2";"";"";"90  or more, but not 100%";"Haze. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"60%.";"100-200";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"16.4";"";"";"";"";"";"";
"01.04.2017 11:30";"20.0";"630.1";"";"-0.3";"78";"Calm, no wind";"0";"";"";"90  or more, but not 100%";"Rain, not freezing, intermittent, slight at time of observation. ";"Thunderstorm(s) with or without precipitation.";"Rain.";"";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"50%.";"50-100";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"16.0";"";"";"";"";"";"";
"01.04.2017 08:30";"16.2";"630.4";"";"0.9";"96";"Wind blowing from the south-west";"1";"";"";"100%.";"Rain, not freezing, intermittent, slight at time of observation. ";"Thunderstorm(s) with or without precipitation.";"Rain.";"";"";"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.";"40%.";"50-100";"Altostratus opacus or Nimbostratus.";"";"2.0";"15.6";"";"";"";"";"";"";
"01.04.2017 05:30";"16.0";"629.5";"";"";"98";"Calm, no wind";"0";"";"";"100%.";"Rain, not freezing, intermittent, slight at time of observation. ";"Thunderstorm(s) with or without precipitation.";"Rain.";"";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"50%.";"100-200";"Altostratus opacus or Nimbostratus.";"";"0.2";"15.7";"";"";"";"";"";"";
"31.03.2017 20:30";"16.8";"630.4";"";"0.5";"92";"Wind blowing from the south-west";"1";"";"";"70 – 80%.";"Lightning visible, no thunder heard. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"40%.";"200-300";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"15.5";"";"";"";"";"";"";
"31.03.2017 17:30";"16.6";"629.9";"";"-0.4";"96";"Wind blowing from the south-southwest";"1";"";"";"90  or more, but not 100%";"Haze. ";"Rain.";"Fog or ice fog or thick haze.";"";"17.7";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"40%.";"100-200";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"16.0";"";"";"";"";"";"";
"31.03.2017 14:30";"16.8";"630.3";"";"-1.3";"92";"Calm, no wind";"0";"";"";"100%.";"Rain, not freezing, intermittent, slight at time of observation. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"50%.";"";"Altostratus opacus or Nimbostratus.";"";"2.0";"15.5";"";"";"";"";"";"";
"31.03.2017 11:30";"17.4";"631.6";"";"-0.7";"87";"Calm, no wind";"0";"";"";"100%.";"Rain, not freezing, intermittent, slight at time of observation. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"70 – 80%.";"200-300";"Altostratus opacus or Nimbostratus.";"";"2.0";"15.2";"";"";"";"";"";"";
"31.03.2017 08:30";"17.2";"632.3";"";"1.3";"92";"Calm, no wind";"0";"";"";"100%.";"Rain, not freezing, intermittent, slight at time of observation. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"14.0";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"60%.";"100-200";"Altostratus opacus or Nimbostratus.";"";"2.0";"15.9";"";"";"";"";"";"";
"31.03.2017 05:30";"16.0";"631.0";"";"";"92";"Calm, no wind";"0";"";"";"70 – 80%.";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"300-600";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"14.7";"";"";"";"";"";"";
"30.03.2017 20:30";"17.6";"630.4";"";"1.9";"90";"Wind blowing from the north-west";"2";"";"";"90  or more, but not 100%";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"50%.";"100-200";"Altostratus opacus or Nimbostratus.";"";"2.0";"16.0";"";"";"";"";"";"";
"30.03.2017 17:30";"16.4";"628.5";"";"0.2";"96";"Wind blowing from the north-west";"1";"";"";"90  or more, but not 100%";"Rain (not freezing) not falling as shower(s). ";"Thunderstorm(s) with or without precipitation.";"Rain.";"";"19.2";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"60%.";"200-300";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"15.8";"";"";"";"";"";"";
"30.03.2017 14:30";"16.2";"628.3";"";"-1.2";"100";"Calm, no wind";"0";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"Thunderstorm(s) with or without precipitation.";"Rain.";"";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"60%.";"100-200";"Altostratus opacus or Nimbostratus.";"";"1.0";"16.2";"";"";"";"";"";"";
"30.03.2017 11:30";"16.8";"629.5";"";"-0.5";"92";"Calm, no wind";"0";"";"";"100%.";"Rain, not freezing, intermittent, slight at time of observation. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"50%.";"100-200";"Altostratus opacus or Nimbostratus.";"";"4.0";"15.5";"";"";"";"";"";"";
"30.03.2017 08:30";"18.8";"630.0";"";"1.6";"84";"Wind blowing from the south";"1";"";"";"90  or more, but not 100%";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"13.5";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"50%.";"";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"16.0";"";"";"";"";"";"";
"30.03.2017 05:30";"16.4";"628.4";"";"";"92";"Calm, no wind";"0";"";"";"90  or more, but not 100%";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"50%.";"100-200";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"15.1";"";"";"";"";"";"";
"29.03.2017 20:30";"16.0";"629.7";"";"1.2";"98";"Calm, no wind";"0";"";"";"90  or more, but not 100%";"Fog or ice fog, sky visible (has become thinner during the preceding hour). ";"Rain.";"Fog or ice fog or thick haze.";"";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"40%.";"100-200";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"0.2";"15.7";"";"";"";"";"";"";
"29.03.2017 17:30";"16.0";"628.5";"";"-0.6";"100";"Calm, no wind";"0";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"Rain.";"Fog or ice fog or thick haze.";"";"18.0";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"50%.";"100-200";"Altostratus opacus or Nimbostratus.";"";"0.2";"16.0";"";"";"";"";"";"";
"29.03.2017 14:30";"16.2";"629.1";"";"-1.6";"98";"Calm, no wind";"0";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"50%.";"100-200";"Altostratus opacus or Nimbostratus.";"";"1.0";"15.9";"";"";"";"";"";"";
"29.03.2017 11:30";"17.0";"630.7";"";"-0.3";"100";"Calm, no wind";"0";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"70 – 80%.";"100-200";"Altostratus opacus or Nimbostratus.";"";"1.0";"17.0";"";"";"";"";"";"";
"29.03.2017 08:30";"16.4";"631.0";"";"1.2";"94";"Calm, no wind";"0";"";"";"90  or more, but not 100%";"Rain, not freezing, continuous, slight at time of observation. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"50%.";"200-300";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"15.4";"";"";"";"";"";"";
