# Weather station Karvar, India, WMO_ID=43225,selection from 11.07.2013 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=43225&lang=en
#
"Local time in Karvar";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"08.02.2016 14:30";"31.8";"758.1";"758.5";"-2.1";"56";"Wind blowing from the west-northwest";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"22.1";"";"";"";"";"";"";
"08.02.2016 11:30";"29.0";"760.2";"760.6";"0.2";"68";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"22.5";"";"";"";"";"";"";
"08.02.2016 08:30";"22.4";"760.0";"760.4";"";"90";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"";"";"20.7";"";"";"";"";"";"";"4.0";"20.6";"";"";"";"";"";"";
"07.02.2016 17:30";"29.6";"759.1";"759.4";"";"61";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"32.8";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"21.2";"";"";"";"";"";"";
"07.02.2016 11:30";"29.2";"762.0";"762.4";"0.6";"58";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"20.1";"";"";"";"";"";"";
"07.02.2016 08:30";"22.6";"761.4";"761.8";"";"87";"Calm, no wind";"0";"";"";"20–30%.";"Haze. ";"";"";"21.1";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"20.4";"";"";"";"";"";"";
"06.02.2016 17:30";"30.0";"757.6";"758.0";"";"64";"Wind blowing from the west";"1";"";"";"20–30%.";" ";"";"";"";"32.6";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"22.4";"";"";"";"";"";"";
"06.02.2016 11:30";"29.2";"759.8";"760.2";"0.6";"62";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"21.1";"";"";"";"";"";"";
"06.02.2016 08:30";"21.8";"759.2";"759.6";"";"91";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"";"";"20.6";"";"";"";"";"";"";"4.0";"20.3";"";"";"";"";"";"";
"05.02.2016 14:30";"31.4";"758.8";"759.1";"-2.0";"58";"Wind blowing from the south-east";"1";"";"";"20–30%.";" ";"";"";"";"";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"22.3";"";"";"";"";"";"";
"05.02.2016 11:30";"29.2";"760.8";"761.2";"0.5";"67";"Wind blowing from the south-east";"1";"";"";"40%.";" ";"";"";"";"";"Stratocumulus cumulogenitus.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"22.4";"";"";"";"";"";"";
"05.02.2016 08:30";"22.0";"760.3";"760.6";"";"86";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"19.7";"";"";"";"";"";"";"4.0";"19.5";"";"";"";"";"";"";
"04.02.2016 17:30";"31.0";"757.6";"758.0";"-0.1";"69";"Wind blowing from the south-west";"1";"";"";"20–30%.";" ";"";"";"";"33.6";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"24.7";"";"";"";"";"";"";
"04.02.2016 14:30";"32.8";"757.7";"758.1";"-2.6";"53";"Wind blowing from the north-west";"2";"";"";"10%  or less, but not 0";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"22.0";"";"";"";"";"";"";
"04.02.2016 11:30";"30.4";"760.3";"760.6";"-0.3";"62";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"22.2";"";"";"";"";"";"";
"04.02.2016 08:30";"21.6";"760.6";"760.9";"";"91";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"";"";"20.5";"";"";"";"";"";"";"4.0";"20.1";"";"";"";"";"";"";
"03.02.2016 17:30";"31.2";"758.1";"758.5";"-0.2";"68";"Wind blowing from the north-west";"1";"";"";"20–30%.";" ";"";"";"";"33.8";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"24.7";"";"";"";"";"";"";
"03.02.2016 14:30";"32.8";"758.3";"758.7";"-2.6";"55";"Wind blowing from the north-west";"2";"";"";"10%  or less, but not 0";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"22.6";"";"";"";"";"";"";
"03.02.2016 11:30";"29.2";"760.9";"761.2";"0.5";"62";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"21.1";"";"";"";"";"";"";
"03.02.2016 08:30";"21.0";"760.4";"760.8";"";"89";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"";"";"19.7";"";"";"";"";"";"";"4.0";"19.1";"";"";"";"";"";"";
"02.02.2016 17:30";"31.8";"758.1";"758.5";"-0.6";"56";"Wind blowing from the north-west";"1";"";"";"20–30%.";" ";"";"";"";"34.8";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"22.1";"";"";"";"";"";"";
"02.02.2016 14:30";"24.2";"758.7";"759.1";"-2.7";"80";"Wind blowing from the south-west";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"20.5";"";"";"";"";"";"";
"02.02.2016 11:30";"30.4";"761.4";"761.8";"0.2";"59";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"21.5";"";"";"";"";"";"";
"02.02.2016 08:30";"20.4";"761.2";"761.6";"";"85";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"";"";"18.7";"";"";"";"";"";"";"4.0";"17.8";"";"";"";"";"";"";
"01.02.2016 17:30";"32.4";"757.8";"758.2";"-0.7";"64";"Wind blowing from the north-west";"1";"";"";"20–30%.";" ";"";"";"";"34.2";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"24.7";"";"";"";"";"";"";
"01.02.2016 14:30";"33.4";"758.5";"758.9";"-2.3";"54";"Wind blowing from the north-west";"1";"";"";"50%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"23.0";"";"";"";"";"";"";
"01.02.2016 11:30";"31.2";"760.8";"761.2";"0.3";"50";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"19.7";"";"";"";"";"";"";
"01.02.2016 08:30";"20.0";"760.5";"760.9";"";"87";"Calm, no wind";"0";"";"";"50%.";"Haze. ";"";"";"18.9";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"17.7";"";"";"";"";"";"";
"31.01.2016 17:30";"31.4";"757.9";"758.3";"-0.3";"66";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"35.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altostratus translucidus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"24.3";"";"";"";"";"";"";
"31.01.2016 14:30";"33.6";"758.2";"758.6";"-2.5";"54";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"23.2";"";"";"";"";"";"";
"31.01.2016 11:30";"32.4";"760.7";"761.1";"0.1";"48";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"20.1";"";"";"";"";"";"";
"31.01.2016 08:30";"22.4";"760.6";"761.0";"";"84";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"";"";"20.5";"";"";"";"";"";"";"4.0";"19.6";"";"";"";"";"";"";
"30.01.2016 17:30";"32.0";"758.1";"758.5";"-0.6";"60";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"36.2";"";"";"";"";"";"10.0";"23.3";"";"";"";"";"";"";
"30.01.2016 14:30";"36.0";"758.7";"759.1";"-2.3";"38";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"19.5";"";"";"";"";"";"";
"30.01.2016 11:30";"31.8";"761.0";"761.4";"0.1";"49";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"19.7";"";"";"";"";"";"";
"30.01.2016 08:30";"21.6";"760.9";"761.2";"";"87";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"";"";"19.7";"";"";"";"";"";"";"4.0";"19.4";"";"";"";"";"";"";
"29.01.2016 17:30";"29.6";"758.8";"759.1";"1.0";"66";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"32.8";"";"";"";"";"";"10.0";"22.6";"";"";"";"";"";"";
"29.01.2016 14:30";"31.8";"757.8";"760.4";"-3.7";"56";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"22.1";"";"";"";"";"";"";
"29.01.2016 11:30";"29.4";"761.5";"761.8";"0.5";"63";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"21.7";"";"";"";"";"";"";
"29.01.2016 08:30";"21.6";"761.0";"761.4";"";"91";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"";"";"20.5";"";"";"";"";"";"";"4.0";"20.1";"";"";"";"";"";"";
"28.01.2016 17:30";"30.2";"758.5";"758.8";"-0.5";"65";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.6";"";"";"";"";"";"10.0";"22.9";"";"";"";"";"";"";
"28.01.2016 14:30";"32.4";"759.0";"759.4";"-2.2";"57";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"22.8";"";"";"";"";"";"";
"28.01.2016 11:30";"29.8";"761.2";"761.5";"0.5";"57";"Wind blowing from the north-west";"1";"";"";"10%  or less, but not 0";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"20.5";"";"";"";"";"";"";
"28.01.2016 08:30";"21.0";"760.7";"761.1";"";"91";"Calm, no wind";"0";"";"";"10%  or less, but not 0";"Haze. ";"";"";"20.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"19.4";"";"";"";"";"";"";
"27.01.2016 17:30";"30.0";"758.5";"758.9";"-0.3";"55";"Wind blowing from the north-west";"2";"";"";"20–30%.";" ";"";"";"";"32.8";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"20.0";"";"";"";"";"";"";
"27.01.2016 14:30";"32.4";"758.8";"759.1";"-2.2";"47";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"19.7";"";"";"";"";"";"";
"27.01.2016 11:30";"29.6";"761.0";"761.4";"0.1";"55";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"19.5";"";"";"";"";"";"";
"27.01.2016 08:30";"20.6";"760.9";"761.2";"";"80";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"";"";"19.2";"";"";"";"";"";"";"4.0";"17.0";"";"";"";"";"";"";
"26.01.2016 17:30";"29.8";"758.8";"759.2";"-0.2";"54";"Wind blowing from the west";"2";"";"";"no clouds";" ";"";"";"";"33.6";"";"";"";"";"";"10.0";"19.4";"";"";"";"";"";"";
"26.01.2016 14:30";"33.0";"759.0";"759.4";"-1.9";"39";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"17.4";"";"";"";"";"";"";
"26.01.2016 11:30";"31.4";"760.9";"761.3";"0.4";"39";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"15.7";"";"";"";"";"";"";
"26.01.2016 08:30";"21.4";"760.5";"760.9";"";"81";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"";"";"19.5";"";"";"";"";"";"";"4.0";"17.9";"";"";"";"";"";"";
"25.01.2016 17:30";"31.8";"757.7";"758.1";"-0.5";"52";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"34.4";"";"";"";"";"";"10.0";"20.8";"";"";"";"";"";"";
"25.01.2016 14:30";"33.6";"758.2";"758.5";"-2.2";"50";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"21.9";"";"";"";"";"";"";
"25.01.2016 11:30";"33.6";"760.4";"760.8";"0.1";"40";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"18.2";"";"";"";"";"";"";
"25.01.2016 08:30";"23.6";"760.3";"760.7";"";"83";"Calm, no wind";"0";"";"";"20–30%.";"Haze. ";"";"";"22.1";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"20.5";"";"";"";"";"";"";
"24.01.2016 17:30";"32.0";"758.7";"759.1";"-0.6";"58";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"34.8";"";"";"";"";"";"10.0";"22.7";"";"";"";"";"";"";
"24.01.2016 14:30";"34.6";"759.3";"759.7";"-2.2";"47";"Wind blowing from the south-west";"1";"";"";"20–30%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"21.7";"";"";"";"";"";"";
"24.01.2016 11:30";"31.6";"761.5";"761.9";"0.3";"51";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"20.2";"";"";"";"";"";"";
"24.01.2016 08:30";"24.4";"761.2";"761.5";"";"74";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"";"";"21.9";"";"";"";"";"";"";"4.0";"19.4";"";"";"";"";"";"";
"23.01.2016 17:30";"33.0";"758.5";"758.9";"-0.5";"53";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"35.0";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"22.2";"";"";"";"";"";"";
"23.01.2016 14:30";"34.4";"759.0";"759.4";"-1.6";"50";"Wind blowing from the south-east";"1";"";"";"40%.";" ";"";"";"";"";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"22.5";"";"";"";"";"";"";
"23.01.2016 11:30";"31.6";"760.6";"761.0";"0.6";"51";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"20.2";"";"";"";"";"";"";
"23.01.2016 08:30";"24.8";"760.0";"760.3";"";"70";"Calm, no wind";"0";"";"";"10%  or less, but not 0";"Haze. ";"";"";"22.1";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"18.9";"";"";"";"";"";"";
"22.01.2016 17:30";"31.8";"757.6";"757.9";"-0.2";"61";"Wind blowing from the north-west";"1";"";"";"20–30%.";" ";"";"";"";"35.8";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"23.4";"";"";"";"";"";"";
"22.01.2016 14:30";"35.4";"757.8";"758.2";"-2.6";"44";"Wind blowing from the north-west";"1";"";"";"20–30%.";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"21.3";"";"";"";"";"";"";
"22.01.2016 11:30";"32.4";"760.4";"760.8";"0.2";"46";"Wind blowing from the north-east";"1";"";"";"40%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"19.3";"";"";"";"";"";"";
"22.01.2016 08:30";"23.6";"760.2";"760.6";"";"73";"Calm, no wind";"0";"";"";"40%.";"Haze. ";"";"";"20.3";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"18.5";"";"";"";"";"";"";
"21.01.2016 17:30";"31.6";"757.9";"758.2";"-0.5";"56";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"33.8";"";"";"";"";"";"10.0";"21.9";"";"";"";"";"";"";
"21.01.2016 14:30";"33.8";"758.4";"758.8";"-2.2";"50";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"22.1";"";"";"";"";"";"";
"21.01.2016 11:30";"31.4";"760.6";"760.9";"-0.4";"38";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"15.3";"";"";"";"";"";"";
"21.01.2016 08:30";"21.2";"761.0";"761.4";"";"87";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"";"";"19.6";"";"";"";"";"";"";"4.0";"19.0";"";"";"";"";"";"";
