"Local time in Sundernagar","T","Po","P","Pa","U","DD","Ff","ff10","ff3","N","WW","W1","W2","Tn","Tx","Cl","Nh","H","Cm","Ch","VV","Td","RRR","tR","E","Tg","E'","sss"," "
"29.07.2016 11:30","29.4","681.2","","0.1","69","Wind blowing from the west-northwest","1","","","60%.","Haze. ","Drizzle.","Cloud covering more than 1/2 of the sky throughout the appropriate period.","","","Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.","60%.","600-1000","No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","2.0","23.1","","","","","","",
"29.07.2016 08:30","24.7","681.1","","0.8","93","Calm, no wind","0","","","90  or more, but not 100%","Mist. ","Drizzle.","Cloud covering more than 1/2 of the sky throughout the appropriate period.","22.9","","Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.","70 – 80%.","50-100","Altostratus opacus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","1.0","23.5","","","","","","",
"29.07.2016 05:30","24.0","680.3","","-0.5","95","Calm, no wind","0","","","100%.","Rain (not freezing) not falling as shower(s). ","Thunderstorm(s) with or without precipitation.","Rain.","","","Stratocumulus other than Stratocumulus cumulogenitus.","60%.","600-1000","Altostratus opacus or Nimbostratus.","","1.0","23.1","","","","","","",
"29.07.2016 02:30","24.2","680.8","","-0.5","92","Calm, no wind","0","","","100%.","Mist. ","Thunderstorm(s) with or without precipitation.","Cloud covering more than 1/2 of the sky throughout the appropriate period.","","","Stratocumulus other than Stratocumulus cumulogenitus.","60%.","1000-1500","Altostratus opacus or Nimbostratus.","","1.0","22.9","","","","","","",
"28.07.2016 23:30","25.0","681.3","","0.7","90","Calm, no wind","0","","","70 – 80%.","Mist. ","Drizzle.","Cloud covering more than 1/2 of the sky throughout the appropriate period.","","","Stratocumulus other than Stratocumulus cumulogenitus.","50%.","1000-1500","Altostratus opacus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","1.0","23.3","","","","","","",
"28.07.2016 20:30","25.5","680.6","","0.7","90","Calm, no wind","0","","","100%.","Drizzle, not freezing, intermittent, slight at time of observation. ","Drizzle.","Cloud covering more than 1/2 of the sky throughout the appropriate period.","","","Stratocumulus other than Stratocumulus cumulogenitus.","60%.","600-1000","Altostratus opacus or Nimbostratus.","","2.0","23.7","","","","","","",
"28.07.2016 17:30","28.0","679.9","","-1.2","78","Wind blowing from the south-west","2","","","70 – 80%."," ","","","","31.7","Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.","20–30%.","600-1000","Altocumulus translucidus at a single level.","No Cirrus, Cirrocumulus or Cirrostratus.","4.0","23.8","","","","","","",
"28.07.2016 14:30","31.4","681.1","","-2.1","63","Wind blowing from the south-west","1","","","60%."," ","","","","","Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.","20–30%.","600-1000","Altocumulus translucidus at a single level.","No Cirrus, Cirrocumulus or Cirrostratus.","4.0","23.6","","","","","","",
"28.07.2016 11:30","28.6","683.2","","-0.1","64","Wind blowing from the east","1","","","60%.","Clouds generally forming or developing. ","Fog or ice fog or thick haze.","Cloud covering more than 1/2 of the sky throughout the appropriate period.","","","Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.","60%.","600-1000","No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","4.0","21.0","","","","","","",
"28.07.2016 08:30","23.6","683.3","","0.2","91","Calm, no wind","0","","","90  or more, but not 100%","Mist. ","Fog or ice fog or thick haze.","Cloud covering more than 1/2 of the sky throughout the appropriate period.","21.2","","Stratocumulus other than Stratocumulus cumulogenitus.","90  or more, but not 100%","600-1000","No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","1.0","22.1","","","","","","",
"28.07.2016 05:30","22.0","683.1","","-0.4","98","Calm, no wind","0","","","20–30%.","Fog or ice fog, sky visible, has begun or has become thicker during the preceding hour. ","Fog or ice fog or thick haze.","Cloud covering 1/2 or less of the sky throughout the appropriate period.","","","Stratocumulus other than Stratocumulus cumulogenitus.","20–30%.","600-1000","No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","0.2","21.7","","","","","","",
"28.07.2016 02:30","22.2","683.5","","-0.1","95","Calm, no wind","0","","","no clouds","Mist. ","Cloud covering 1/2 or less of the sky throughout the appropriate period.","Cloud covering 1/2 or less of the sky throughout the appropriate period.","","","","","","","","2.0","21.3","","","","","","",
"27.07.2016 23:30","23.4","683.6","","0.9","93","Calm, no wind","0","","","no clouds"," ","","","","","","","","","","4.0","22.2","","","","","","",
"27.07.2016 20:30","24.6","682.7","","-0.2","87","Calm, no wind","0","","","no clouds"," ","","","","","","","","","","4.0","22.3","","","","","","",
"27.07.2016 17:30","27.6","682.9","","-0.9","77","Calm, no wind","0","","","70 – 80%."," ","","","","29.3","Stratocumulus other than Stratocumulus cumulogenitus.","50%.","600-1000","Altocumulus translucidus at a single level.","No Cirrus, Cirrocumulus or Cirrostratus.","4.0","23.1","","","","","","",
"27.07.2016 14:30","27.4","683.8","","-1.1","75","Calm, no wind","0","","","60%."," ","","","","","Cumulus humilis or Cumulus fractus other than of bad weather, or both.","20–30%.","600-1000","Altocumulus translucidus at a single level.","No Cirrus, Cirrocumulus or Cirrostratus.","4.0","22.5","","","","","","",
"27.07.2016 11:30","23.4","684.9","","1.0","93","Calm, no wind","0","","","100%.","Rain (not freezing) not falling as shower(s). ","Rain.","Drizzle.","","","Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.","90  or more, but not 100%","Less than  50","Altostratus opacus or Nimbostratus.","","1.0","22.2","","","","","","",
"27.07.2016 08:30","24.0","683.9","","1.6","96","Calm, no wind","0","","","100%.","Drizzle, not freezing, continuous, moderate at time of observation. ","Rain.","Drizzle.","23.2","","Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.","70 – 80%.","Less than  50","Altostratus opacus or Nimbostratus.","","0.5","23.3","","","","","","",
"27.07.2016 05:30","24.1","682.3","","0.3","94","Calm, no wind","0","","","100%.","Mist. ","Cloud covering more than 1/2 of the sky throughout the appropriate period.","Cloud covering more than 1/2 of the sky throughout the appropriate period.","","","Stratocumulus other than Stratocumulus cumulogenitus.","60%.","600-1000","Altostratus opacus or Nimbostratus.","","1.0","23.1","","","","","","",
"27.07.2016 02:30","24.8","682.0","","-0.4","87","Calm, no wind","0","","","100%.","Mist. ","Cloud covering more than 1/2 of the sky throughout the appropriate period.","Cloud covering more than 1/2 of the sky throughout the appropriate period.","","","Stratocumulus other than Stratocumulus cumulogenitus.","60%.","1000-1500","Altostratus opacus or Nimbostratus.","","1.0","22.5","","","","","","",
"26.07.2016 23:30","25.5","682.4","","0.6","82","Calm, no wind","0","","","100%.","Thunderstorm (with or without precipitation). ","Thunderstorm(s) with or without precipitation.","Cloud covering more than 1/2 of the sky throughout the appropriate period.","","","Stratocumulus other than Stratocumulus cumulogenitus.","60%.","1000-1500","Altostratus opacus or Nimbostratus.","","1.0","22.1","","","","","","",
"26.07.2016 20:30","27.0","681.8","","1.5","81","Calm, no wind","0","","","90  or more, but not 100%","Lightning visible, no thunder heard. ","Thunderstorm(s) with or without precipitation.","Cloud covering more than 1/2 of the sky throughout the appropriate period.","","","Stratocumulus other than Stratocumulus cumulogenitus.","50%.","600-1000","Altostratus opacus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","1.0","23.5","","","","","","",
"26.07.2016 17:30","29.8","680.3","","-1.2","68","Wind blowing from the south-southwest","1","","","50%.","Haze. ","Thunderstorm(s) with or without precipitation.","Fog or ice fog or thick haze.","","31.9","Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.","20–30%.","600-1000","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","1.0","23.3","","","","","","",
"26.07.2016 14:30","30.8","681.5","","-1.2","69","Calm, no wind","0","","","60%.","Haze. ","Thunderstorm(s) with or without precipitation.","Fog or ice fog or thick haze.","","","Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.","40%.","600-1000","Altostratus opacus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","1.0","24.4","","","","","","",
"26.07.2016 11:30","31.2","682.7","","0.1","69","Wind blowing from the west","1","","","Sky obscured by fog and/or other meteorological phenomena.","Haze. ","Fog or ice fog or thick haze.","Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.","","","","","","","","1.0","24.9","","","","","","",
"26.07.2016 08:30","26.2","682.6","","0.8","89","Calm, no wind","0","","","90  or more, but not 100%","Mist. ","Fog or ice fog or thick haze.","Cloud covering more than 1/2 of the sky throughout the appropriate period.","22.9","","No Stratocumulus, Stratus, Cumulus or Cumulonimbus.","90  or more, but not 100%","2500 or more, or no clouds.","Altostratus translucidus.","No Cirrus, Cirrocumulus or Cirrostratus.","1.0","24.2","","","","","","",
"26.07.2016 05:30","24.0","681.8","","0.1","95","Calm, no wind","0","","","90  or more, but not 100%","Mist. ","Cloud covering more than 1/2 of the sky throughout the appropriate period.","Cloud covering more than 1/2 of the sky throughout the appropriate period.","","","Stratus nebulosus or Stratus fractus other than of bad weather, or both.","50%.","1000-1500","Altostratus opacus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","1.0","23.1","","","","","","",
"26.07.2016 02:30","24.2","681.7","","0.0","93","Calm, no wind","0","","","50%.","Mist. ","Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.","Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.","","","No Stratocumulus, Stratus, Cumulus or Cumulonimbus.","50%.","2500 or more, or no clouds.","Altostratus translucidus.","No Cirrus, Cirrocumulus or Cirrostratus.","1.0","23.0","","","","","","",
"25.07.2016 23:30","25.6","681.7","","1.2","89","Calm, no wind","0","","","100%.","Mist. ","Thunderstorm(s) with or without precipitation.","Cloud covering more than 1/2 of the sky throughout the appropriate period.","","","Stratocumulus other than Stratocumulus cumulogenitus.","40%.","1000-1500","Altostratus opacus or Nimbostratus.","","1.0","23.6","","","","","","",
"25.07.2016 20:30","27.5","680.5","","0.3","83","Calm, no wind","0","","","50%.","Mist. ","Thunderstorm(s) with or without precipitation.","Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.","","","No Stratocumulus, Stratus, Cumulus or Cumulonimbus.","no clouds","2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus, or Cirrus castellanus or floccus.","1.0","24.3","","","","","","",
"25.07.2016 17:30","30.4","680.2","","-1.0","70","Wind blowing from the west-southwest","1","","","40%.","Haze. ","Fog or ice fog or thick haze.","Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.","","32.6","Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.","20–30%.","600-1000","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","1.0","24.3","","","","","","",
"25.07.2016 14:30","31.8","681.2","","-1.4","66","Wind blowing from the south-southwest","2","","","40%.","Haze. ","Fog or ice fog or thick haze.","Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.","","","Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.","40%.","600-1000","No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","1.0","24.6","","","","","","",
"25.07.2016 11:30","30.2","682.6","","0.1","67","Wind blowing from the south-west","1","","","50%.","Haze. ","Fog or ice fog or thick haze.","Cloud covering more than 1/2 of the sky throughout the appropriate period.","","","Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.","50%.","600-1000","No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","1.0","23.5","","","","","","",
"25.07.2016 08:30","25.4","682.5","","0.7","92","Calm, no wind","0","","","60%.","Mist. ","Fog or ice fog or thick haze.","Cloud covering more than 1/2 of the sky throughout the appropriate period.","22.7","","Stratocumulus other than Stratocumulus cumulogenitus.","20–30%.","600-1000","Altocumulus translucidus at a single level.","No Cirrus, Cirrocumulus or Cirrostratus.","1.0","24.0","","","","","","",
