# Weather station Aligarh, India, WMO_ID=42262,selection from 07.12.2015 till 25.06.2018, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42262&lang=en
#
"Local time in Aligarh";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"15.11.2016 17:30";"25.2";"744.8";"760.9";"";"40";"Wind blowing from the north-east";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"28.2";"";"";"";"";"";"2.0";"10.5";"";"";"";"";"";"";
"14.11.2016 17:30";"26.0";"744.9";"761.0";"";"45";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"29.8";"";"";"";"";"";"2.0";"13.0";"";"";"";"";"";"";
"14.11.2016 08:30";"17.0";"747.6";"764.2";"";"74";"Wind blowing from the north-east";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"13.8";"";"";"";"";"";"";"2.0";"12.3";"";"";"";"";"";"";
"13.11.2016 17:30";"25.8";"744.8";"760.9";"";"46";"Wind blowing from the north-east";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"29.6";"";"";"";"";"";"2.0";"13.2";"";"";"";"";"";"";
"13.11.2016 08:30";"16.8";"747.5";"764.1";"";"78";"Wind blowing from the north-west";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"14.0";"";"";"";"";"";"";"2.0";"12.9";"";"";"";"";"";"";
"12.11.2016 17:30";"25.8";"743.3";"759.4";"";"51";"Wind blowing from the north-east";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"29.8";"";"";"";"";"";"2.0";"14.9";"";"";"";"";"";"";
"12.11.2016 08:30";"17.2";"745.8";"762.4";"";"80";"Wind blowing from the north-east";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"13.4";"";"";"";"";"";"";"2.0";"13.7";"";"";"";"";"";"";
"11.11.2016 17:30";"25.2";"743.0";"759.1";"";"58";"Wind blowing from the north-west";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"29.4";"";"";"";"";"";"2.0";"16.4";"";"";"";"";"";"";
"11.11.2016 08:30";"18.4";"745.1";"761.6";"";"70";"Calm, no wind";"0";"";"";"no clouds";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"13.2";"";"";"";"";"";"";"1.0";"12.7";"";"";"";"";"";"";
"10.11.2016 17:30";"25.2";"743.0";"759.1";"";"61";"Calm, no wind";"0";"";"";"no clouds";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"29.2";"";"";"";"";"";"1.0";"17.2";"";"";"";"";"";"";
"10.11.2016 08:30";"17.2";"745.1";"761.7";"";"63";"Wind blowing from the north-west";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"13.2";"";"";"";"";"";"";"2.0";"10.0";"";"";"";"";"";"";
"09.11.2016 17:30";"26.8";"743.2";"759.2";"";"36";"Wind blowing from the north-west";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"29.4";"";"";"";"";"";"2.0";"10.5";"";"";"";"";"";"";
"09.11.2016 08:30";"17.0";"745.8";"762.4";"";"64";"Wind blowing from the north-west";"1";"";"";"no clouds";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"13.4";"";"";"";"";"";"";"1.0";"10.2";"";"";"";"";"";"";
"08.11.2016 17:30";"27.0";"743.0";"759.0";"";"33";"Wind blowing from the north-west";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"28.8";"";"";"";"";"";"2.0";"9.3";"";"";"";"";"";"";
"08.11.2016 08:30";"17.4";"744.3";"760.8";"";"80";"Wind blowing from the north-west";"2";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"15.4";"";"";"";"";"";"";"1.0";"13.9";"";"";"";"";"";"";
"07.11.2016 17:30";"25.2";"742.5";"758.6";"";"45";"Calm, no wind";"0";"";"";"no clouds";"Visibility reduced by smoke, e.g. veldt or forest fires, industrial smoke or volcanic ashes. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"28.6";"";"";"";"";"";"1.0";"12.5";"";"";"";"";"";"";
"06.11.2016 08:30";"19.4";"742.2";"758.6";"";"85";"Calm, no wind";"0";"";"";"no clouds";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"16.8";"";"";"";"";"";"";"0.5";"16.8";"";"";"";"";"";"";
"05.11.2016 17:30";"24.4";"739.2";"755.2";"";"88";"Calm, no wind";"0";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"Visibility reduced by smoke, e.g. veldt or forest fires, industrial smoke or volcanic ashes. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"25.6";"";"";"";"";"";"0.5";"22.3";"";"";"";"";"";"";
"05.11.2016 08:30";"20.0";"747.3";"763.8";"";"74";"Calm, no wind";"0";"";"";"no clouds";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"16.6";"";"";"";"";"";"";"1.0";"15.2";"";"";"";"";"";"";
"04.11.2016 17:30";"28.0";"744.6";"760.6";"";"48";"Wind blowing from the north-west";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"2.0";"16.0";"";"";"";"";"";"";
"04.11.2016 08:30";"28.2";"745.2";"761.2";"";"45";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"2.0";"15.1";"";"";"";"";"";"";
"03.11.2016 17:30";"28.2";"745.2";"761.2";"";"45";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"31.4";"";"";"";"";"";"2.0";"15.1";"";"";"";"";"";"";
"02.11.2016 08:30";"19.0";"747.3";"763.8";"";"83";"Wind blowing from the north-west";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"15.6";"";"";"";"";"";"";"2.0";"16.0";"";"";"";"";"";"";
"01.11.2016 17:30";"27.6";"745.5";"761.5";"";"50";"Wind blowing from the north-west";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"30.6";"";"";"";"";"";"2.0";"16.3";"";"";"";"";"";"";
"01.11.2016 08:30";"19.2";"747.1";"763.6";"";"81";"Wind blowing from the north-west";"1";"";"";"no clouds";"Haze. ";"Fog or ice fog or thick haze.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"16.0";"";"";"";"";"";"";"1.0";"15.9";"";"";"";"";"";"";
"31.10.2016 17:30";"23.0";"744.0";"760.2";"";"65";"Wind blowing from the north-west";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"2.0";"16.0";"";"";"";"";"";"";
"31.10.2016 08:30";"22.0";"743.4";"759.7";"";"61";"Wind blowing from the north-west";"1";"";"";"no clouds";"Haze. ";"Fog or ice fog or thick haze.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"16.8";"";"";"";"";"";"";"1.0";"14.1";"";"";"";"";"";"";
"30.10.2016 17:30";"26.4";"741.3";"757.3";"";"54";"Wind blowing from the north-west";"2";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"30.8";"";"";"";"";"";"2.0";"16.2";"";"";"";"";"";"";
"30.10.2016 08:30";"21.8";"743.2";"759.5";"";"69";"Wind blowing from the north-west";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"17.0";"";"";"";"";"";"";"2.0";"15.9";"";"";"";"";"";"";
"29.10.2016 17:30";"28.6";"741.4";"757.3";"";"45";"Wind blowing from the north-west";"1";"";"";"70 – 80%.";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"29.8";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"2.0";"15.6";"";"";"";"";"";"";
"29.10.2016 08:30";"21.4";"743.4";"759.7";"";"62";"Wind blowing from the north-west";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"17.0";"";"";"";"";"";"";"2.0";"13.8";"";"";"";"";"";"";
"28.10.2016 17:30";"28.8";"740.4";"756.2";"";"47";"Wind blowing from the north-west";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"31.6";"";"";"";"";"";"2.0";"16.3";"";"";"";"";"";"";
"28.10.2016 08:30";"22.8";"742.0";"758.2";"";"62";"Wind blowing from the north-west";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"17.8";"";"";"";"";"";"";"2.0";"15.1";"";"";"";"";"";"";
"26.10.2016 17:30";"30.0";"739.4";"755.1";"";"42";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"34.0";"";"";"";"";"";"4.0";"15.8";"";"";"";"";"";"";
"26.10.2016 08:30";"24.2";"741.5";"757.6";"";"57";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"19.0";"";"";"";"";"";"";"4.0";"15.2";"";"";"";"";"";"";
"25.10.2016 17:30";"30.2";"739.4";"755.1";"";"42";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"33.8";"";"";"";"";"";"4.0";"15.8";"";"";"";"";"";"";
"25.10.2016 08:30";"24.2";"741.3";"757.4";"";"57";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"19.4";"";"";"";"";"";"";"4.0";"15.2";"";"";"";"";"";"";
"24.10.2016 17:30";"30.0";"739.2";"754.9";"";"42";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"34.4";"";"";"";"";"";"4.0";"15.8";"";"";"";"";"";"";
"24.10.2016 08:30";"23.0";"741.2";"757.4";"";"58";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"18.6";"";"";"";"";"";"";"4.0";"14.2";"";"";"";"";"";"";
"23.10.2016 17:30";"30.2";"739.8";"755.5";"";"41";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"34.2";"";"";"";"";"";"4.0";"15.7";"";"";"";"";"";"";
"23.10.2016 08:30";"23.6";"742.1";"758.2";"";"58";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"19.4";"";"";"";"";"";"";"4.0";"14.9";"";"";"";"";"";"";
"22.10.2016 17:30";"30.6";"739.9";"755.6";"";"41";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"34.8";"";"";"";"";"";"4.0";"15.8";"";"";"";"";"";"";
"22.10.2016 08:30";"24.0";"741.7";"757.8";"";"53";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"19.6";"";"";"";"";"";"";"4.0";"13.8";"";"";"";"";"";"";
"21.10.2016 17:30";"30.8";"738.7";"754.4";"";"37";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"34.6";"";"";"";"";"";"4.0";"14.4";"";"";"";"";"";"";
"21.10.2016 08:30";"23.8";"741.2";"757.3";"";"53";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"18.4";"";"";"";"";"";"";"4.0";"13.5";"";"";"";"";"";"";
"20.10.2016 17:30";"31.8";"738.6";"754.2";"";"32";"Wind blowing from the west";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"34.8";"";"";"";"";"";"2.0";"12.9";"";"";"";"";"";"";
"20.10.2016 08:30";"23.4";"740.3";"756.4";"";"54";"Wind blowing from the west";"2";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"18.6";"";"";"";"";"";"";"2.0";"13.5";"";"";"";"";"";"";
"19.10.2016 17:30";"30.8";"739.3";"755.0";"";"42";"Wind blowing from the west";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"34.4";"";"";"";"";"";"2.0";"16.5";"";"";"";"";"";"";
"19.10.2016 08:30";"22.2";"741.8";"758.0";"";"60";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"18.4";"";"";"";"";"";"";"2.0";"14.0";"";"";"";"";"";"";
"18.10.2016 17:30";"29.8";"739.8";"755.6";"";"40";"Wind blowing from the west";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"34.0";"";"";"";"";"";"2.0";"14.7";"";"";"";"";"";"";
"18.10.2016 08:30";"22.6";"742.0";"758.2";"";"60";"Wind blowing from the west";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"18.6";"";"";"";"";"";"";"2.0";"14.5";"";"";"";"";"";"";
"17.10.2016 08:30";"23.0";"743.5";"759.7";"";"65";"Wind blowing from the west";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"19.2";"";"";"";"";"";"";"2.0";"16.1";"";"";"";"";"";"";
"16.10.2016 08:30";"22.8";"743.8";"760.0";"";"66";"Wind blowing from the west";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"19.0";"";"";"";"";"";"";"2.0";"16.2";"";"";"";"";"";"";
"15.10.2016 17:30";"31.8";"739.6";"755.3";"";"36";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"33.8";"";"";"";"";"";"0.2";"15.0";"";"";"";"";"";"";
"15.10.2016 08:30";"23.4";"742.3";"758.5";"";"66";"Wind blowing from the west";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"18.6";"";"";"";"";"";"";"2.0";"16.6";"";"";"";"";"";"";
"14.10.2016 17:30";"32.0";"739.6";"755.2";"";"40";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"34.8";"";"";"";"";"";"4.0";"16.8";"";"";"";"";"";"";
"14.10.2016 08:30";"23.8";"741.9";"758.0";"";"60";"Wind blowing from the west";"2";"";"";"no clouds";" ";"";"";"19.6";"";"";"";"";"";"";"4.0";"15.5";"";"";"";"";"";"";
"13.10.2016 17:30";"32.2";"740.0";"755.6";"";"37";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"35.0";"";"";"";"";"";"4.0";"15.9";"";"";"";"";"";"";
"13.10.2016 08:30";"24.2";"741.2";"757.3";"";"65";"Wind blowing from the west";"2";"";"";"no clouds";" ";"";"";"19.6";"";"";"";"";"";"";"4.0";"17.1";"";"";"";"";"";"";
"12.10.2016 17:30";"32.2";"737.0";"752.6";"";"51";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"33.8";"";"";"";"";"";"4.0";"20.9";"";"";"";"";"";"";
"12.10.2016 08:30";"24.4";"739.6";"755.7";"";"63";"Wind blowing from the west";"2";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"20.6";"";"";"";"";"";"";"2.0";"17.0";"";"";"";"";"";"";
"11.10.2016 17:30";"32.0";"736.9";"752.5";"";"52";"Wind blowing from the west";"2";"";"";"no clouds";" ";"";"";"";"33.4";"";"";"";"";"";"4.0";"21.0";"";"";"";"";"";"";
"11.10.2016 08:30";"25.4";"739.4";"755.4";"";"76";"Wind blowing from the west";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"21.6";"";"";"";"";"";"";"2.0";"20.8";"";"";"";"";"";"";
"10.10.2016 17:30";"32.8";"736.7";"752.2";"";"52";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"34.4";"";"";"";"";"";"4.0";"21.6";"";"";"";"";"";"";
