# Weather station Medak, India, WMO_ID=43083,selection from 08.12.2015 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=43083&lang=en
#
"Local time in Medak";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"24.01.2017 17:30";"27.8";"719.2";"758.2";"";"34";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"32.2";"";"";"";"";"";"20.0";"10.5";"";"";"";"";"";"";
"24.01.2017 08:30";"18.0";"721.4";"761.9";"";"79";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"14.3";"";"";"";"";"";"";"10.0";"14.2";"";"";"";"";"";"";
"23.01.2017 17:30";"27.0";"719.4";"758.6";"";"47";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.4";"";"";"";"";"";"20.0";"14.8";"";"";"";"";"";"";
"23.01.2017 08:30";"20.4";"722.5";"762.7";"";"69";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"15.0";"";"";"";"";"";"";"10.0";"14.6";"";"";"";"";"";"";
"22.01.2017 17:30";"29.2";"719.4";"758.2";"";"35";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"34.0";"";"";"";"";"";"20.0";"12.1";"";"";"";"";"";"";
"22.01.2017 08:30";"20.8";"722.7";"762.9";"";"65";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"15.0";"";"";"";"";"";"";"10.0";"13.9";"";"";"";"";"";"";
"21.01.2017 17:30";"28.6";"719.0";"760.3";"";"34";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.6";"";"";"";"";"";"20.0";"11.2";"";"";"";"";"";"";
"21.01.2017 08:30";"20.2";"722.1";"762.2";"";"59";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"14.0";"";"";"";"";"";"";"10.0";"12.0";"";"";"";"";"";"";
"20.01.2017 08:30";"16.6";"721.9";"762.6";"";"84";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"12.6";"";"";"";"";"";"";"10.0";"13.8";"";"";"";"";"";"";
"18.01.2017 08:30";"19.2";"721.7";"761.9";"";"76";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"14.0";"";"";"";"";"";"";"10.0";"14.8";"";"";"";"";"";"";
"17.01.2017 17:30";"27.2";"717.8";"756.8";"";"44";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.8";"";"";"";"";"";"20.0";"13.8";"";"";"";"";"";"";
"17.01.2017 08:30";"16.6";"720.0";"761.3";"";"74";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"12.6";"";"";"";"";"";"";"10.0";"11.9";"";"";"";"";"";"";
"16.01.2017 08:30";"18.6";"721.0";"761.3";"";"68";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"13.5";"";"";"";"";"";"";"10.0";"12.5";"";"";"";"";"";"";
"15.01.2017 17:30";"26.2";"718.6";"757.6";"";"51";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"29.8";"";"";"";"";"";"20.0";"15.4";"";"";"";"";"";"";
"15.01.2017 08:30";"20.1";"721.0";"761.2";"";"78";"Wind blowing from the north-east";"2";"";"";"no clouds";" ";"";"";"13.8";"";"";"";"";"";"";"10.0";"16.2";"";"";"";"";"";"";
"14.01.2017 17:30";"23.7";"715.7";"755.1";"";"63";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"29.2";"";"";"";"";"";"20.0";"16.3";"";"";"";"";"";"";
"14.01.2017 08:30";"17.2";"718.9";"759.3";"";"72";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"13.5";"";"";"";"";"";"";"10.0";"12.1";"";"";"";"";"";"";
"13.01.2017 17:30";"24.6";"716.0";"755.2";"";"56";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"29.1";"";"";"";"";"";"20.0";"15.3";"";"";"";"";"";"";
"13.01.2017 08:30";"16.5";"718.5";"759.0";"";"65";"Wind blowing from the north-east";"2";"";"";"no clouds";" ";"";"";"11.8";"";"";"";"";"";"";"10.0";"9.8";"";"";"";"";"";"";
"12.01.2017 17:30";"25.2";"716.1";"755.2";"";"46";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"28.0";"";"";"";"";"";"20.0";"12.8";"";"";"";"";"";"";
"12.01.2017 08:30";"16.4";"718.7";"759.2";"";"82";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"11.0";"";"";"";"";"";"";"10.0";"13.2";"";"";"";"";"";"";
"11.01.2017 17:30";"26.2";"716.4";"755.4";"";"30";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"29.5";"";"";"";"";"";"20.0";"7.4";"";"";"";"";"";"";
"11.01.2017 08:30";"16.8";"719.2";"759.7";"";"82";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"12.8";"";"";"";"";"";"";"10.0";"13.6";"";"";"";"";"";"";
"10.01.2017 17:30";"25.2";"717.9";"757.1";"";"49";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"30.7";"";"";"";"";"";"20.0";"13.7";"";"";"";"";"";"";
"10.01.2017 08:30";"19.2";"720.1";"760.3";"";"77";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"15.2";"";"";"";"";"";"";"10.0";"15.1";"";"";"";"";"";"";
"09.01.2017 17:30";"26.6";"716.8";"755.8";"";"47";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.2";"";"";"";"";"";"20.0";"14.2";"";"";"";"";"";"";
"09.01.2017 08:30";"19.6";"719.3";"759.4";"";"85";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"16.2";"";"";"";"";"";"";"10.0";"17.0";"";"";"";"";"";"";
"08.01.2017 17:30";"27.2";"716.4";"755.3";"";"44";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.0";"";"";"";"";"";"20.0";"13.8";"";"";"";"";"";"";
"08.01.2017 11:30";"19.2";"719.3";"759.4";"0.0";"88";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"16.2";"31.5";"";"";"";"";"";"10.0";"17.2";"";"";"";"";"";"";
"08.01.2017 08:30";"19.2";"719.3";"759.4";"";"88";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"16.2";"";"";"";"";"";"";"10.0";"17.2";"";"";"";"";"";"";
"07.01.2017 17:30";"27.4";"716.2";"755.0";"";"42";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.5";"";"";"";"";"";"10.0";"13.2";"";"";"";"";"";"";
"07.01.2017 08:30";"18.6";"719.5";"759.7";"";"73";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"12.0";"";"";"";"";"";"";"10.0";"13.7";"";"";"";"";"";"";
"06.01.2017 17:30";"25.6";"721.3";"761.9";"";"49";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.1";"";"";"";"";"";"20.0";"14.2";"";"";"";"";"";"";
"06.01.2017 08:30";"17.0";"721.3";"761.9";"";"68";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"10.2";"";"";"";"";"";"";"10.0";"11.1";"";"";"";"";"";"";
"05.01.2017 17:30";"24.2";"718.9";"758.3";"";"52";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"30.3";"";"";"";"";"";"20.0";"13.6";"";"";"";"";"";"";
"05.01.2017 08:30";"17.8";"722.2";"762.7";"";"73";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"11.2";"";"";"";"";"";"";"10.0";"12.8";"";"";"";"";"";"";
"04.01.2017 17:30";"25.0";"719.5";"759.0";"";"40";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"29.7";"";"";"";"";"";"20.0";"10.3";"";"";"";"";"";"";
"04.01.2017 08:30";"14.6";"721.6";"762.6";"";"76";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"10.5";"";"";"";"";"";"";"10.0";"10.4";"";"";"";"";"";"";
"03.01.2017 17:30";"25.2";"719.2";"758.5";"";"41";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"30.2";"";"";"";"";"";"20.0";"11.0";"";"";"";"";"";"";
"03.01.2017 08:30";"16.6";"722.5";"763.3";"";"77";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"12.2";"";"";"";"";"";"";"10.0";"12.6";"";"";"";"";"";"";
"02.01.2017 08:30";"16.6";"721.5";"762.1";"";"85";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"13.5";"";"";"";"";"";"";"10.0";"14.1";"";"";"";"";"";"";
"01.01.2017 17:30";"26.4";"719.0";"758.1";"";"53";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.7";"";"";"";"";"";"20.0";"16.0";"";"";"";"";"";"";
"01.01.2017 08:30";"18.2";"721.7";"758.0";"";"88";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"13.2";"";"";"";"";"";"";"10.0";"16.2";"";"";"";"";"";"";
"31.12.2016 08:30";"17.8";"721.9";"762.4";"";"82";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"13.0";"";"";"";"";"";"";"10.0";"14.7";"";"";"";"";"";"";
"30.12.2016 17:30";"27.8";"719.5";"759.3";"";"44";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.7";"";"";"";"";"";"20.0";"14.6";"";"";"";"";"";"";
"30.12.2016 08:30";"17.6";"722.6";"763.2";"";"75";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"12.0";"";"";"";"";"";"";"10.0";"13.0";"";"";"";"";"";"";
"29.12.2016 17:30";"27.4";"719.3";"758.4";"";"43";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"30.7";"";"";"";"";"";"20.0";"13.6";"";"";"";"";"";"";
"29.12.2016 08:30";"16.0";"722.5";"764.1";"";"85";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"9.2";"";"";"";"";"";"";"10.0";"13.5";"";"";"";"";"";"";
"28.12.2016 08:30";"17.2";"722.0";"762.5";"";"59";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"9.5";"";"";"";"";"";"";"10.0";"9.1";"";"";"";"";"";"";
"27.12.2016 17:30";"25.6";"719.2";"758.4";"";"43";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"30.2";"";"";"";"";"";"20.0";"12.0";"";"";"";"";"";"";
"27.12.2016 08:30";"16.2";"721.0";"761.6";"";"68";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"10.4";"";"";"";"";"";"";"10.0";"10.2";"";"";"";"";"";"";
"26.12.2016 17:30";"27.2";"718.5";"757.5";"";"49";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"32.1";"";"";"";"";"";"20.0";"15.4";"";"";"";"";"";"";
"26.12.2016 08:30";"17.2";"";"762.0";"";"68";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"10.2";"";"";"";"";"";"";"10.0";"11.3";"";"";"";"";"";"";
"25.12.2016 08:30";"16.2";"720.4";"761.0";"";"75";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"9.7";"";"";"";"";"";"";"10.0";"11.8";"";"";"";"";"";"";
"24.12.2016 17:30";"26.6";"716.8";"755.8";"";"39";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.1";"";"";"";"";"";"20.0";"11.6";"";"";"";"";"";"";
"24.12.2016 08:30";"17.2";"720.0";"760.4";"";"63";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"9.0";"";"";"";"";"";"";"10.0";"10.0";"";"";"";"";"";"";
"23.12.2016 17:30";"23.8";"718.4";"757.9";"";"49";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.1";"";"";"";"";"";"20.0";"12.3";"";"";"";"";"";"";
"23.12.2016 08:30";"16.6";"721.2";"761.8";"";"77";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"10.0";"";"";"";"";"";"";"10.0";"12.6";"";"";"";"";"";"";
"22.12.2016 17:30";"27.6";"718.4";"757.4";"";"35";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.4";"";"";"";"";"";"20.0";"10.7";"";"";"";"";"";"";
"22.12.2016 08:30";"18.2";"722.3";"762.8";"";"61";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"9.0";"";"";"";"";"";"";"10.0";"10.4";"";"";"";"";"";"";
"21.12.2016 17:30";"26.0";"720.1";"759.4";"";"42";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.2";"";"";"";"";"";"20.0";"12.1";"";"";"";"";"";"";
"21.12.2016 08:30";"16.2";"723.1";"763.8";"";"73";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"9.5";"";"";"";"";"";"";"10.0";"11.4";"";"";"";"";"";"";
"20.12.2016 17:30";"24.4";"719.6";"759.1";"";"40";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"30.7";"";"";"";"";"";"20.0";"9.9";"";"";"";"";"";"";
"20.12.2016 08:30";"16.6";"722.2";"762.9";"";"72";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"11.2";"";"";"";"";"";"";"10.0";"11.5";"";"";"";"";"";"";
"19.12.2016 17:30";"24.0";"720.2";"759.8";"";"49";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.3";"";"";"";"";"";"20.0";"12.5";"";"";"";"";"";"";
"18.12.2016 17:30";"25.6";"719.8";"759.1";"";"40";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.2";"";"";"";"";"";"20.0";"11.1";"";"";"";"";"";"";
"18.12.2016 08:30";"18.4";"723.0";"763.5";"";"75";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"12.5";"";"";"";"";"";"";"10.0";"13.9";"";"";"";"";"";"";
"17.12.2016 17:30";"26.6";"719.7";"758.9";"";"39";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.2";"";"";"";"";"";"20.0";"11.6";"";"";"";"";"";"";
"17.12.2016 08:30";"20.0";"725.2";"763.3";"";"76";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"14.4";"";"";"";"";"";"";"10.0";"15.6";"";"";"";"";"";"";
"16.12.2016 17:30";"26.4";"720.2";"759.4";"";"52";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.2";"";"";"";"";"";"20.0";"15.6";"";"";"";"";"";"";
"15.12.2016 08:30";"20.0";"721.5";"761.7";"";"87";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"16.5";"";"";"";"";"";"";"2.0";"17.7";"";"";"";"";"";"";
"14.12.2016 17:30";"25.6";"719.1";"758.3";"";"69";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"28.1";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"100%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"20.0";"19.4";"";"";"";"";"";"";
"14.12.2016 08:30";"22.8";"720.1";"759.8";"";"83";"Wind blowing from the north-east";"1";"";"";"100%.";" ";"";"";"20.4";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"50%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"19.7";"";"";"";"";"";"";
"13.12.2016 17:30";"28.0";"717.2";"756.1";"";"57";"Wind blowing from the north-east";"1";"";"";"50%.";" ";"";"";"";"32.1";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"20.0";"18.7";"";"";"";"";"";"";
"13.12.2016 08:30";"22.8";"719.2";"758.9";"";"47";"Wind blowing from the north-east";"1";"";"";"40%.";" ";"";"";"15.4";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"10.9";"";"";"";"";"";"";
"12.12.2016 17:30";"26.8";"717.1";"756.1";"";"40";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"32.7";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"20.0";"11.9";"";"";"";"";"";"";
"12.12.2016 08:30";"20.8";"719.3";"759.4";"";"65";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"12.6";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"13.9";"";"";"";"";"";"";
"10.12.2016 17:30";"25.0";"717.1";"756.4";"";"41";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"29.2";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"Cirrostratus covering the whole sky.";"20.0";"10.7";"";"";"";"";"";"";
"10.12.2016 08:30";"15.6";"720.2";"760.9";"";"69";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"9.0";"";"";"";"";"";"";"10.0";"9.9";"";"";"";"";"";"";
"09.12.2016 17:30";"23.6";"717.5";"756.8";"";"41";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"30.4";"";"";"";"";"";"20.0";"9.7";"";"";"";"";"";"";
"08.12.2016 17:30";"24.8";"719.0";"758.4";"";"47";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"30.5";"";"";"";"";"";"20.0";"12.7";"";"";"";"";"";"";
"08.12.2016 08:30";"17.6";"722.0";"762.5";"";"77";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"11.7";"";"";"";"";"";"";"10.0";"13.4";"";"";"";"";"";"";
"07.12.2016 17:30";"27.4";"719.2";"758.2";"";"45";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"30.8";"";"";"";"";"";"20.0";"14.5";"";"";"";"";"";"";
"07.12.2016 08:30";"18.4";"722.4";"762.9";"";"81";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"12.7";"";"";"";"";"";"";"10.0";"15.0";"";"";"";"";"";"";
"06.12.2016 17:30";"25.0";"719.9";"759.4";"";"57";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"30.2";"";"";"";"";"";"20.0";"15.8";"";"";"";"";"";"";
"06.12.2016 08:30";"21.6";"722.2";"762.1";"";"64";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"12.7";"";"";"";"";"";"";"10.0";"14.5";"";"";"";"";"";"";
"05.12.2016 17:30";"25.8";"719.8";"759.1";"";"49";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.4";"";"";"";"";"";"20.0";"14.4";"";"";"";"";"";"";
"05.12.2016 08:30";"22.8";"722.5";"761.6";"";"79";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"17.3";"";"";"";"";"";"";"10.0";"19.0";"";"";"";"";"";"";
"04.12.2016 17:30";"28.0";"720.6";"759.7";"";"63";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"33.0";"";"";"";"";"";"20.0";"20.4";"";"";"";"";"";"";
"04.12.2016 08:30";"25.2";"723.4";"763.0";"";"78";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"18.5";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"21.0";"";"";"";"";"";"";
"03.12.2016 17:30";"27.4";"720.3";"759.4";"";"46";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"30.5";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"50%.";"600-1000";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"20.0";"14.9";"";"";"";"";"";"";
"03.12.2016 08:30";"21.4";"722.4";"762.4";"";"81";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"17.4";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"100%.";"600-1000";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"17.9";"";"";"";"";"";"";
"02.12.2016 17:30";"28.0";"719.1";"758.1";"";"61";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"32.0";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"20.0";"19.7";"";"";"";"";"";"";
"02.12.2016 08:30";"19.2";"721.9";"762.1";"";"74";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"13.2";"";"";"";"";"";"";"10.0";"14.4";"";"";"";"";"";"";
"01.12.2016 08:30";"20.2";"721.6";"761.7";"";"80";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"12.7";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"16.6";"";"";"";"";"";"";
"30.11.2016 17:30";"27.2";"719.2";"758.2";"";"42";"Wind blowing from the south-east";"1";"";"";"70 – 80%.";" ";"";"";"";"32.0";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"20.0";"13.3";"";"";"";"";"";"";
"30.11.2016 08:30";"18.6";"722.2";"762.5";"";"70";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"11.5";"";"";"";"";"";"";"10.0";"12.9";"";"";"";"";"";"";
"29.11.2016 17:30";"29.6";"718.8";"757.5";"";"35";"Wind blowing from the south-east";"1";"";"";"50%.";" ";"";"";"";"32.7";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"20.0";"12.7";"";"";"";"";"";"";
"29.11.2016 08:30";"16.2";"721.4";"762.1";"";"81";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"11.5";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrostratus not progressively invading the sky and not entirely covering it.";"10.0";"13.0";"";"";"";"";"";"";
"28.11.2016 17:30";"30.2";"718.3";"756.9";"";"32";"Wind blowing from the north-east";"1";"";"";"40%.";" ";"";"";"";"32.2";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"20.0";"11.7";"";"";"";"";"";"";
"28.11.2016 08:30";"16.0";"721.0";"761.8";"";"79";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"11.2";"";"";"";"";"";"";"10.0";"12.4";"";"";"";"";"";"";
"27.11.2016 08:30";"18.0";"720.5";"760.9";"";"71";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"11.0";"";"";"";"";"";"";"10.0";"12.6";"";"";"";"";"";"";
"26.11.2016 08:30";"18.2";"721.9";"762.2";"";"70";"Wind blowing from the north-east";"1";"";"";"20–30%.";" ";"";"";"9.7";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"12.5";"";"";"";"";"";"";
"25.11.2016 17:30";"27.6";"718.0";"757.0";"";"38";"Wind blowing from the north-east";"1";"";"";"20–30%.";" ";"";"";"";"32.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"20.0";"12.1";"";"";"";"";"";"";
"25.11.2016 08:30";"23.2";"721.7";"761.5";"";"53";"Wind blowing from the north-east";"1";"";"";"40%.";" ";"";"";"10.7";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"13.2";"";"";"";"";"";"";
"24.11.2016 08:30";"25.2";"721.4";"760.7";"";"45";"Wind blowing from the south-east";"1";"";"";"20–30%.";" ";"";"";"11.2";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"12.4";"";"";"";"";"";"";
"23.11.2016 17:30";"26.2";"718.5";"757.6";"";"45";"Wind blowing from the north-east";"1";"";"";"20–30%.";" ";"";"";"";"31.8";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"20.0";"13.3";"";"";"";"";"";"";
"23.11.2016 08:30";"19.6";"720.5";"760.6";"";"65";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"11.5";"";"";"";"";"";"";"10.0";"12.9";"";"";"";"";"";"";
"22.11.2016 17:30";"25.2";"718.8";"758.0";"";"53";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.7";"";"";"";"";"";"20.0";"14.9";"";"";"";"";"";"";
"22.11.2016 08:30";"17.4";"720.7";"761.2";"";"80";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"11.2";"";"";"";"";"";"";"10.0";"13.9";"";"";"";"";"";"";
"21.11.2016 17:30";"21.6";"719.1";"758.9";"";"56";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"20.0";"12.5";"";"";"";"";"";"";
"21.11.2016 08:30";"20.2";"721.1";"761.2";"";"71";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"12.2";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrostratus covering the whole sky.";"10.0";"14.8";"";"";"";"";"";"";
"20.11.2016 08:30";"19.6";"720.7";"760.8";"";"67";"Wind blowing from the north-east";"1";"";"";"40%.";" ";"";"";"9.2";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"13.3";"";"";"";"";"";"";
