# Weather station Calicut (airport), India, WMO_ID=43320,selection from 08.12.2015 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=43320&lang=en
#
"Local time in Calicut (airport)";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"08.01.2017 17:30";"28.4";"745.8";"754.9";"";"61";"Wind blowing from the west-northwest";"4";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"32.1";"";"";"";"";"";"4.0";"20.2";"";"";"";"";"";"";
"08.01.2017 11:30";"24.4";"749.2";"758.5";"0.0";"80";"Wind blowing from the east";"2";"";"";"10%  or less, but not 0";"Haze. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"22.0";"32.1";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"20.8";"";"";"";"";"";"";
"08.01.2017 08:30";"24.4";"749.2";"758.5";"";"80";"Wind blowing from the east";"2";"";"";"10%  or less, but not 0";"Haze. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"22.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"20.8";"";"";"";"";"";"";
"07.01.2017 17:30";"28.8";"746.2";"755.3";"";"60";"Wind blowing from the west-northwest";"3";"";"";"no clouds";" ";"";"";"";"32.1";"";"";"";"";"";"4.0";"20.3";"";"";"";"";"";"";
"07.01.2017 08:30";"24.0";"749.5";"758.8";"";"77";"Wind blowing from the north-east";"2";"";"";"40%.";"Mist. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"22.2";"";"Stratocumulus cumulogenitus.";"20–30%.";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"19.7";"";"";"";"";"";"";
"06.01.2017 17:30";"29.0";"747.6";"756.7";"";"62";"Wind blowing from the west";"4";"";"";"no clouds";" ";"";"";"";"32.4";"";"";"";"";"";"4.0";"20.9";"";"";"";"";"";"";
"06.01.2017 08:30";"23.8";"750.3";"759.6";"";"80";"Wind blowing from the east";"3";"";"";"no clouds";"Mist. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"22.0";"";"";"";"";"";"";"4.0";"20.1";"";"";"";"";"";"";
"05.01.2017 17:30";"29.6";"747.3";"756.4";"";"49";"Wind blowing from the west";"3";"";"";"no clouds";" ";"";"";"";"32.4";"";"";"";"";"";"4.0";"17.7";"";"";"";"";"";"";
"05.01.2017 08:30";"23.4";"750.4";"759.7";"";"80";"Wind blowing from the east";"2";"";"";"10%  or less, but not 0";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"21.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"2.0";"19.7";"";"";"";"";"";"";
"04.01.2017 17:30";"29.6";"748.1";"757.2";"";"55";"Wind blowing from the west";"3";"";"";"no clouds";" ";"";"";"";"31.8";"";"";"";"";"";"4.0";"19.5";"";"";"";"";"";"";
"04.01.2017 08:30";"25.2";"750.9";"760.2";"";"76";"Wind blowing from the north-east";"1";"";"";"40%.";"Mist. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"22.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"300-600";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"20.6";"";"";"";"";"";"";
"03.01.2017 17:30";"29.0";"748.0";"757.1";"";"54";"Wind blowing from the west-northwest";"3";"";"";"no clouds";" ";"";"";"";"32.6";"";"";"";"";"";"4.0";"18.8";"";"";"";"";"";"";
"03.01.2017 08:30";"24.2";"751.4";"760.7";"";"82";"Wind blowing from the east";"3";"";"";"10%  or less, but not 0";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"21.6";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"20.9";"";"";"";"";"";"";
"02.01.2017 17:30";"29.8";"748.8";"757.9";"";"57";"Wind blowing from the west";"3";"";"";"10%  or less, but not 0";" ";"";"";"";"32.3";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"20.5";"";"";"";"";"";"";
"02.01.2017 08:30";"23.6";"751.6";"760.9";"";"73";"Wind blowing from the east";"2";"";"";"40%.";" ";"";"";"21.4";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"18.5";"";"";"";"";"";"";
"01.01.2017 17:30";"29.4";"747.6";"756.7";"";"56";"Wind blowing from the west";"3";"";"";"40%.";" ";"";"";"";"33.4";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"19.6";"";"";"";"";"";"";
"01.01.2017 08:30";"22.8";"751.0";"760.3";"";"71";"Wind blowing from the east";"4";"";"";"10%  or less, but not 0";" ";"";"";"20.2";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"17.3";"";"";"";"";"";"";
"31.12.2016 17:30";"29.4";"747.5";"756.6";"";"56";"Wind blowing from the west";"4";"";"";"10%  or less, but not 0";" ";"";"";"";"32.4";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"19.6";"";"";"";"";"";"";
"31.12.2016 08:30";"24.0";"750.2";"759.5";"";"65";"Wind blowing from the east";"3";"";"";"40%.";" ";"";"";"21.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"16.9";"";"";"";"";"";"";
"30.12.2016 17:30";"30.0";"748.5";"757.6";"";"51";"Wind blowing from the west";"3";"";"";"40%.";" ";"";"";"";"33.5";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"18.9";"";"";"";"";"";"";
"30.12.2016 08:30";"23.0";"750.7";"760.0";"";"74";"Wind blowing from the east";"2";"";"";"90  or more, but not 100%";"Mist. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"21.5";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"18.2";"";"";"";"";"";"";
"29.12.2016 17:30";"31.0";"747.0";"756.0";"";"52";"Wind blowing from the west-southwest";"3";"";"";"no clouds";" ";"";"";"";"35.1";"";"";"";"";"";"10.0";"20.1";"";"";"";"";"";"";
"29.12.2016 08:30";"25.0";"749.9";"759.1";"";"73";"Wind blowing from the east";"2";"";"";"no clouds";" ";"";"";"21.9";"";"";"";"";"";"";"4.0";"19.8";"";"";"";"";"";"";
"28.12.2016 17:30";"31.0";"746.6";"755.6";"";"54";"Wind blowing from the west";"3";"";"";"10%  or less, but not 0";" ";"";"";"";"34.4";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2000-2500";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"20.5";"";"";"";"";"";"";
"28.12.2016 08:30";"25.2";"749.3";"758.5";"";"64";"Wind blowing from the east";"2";"";"";"20–30%.";" ";"";"";"20.8";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"300-600";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"17.9";"";"";"";"";"";"";
"27.12.2016 17:30";"29.4";"745.9";"755.0";"";"60";"Wind blowing from the west-northwest";"3";"";"";"10%  or less, but not 0";" ";"";"";"";"33.4";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"20.7";"";"";"";"";"";"";
"27.12.2016 08:30";"24.4";"749.5";"758.8";"";"83";"Wind blowing from the east";"2";"";"";"10%  or less, but not 0";"Mist. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"22.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"2.0";"21.4";"";"";"";"";"";"";
"26.12.2016 17:30";"29.0";"747.2";"756.3";"";"62";"Wind blowing from the west-northwest";"3";"";"";"no clouds";" ";"";"";"";"31.4";"";"";"";"";"";"4.0";"20.9";"";"";"";"";"";"";
"26.12.2016 08:30";"24.6";"750.2";"759.5";"";"80";"Wind blowing from the east";"3";"";"";"no clouds";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"22.6";"";"";"";"";"";"";"4.0";"21.0";"";"";"";"";"";"";
"25.12.2016 17:30";"29.2";"747.7";"756.8";"";"61";"Wind blowing from the west";"2";"";"";"no clouds";" ";"";"";"";"32.2";"";"";"";"";"";"4.0";"20.8";"";"";"";"";"";"";
"25.12.2016 08:30";"24.6";"749.8";"759.1";"";"71";"Wind blowing from the east";"2";"";"";"10%  or less, but not 0";" ";"";"";"21.8";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"19.0";"";"";"";"";"";"";
"24.12.2016 17:30";"29.0";"745.8";"754.9";"";"68";"Wind blowing from the west";"3";"";"";"no clouds";" ";"";"";"";"32.8";"";"";"";"";"";"4.0";"22.5";"";"";"";"";"";"";
"24.12.2016 08:30";"25.4";"749.1";"758.3";"";"81";"Wind blowing from the east";"2";"";"";"20–30%.";"Mist. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"22.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"2.0";"21.8";"";"";"";"";"";"";
"23.12.2016 17:30";"29.2";"747.2";"756.3";"";"71";"Wind blowing from the west";"3";"";"";"no clouds";" ";"";"";"";"31.5";"";"";"";"";"";"4.0";"23.3";"";"";"";"";"";"";
"23.12.2016 08:30";"23.6";"750.4";"759.7";"";"98";"Wind blowing from the east-northeast";"2";"";"";"50%.";"Fog or ice fog, sky visible, no appreciable change during the preceding hour. ";"Fog or ice fog or thick haze.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"21.9";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"50%.";"100-200";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"0.5";"23.3";"";"";"";"";"";"";
"22.12.2016 17:30";"29.2";"748.4";"757.5";"";"72";"Wind blowing from the west";"3";"";"";"no clouds";" ";"";"";"";"32.7";"";"";"";"";"";"4.0";"23.7";"";"";"";"";"";"";
"22.12.2016 08:30";"25.6";"751.4";"760.6";"";"85";"Wind blowing from the north-east";"2";"";"";"no clouds";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"23.0";"";"";"";"";"";"";"2.0";"22.9";"";"";"";"";"";"";
"21.12.2016 17:30";"30.6";"748.5";"757.6";"";"59";"Wind blowing from the west-northwest";"3";"";"";"20–30%.";" ";"";"";"";"34.0";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"21.7";"";"";"";"";"";"";
"21.12.2016 08:30";"25.4";"751.0";"760.3";"";"76";"Wind blowing from the east";"2";"";"";"50%.";"Mist. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"22.6";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"300-600";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"20.8";"";"";"";"";"";"";
"20.12.2016 17:30";"30.6";"747.4";"756.4";"";"54";"Wind blowing from the west";"4";"";"";"50%.";" ";"";"";"";"35.0";"Stratocumulus cumulogenitus.";"20–30%.";"300-600";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"20.4";"";"";"";"";"";"";
"20.12.2016 08:30";"24.8";"750.1";"759.4";"";"72";"Wind blowing from the east";"3";"";"";"10%  or less, but not 0";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"22.2";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"19.5";"";"";"";"";"";"";
"19.12.2016 17:30";"29.4";"747.9";"757.0";"";"64";"Wind blowing from the west-northwest";"3";"";"";"60%.";" ";"";"";"";"32.0";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"22.0";"";"";"";"";"";"";
"19.12.2016 08:30";"25.0";"751.2";"760.5";"";"85";"Wind blowing from the east";"2";"";"";"20–30%.";"Mist. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"22.6";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"22.3";"";"";"";"";"";"";
"18.12.2016 17:30";"29.0";"748.8";"757.9";"";"68";"Wind blowing from the west";"3";"";"";"20–30%.";" ";"";"";"";"31.8";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"22.5";"";"";"";"";"";"";
"18.12.2016 08:30";"25.2";"751.3";"760.6";"";"87";"Wind blowing from the east";"3";"";"";"20–30%.";"Mist. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"22.8";"";"Stratocumulus cumulogenitus.";"20–30%.";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"22.8";"";"";"";"";"";"";
"17.12.2016 17:30";"28.6";"748.5";"757.6";"";"70";"Wind blowing from the west-northwest";"3";"";"";"40%.";" ";"";"";"";"32.9";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"22.7";"";"";"";"";"";"";
"17.12.2016 08:30";"25.6";"751.7";"761.0";"";"78";"Wind blowing from the east";"2";"";"";"20–30%.";" ";"";"";"22.8";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"21.4";"";"";"";"";"";"";
"16.12.2016 17:30";"29.2";"748.7";"757.8";"";"64";"Wind blowing from the west";"3";"";"";"10%  or less, but not 0";" ";"";"";"";"33.6";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"10%  or less, but not 0";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"21.8";"";"";"";"";"";"";
"16.12.2016 08:30";"25.4";"750.6";"759.8";"";"87";"Wind blowing from the east";"2";"";"";"no clouds";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"22.4";"";"";"";"";"";"";"4.0";"23.0";"";"";"";"";"";"";
"15.12.2016 17:30";"31.2";"747.2";"756.2";"";"60";"Wind blowing from the south";"2";"";"";"50%.";" ";"";"";"";"32.9";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"300-600";"Altocumulus translucidus at a single level.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"22.4";"";"";"";"";"";"";
