# Weather station Alapuzha, India, WMO_ID=43352,selection from 10.07.2013 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=43352&lang=en
#
"Local time in Alapuzha";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"12.12.2015 08:30";"29.6";"";"758.2";"";"78";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"25.0";"";"Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"25.4";"";"";"";"";"";"";
"11.12.2015 17:30";"31.0";"";"756.8";"";"78";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"22.1";"Stratocumulus cumulogenitus.";"40%.";"300-600";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"";"4.0";"26.8";"";"";"";"";"";"";
"11.12.2015 11:30";"30.0";"";"759.1";"";"75";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"";"Stratocumulus cumulogenitus.";"50%.";"300-600";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"";"2.0";"25.2";"";"";"";"";"";"";
"11.12.2015 08:30";"27.6";"";"759.1";"";"94";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"25.2";"";"Stratocumulus cumulogenitus.";"40%.";"300-600";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"";"2.0";"26.6";"";"";"";"";"";"";
"10.12.2015 17:30";"30.2";"";"756.4";"";"81";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"33.5";"Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"26.6";"";"";"";"";"";"";
"10.12.2015 11:30";"30.8";"";"759.2";"";"84";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"";"Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"27.8";"";"";"";"";"";"";
"10.12.2015 08:30";"28.0";"";"759.2";"";"92";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"24.2";"";"Stratocumulus cumulogenitus.";"40%.";"300-600";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"26.6";"";"";"";"";"";"";
"09.12.2015 17:30";"29.0";"";"756.7";"";"85";"Calm, no wind";"0";"";"";"90  or more, but not 100%";" ";"";"";"";"34.4";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"40%.";"300-600";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"26.2";"";"";"";"";"";"";
"09.12.2015 11:30";"31.8";"";"758.7";"";"65";"Wind blowing from the west";"2";"";"";"70 – 80%.";" ";"";"";"";"";"Stratocumulus cumulogenitus.";"40%.";"300-600";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"24.4";"";"";"";"";"";"";
"09.12.2015 08:30";"26.8";"";"759.0";"";"86";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"24.6";"";"Stratocumulus cumulogenitus.";"40%.";"300-600";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"24.2";"";"";"";"";"";"";
"08.12.2015 17:30";"29.0";"";"756.4";"";"85";"Calm, no wind";"0";"";"";"90  or more, but not 100%";" ";"";"";"";"32.0";"Stratocumulus cumulogenitus.";"40%.";"300-600";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"26.2";"";"";"";"";"";"";
"08.12.2015 11:30";"29.2";"";"759.4";"";"86";"Calm, no wind";"0";"";"";"90  or more, but not 100%";" ";"";"";"";"";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"40%.";"300-600";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"26.7";"";"";"";"";"";"";
"08.12.2015 08:30";"26.6";"";"759.6";"";"95";"Calm, no wind";"0";"";"";"90  or more, but not 100%";" ";"";"";"24.4";"";"Stratocumulus cumulogenitus.";"40%.";"300-600";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"25.7";"";"";"";"";"";"";
"07.12.2015 17:30";"25.6";"";"757.0";"";"100";"Calm, no wind";"0";"";"";"100%.";"Thunderstorm, heavy, without hail, but with rain and/or snow at time of observation. ";"Thunderstorm(s) with or without precipitation.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.";"90  or more, but not 100%";"300-600";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"";"2.0";"25.6";"";"";"";"";"";"";
"07.12.2015 08:30";"27.6";"";"758.4";"";"87";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"24.9";"";"Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"25.3";"";"";"";"";"";"";
"06.12.2015 08:30";"27.6";"";"757.7";"";"89";"Calm, no wind";"0";"";"";"90  or more, but not 100%";" ";"";"";"25.5";"";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"25.6";"";"";"";"";"";"";
"05.12.2015 08:30";"26.6";"";"757.1";"";"87";"Wind blowing from the east";"1";"";"";"40%.";" ";"";"";"25.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2000-2500";"Altocumulus translucidus at a single level.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"24.3";"";"";"";"";"";"";
"04.12.2015 08:30";"27.8";"";"758.5";"";"89";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"25.2";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2000-2500";"Altocumulus cumulogenitus (or cumulonimbogenitus).";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"25.8";"";"";"";"";"";"";
"03.12.2015 08:30";"26.6";"";"759.3";"";"93";"Calm, no wind";"0";"";"";"100%.";"State of sky on the whole unchanged. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"24.7";"";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"10%  or less, but not 0";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"25.3";"";"";"";"";"";"";
"02.12.2015 08:30";"26.8";"";"758.7";"";"92";"Wind blowing from the south-east";"1";"";"";"90  or more, but not 100%";" ";"";"";"25.1";"";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"25.3";"";"";"";"";"";"";
"01.12.2015 08:30";"28.6";"";"758.6";"";"85";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"25.4";"";"Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"25.8";"";"";"";"";"";"";
"30.11.2015 08:30";"26.4";"";"760.6";"";"95";"Calm, no wind";"0";"";"";"90  or more, but not 100%";" ";"";"";"24.9";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"40%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"25.5";"";"";"";"";"";"";
"29.11.2015 08:30";"27.4";"";"759.4";"";"83";"Wind blowing from the east";"1";"";"";"20–30%.";" ";"";"";"24.5";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2000-2500";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"24.2";"";"";"";"";"";"";
"28.11.2015 08:30";"26.4";"";"759.2";"";"95";"Calm, no wind";"0";"";"";"90  or more, but not 100%";" ";"";"";"23.7";"";"Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"25.5";"";"";"";"";"";"";
"27.11.2015 08:30";"26.2";"";"758.3";"";"92";"Wind blowing from the south-east";"1";"";"";"70 – 80%.";" ";"";"";"24.5";"";"Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"24.8";"";"";"";"";"";"";
"26.11.2015 08:30";"27.4";"";"759.1";"";"81";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"25.4";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2000-2500";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"23.9";"";"";"";"";"";"";
"25.11.2015 08:30";"27.4";"";"758.8";"";"89";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"24.9";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2000-2500";"Altocumulus cumulogenitus (or cumulonimbogenitus).";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"25.4";"";"";"";"";"";"";
"24.11.2015 08:30";"27.6";"";"758.9";"";"92";"Calm, no wind";"0";"";"";"90  or more, but not 100%";" ";"";"";"24.5";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2000-2500";"Altocumulus cumulogenitus (or cumulonimbogenitus).";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"26.2";"";"";"";"";"";"";
"23.11.2015 08:30";"26.6";"";"758.4";"";"94";"Calm, no wind";"0";"";"";"90  or more, but not 100%";"Clouds generally dissolving or becoming less developed. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"24.6";"";"Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"25.5";"";"";"";"";"";"";
"22.11.2015 08:30";"27.6";"";"757.6";"";"92";"Calm, no wind";"0";"";"";"90  or more, but not 100%";" ";"";"";"25.4";"";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"40%.";"300-600";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"26.2";"";"";"";"";"";"";
"21.11.2015 08:30";"26.0";"";"757.8";"";"95";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"24.6";"";"Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"25.1";"";"";"";"";"";"";
"20.11.2015 08:30";"27.4";"";"757.5";"";"87";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"25.2";"";"Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"25.1";"";"";"";"";"";"";
"19.11.2015 08:30";"26.8";"";"757.6";"";"94";"Wind blowing from the east";"3";"";"";"90  or more, but not 100%";"State of sky on the whole unchanged. ";"Drizzle.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"24.9";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"90  or more, but not 100%";"2000-2500";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"25.7";"";"";"";"";"";"";
"18.11.2015 08:30";"26.2";"";"757.1";"";"94";"Calm, no wind";"0";"";"";"90  or more, but not 100%";" ";"";"";"24.6";"";"Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"25.1";"";"";"";"";"";"";
"17.11.2015 08:30";"27.4";"";"756.7";"";"94";"Calm, no wind";"0";"";"";"90  or more, but not 100%";"Clouds generally dissolving or becoming less developed. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"25.0";"";"Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"26.3";"";"";"";"";"";"";
"16.11.2015 08:30";"26.6";"";"757.0";"";"89";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"24.4";"";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"24.6";"";"";"";"";"";"";
"15.11.2015 08:30";"27.2";"";"756.9";"";"90";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"25.4";"";"Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"25.5";"";"";"";"";"";"";
"14.11.2015 08:30";"26.8";"";"757.9";"";"94";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"24.6";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2000-2500";"Altocumulus cumulogenitus (or cumulonimbogenitus).";"Cirrostratus covering the whole sky.";"10.0";"25.7";"";"";"";"";"";"";
"13.11.2015 08:30";"26.6";"";"759.7";"";"87";"Calm, no wind";"0";"";"";"90  or more, but not 100%";"Clouds generally dissolving or becoming less developed. ";"Drizzle.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"24.5";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"24.3";"";"";"";"";"";"";
"12.11.2015 08:30";"28.0";"";"758.8";"";"85";"Wind blowing from the south-east";"1";"";"";"10%  or less, but not 0";" ";"";"";"24.6";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"25.2";"";"";"";"";"";"";
