# Weather station Tirupati, India, WMO_ID=43275,selection from 07.12.2015 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=43275&lang=en
#
"Local time in Tirupati";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"27.01.2017 11:30";"27.2";"752.1";"761.2";"-0.3";"71";"Wind blowing from the east-northeast";"5";"";"";"90  or more, but not 100%";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"40%.";"300-600";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"21.5";"";"";"";"";"";"";
"27.01.2017 08:30";"25.4";"752.4";"761.4";"1.7";"85";"Wind blowing from the east-northeast";"3";"";"";"90  or more, but not 100%";"Mist. ";"Drizzle.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"23.7";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"50%.";"300-600";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"22.7";"";"";"";"";"";"";
"27.01.2017 05:30";"24.6";"750.7";"759.7";"";"90";"Wind blowing from the north-east";"3";"";"";"60%.";"Mist. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"22.8";"";"";"";"";"";"";
"26.01.2017 17:30";"24.6";"751.2";"760.2";"-0.1";"87";"Wind blowing from the east-southeast";"4";"";"";"90  or more, but not 100%";"Drizzle, not freezing, continuous, moderate at time of observation. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"28.4";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"50%.";"300-600";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"22.2";"";"";"";"";"";"";
"26.01.2017 14:30";"28.2";"751.3";"760.1";"-1.9";"62";"Wind blowing from the north-northeast";"3";"";"";"90  or more, but not 100%";"Drizzle, not freezing, continuous, slight at time of observation. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"50%.";"300-600";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"20.3";"";"";"";"";"";"";
"26.01.2017 11:30";"27.2";"753.2";"762.1";"-0.5";"70";"Wind blowing from the east-northeast";"5";"";"";"90  or more, but not 100%";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"21.2";"";"";"";"";"";"";
"26.01.2017 08:30";"24.0";"753.7";"762.7";"1.5";"83";"Wind blowing from the east-southeast";"3";"";"";"70 – 80%.";"Mist. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"21.9";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"2.0";"21.0";"";"";"";"";"";"";
"26.01.2017 05:30";"22.4";"752.2";"761.2";"";"87";"Calm, no wind";"0";"";"";"50%.";"Mist. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"2.0";"20.2";"";"";"";"";"";"";
"25.01.2017 17:30";"27.6";"751.5";"760.3";"0.3";"61";"Wind blowing from the east-northeast";"6";"";"";"70 – 80%.";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"32.0";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"19.3";"";"";"";"";"";"";
"25.01.2017 14:30";"30.2";"751.2";"760.0";"-2.7";"52";"Wind blowing from the east-northeast";"6";"";"";"60%.";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"2.0";"19.2";"";"";"";"";"";"";
"25.01.2017 11:30";"27.6";"753.9";"762.8";"-0.1";"59";"Wind blowing from the east-northeast";"6";"";"";"60%.";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"2.0";"18.9";"";"";"";"";"";"";
"25.01.2017 08:30";"23.0";"754.0";"763.0";"1.6";"88";"Wind blowing from the south-east";"2";"";"";"50%.";"Mist. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"21.2";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"2.0";"20.9";"";"";"";"";"";"";
"25.01.2017 05:30";"21.8";"752.4";"761.5";"";"93";"Calm, no wind";"0";"";"";"40%.";"Mist. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"2.0";"20.6";"";"";"";"";"";"";
"24.01.2017 17:30";"28.0";"751.7";"760.6";"0.4";"61";"Wind blowing from the east-northeast";"5";"";"";"40%.";"Haze. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"31.2";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"19.7";"";"";"";"";"";"";
"24.01.2017 14:30";"30.2";"751.3";"760.0";"-2.4";"53";"Wind blowing from the east-northeast";"5";"";"";"50%.";"Haze. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"19.5";"";"";"";"";"";"";
"24.01.2017 11:30";"27.8";"753.7";"762.7";"-0.1";"61";"Wind blowing from the north-east";"5";"";"";"50%.";"Haze. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"19.5";"";"";"";"";"";"";
"24.01.2017 08:30";"21.6";"753.8";"763.0";"1.9";"86";"Calm, no wind";"0";"";"";"50%.";"Mist. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"19.3";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"2.0";"19.1";"";"";"";"";"";"";
"24.01.2017 05:30";"20.0";"751.9";"761.1";"";"91";"Calm, no wind";"0";"";"";"50%.";"Mist. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"2.0";"18.4";"";"";"";"";"";"";
"23.01.2017 17:30";"28.2";"752.1";"761.0";"0.4";"60";"Wind blowing from the east-northeast";"4";"";"";"40%.";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"30.6";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"19.6";"";"";"";"";"";"";
"23.01.2017 14:30";"29.2";"751.7";"760.6";"-2.6";"58";"Wind blowing from the east";"6";"";"";"60%.";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"20.1";"";"";"";"";"";"";
"23.01.2017 11:30";"27.0";"754.3";"763.2";"-0.3";"67";"Wind blowing from the east-northeast";"6";"";"";"70 – 80%.";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"2.0";"20.3";"";"";"";"";"";"";
"23.01.2017 08:30";"22.6";"754.6";"763.6";"1.7";"90";"Calm, no wind";"0";"";"";"70 – 80%.";"Mist. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"20.8";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"2.0";"20.8";"";"";"";"";"";"";
"23.01.2017 05:30";"21.4";"752.9";"762.1";"";"89";"Calm, no wind";"0";"";"";"60%.";"Mist. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"2.0";"19.5";"";"";"";"";"";"";
"22.01.2017 17:30";"28.6";"752.5";"761.5";"0.2";"58";"Wind blowing from the east-northeast";"6";"";"";"50%.";"Haze. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"31.9";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"19.4";"";"";"";"";"";"";
