# Weather station Dadeldhura, Nepal, WMO_ID=44404,selection from 01.01.2012 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=44404&lang=en
#
"Local time in Dadeldhura";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"29.07.2015 05:45";"16.8";"605.0";"";"";"96";"Wind blowing from the east";"1";"";"";"90  or more, but not 100%";"Mist. ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"20–30%.";"300-600";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"3.0";"16.2";"";"";"";"";"";"";
"28.07.2015 17:45";"23.2";"606.2";"";"-0.2";"81";"Wind blowing from the west";"2";"";"";"60%.";" ";"";"";"";"27.3";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"300-600";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"No Cirrus, Cirrocumulus or Cirrostratus.";"8.0";"19.7";"No precipitation";"9";"";"";"";"";
"28.07.2015 14:45";"25.4";"606.4";"";"-0.4";"72";"Wind blowing from the west-southwest";"3";"";"";"50%.";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"20–30%.";"300-600";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"No Cirrus, Cirrocumulus or Cirrostratus.";"8.0";"20.0";"";"";"";"";"";"";
"28.07.2015 11:45";"24.1";"606.8";"";"-0.5";"72";"Wind blowing from the west";"2";"";"";"60%.";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"20–30%.";"300-600";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"6.0";"18.7";"";"";"";"";"";"";
"28.07.2015 08:45";"20.2";"607.3";"";"0.6";"86";"Wind blowing from the south-east";"2";"";"";"70 – 80%.";"Mist. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"17.4";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"50%.";"300-600";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"3.0";"17.7";"No precipitation";"24";"";"";"";"";
"28.07.2015 05:45";"17.5";"606.7";"";"";"100";"Calm, no wind";"0";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"Fog or ice fog, sky invisible, no appreciable change during the preceding hour. ";"";"";"";"";"";"";"";"";"";"0.3";"17.5";"";"";"";"";"";"";
"27.07.2015 17:45";"24.5";"606.1";"";"-0.6";"71";"Wind blowing from the west-southwest";"3";"";"";"50%.";" ";"";"";"";"26.3";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"20–30%.";"200-300";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"7.0";"18.9";"No precipitation";"9";"";"";"";"";
"27.07.2015 14:45";"25.7";"606.7";"";"-0.3";"75";"Wind blowing from the west";"3";"";"";"50%.";" ";"";"";"";"";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"20–30%.";"200-300";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"No Cirrus, Cirrocumulus or Cirrostratus.";"7.0";"20.9";"";"";"";"";"";"";
"27.07.2015 11:45";"23.8";"607.0";"";"-0.3";"84";"Wind blowing from the east";"1";"";"";"20–30%.";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"6.0";"21.0";"";"";"";"";"";"";
"27.07.2015 08:45";"23.2";"607.3";"";"0.5";"80";"Wind blowing from the east";"1";"";"";"20–30%.";" ";"";"";"17.0";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"6.0";"19.5";"No precipitation";"24";"";"";"";"";
"27.07.2015 05:45";"17.2";"606.8";"";"";"97";"Calm, no wind";"0";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"Mist. ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"3.0";"16.7";"";"";"";"";"";"";
"26.07.2015 17:45";"22.8";"606.6";"";"-0.6";"85";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"";"26.1";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"20–30%.";"200-300";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"No Cirrus, Cirrocumulus or Cirrostratus.";"6.0";"20.2";"0.2";"9";"";"";"";"";
"26.07.2015 14:45";"24.4";"607.2";"";"0.0";"82";"Wind blowing from the west";"2";"";"";"90  or more, but not 100%";" ";"";"";"";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"90  or more, but not 100%";"100-200";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"6.0";"21.2";"";"";"";"";"";"";
"26.07.2015 11:45";"25.0";"607.2";"";"0.2";"77";"Wind blowing from the south";"2";"";"";"50%.";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"20–30%.";"200-300";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"6.0";"20.7";"";"";"";"";"";"";
"26.07.2015 08:45";"21.8";"607.0";"";"0.5";"90";"Wind blowing from the east-southeast";"2";"";"";"60%.";"Mist. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Fog or ice fog or thick haze.";"17.6";"";"Stratocumulus cumulogenitus.";"40%.";"200-300";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"20.1";"4.0";"24";"";"";"";"";
"26.07.2015 05:45";"17.8";"606.5";"";"";"99";"Wind blowing from the east";"1";"";"";"50%.";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"10%  or less, but not 0";"300-600";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"No Cirrus, Cirrocumulus or Cirrostratus.";"6.0";"17.7";"";"";"";"";"";"";
"25.07.2015 17:45";"21.8";"605.2";"";"-0.9";"92";"Wind blowing from the south";"1";"";"";"90  or more, but not 100%";"Thunderstorm, slight or moderate, without hail, but with rain and/or snow at time of observation. ";"Thunderstorm(s) with or without precipitation.";"Drizzle.";"";"26.7";"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.";"40%.";"200-300";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"20.5";"0.5";"9";"";"";"";"";
"25.07.2015 14:45";"25.6";"606.1";"";"-1.2";"71";"Wind blowing from the south";"2";"";"";"70 – 80%.";" ";"";"";"";"";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"40%.";"200-300";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"No Cirrus, Cirrocumulus or Cirrostratus.";"7.0";"20.0";"";"";"";"";"";"";
"25.07.2015 11:45";"23.6";"607.3";"";"-0.1";"75";"Wind blowing from the east";"1";"";"";"20–30%.";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"10%  or less, but not 0";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"7.0";"19.0";"";"";"";"";"";"";
"25.07.2015 08:45";"20.6";"607.4";"";"";"92";"Wind blowing from the east-southeast";"2";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"Fog or ice fog, sky invisible, no appreciable change during the preceding hour. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"17.9";"";"";"";"";"";"";"0.6";"19.2";"3.0";"24";"";"";"";"";
"24.07.2015 17:45";"23.0";"606.6";"";"-0.8";"83";"Wind blowing from the west-southwest";"2";"";"";"70 – 80%.";" ";"";"";"";"25.1";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"20–30%.";"200-300";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"6.0";"19.9";"No precipitation";"9";"";"";"";"";
"24.07.2015 14:45";"24.5";"607.4";"";"-0.8";"77";"Wind blowing from the west";"3";"";"";"60%.";" ";"";"";"";"";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"40%.";"200-300";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"5.0";"20.2";"";"";"";"";"";"";
"24.07.2015 11:45";"22.2";"608.2";"";"0.1";"85";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"300-600";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"7.0";"19.5";"";"";"";"";"";"";
"24.07.2015 08:45";"19.0";"608.1";"";"0.6";"98";"Wind blowing from the south";"1";"";"";"50%.";" ";"";"";"16.6";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"10%  or less, but not 0";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"6.0";"18.7";"58.0";"24";"";"";"";"";
"24.07.2015 05:45";"16.6";"607.5";"";"";"100";"Wind blowing from the east";"2";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"Drizzle, not freezing, intermittent, slight at time of observation. ";"";"";"";"";"";"";"";"";"";"0.3";"16.6";"";"";"";"";"";"";
"23.07.2015 17:45";"22.0";"607.2";"";"-0.7";"89";"Wind blowing from the west";"3";"";"";"90  or more, but not 100%";"State of sky on the whole unchanged. ";"Rain.";"Drizzle.";"";"24.4";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"40%.";"200-300";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"No Cirrus, Cirrocumulus or Cirrostratus.";"6.0";"20.1";"3.0";"9";"";"";"";"";
"23.07.2015 14:45";"20.4";"607.9";"";"-0.7";"93";"Wind blowing from the west";"2";"";"";"90  or more, but not 100%";"Drizzle, not freezing, intermittent, moderate at time of observation. ";"Drizzle.";"Fog or ice fog or thick haze.";"";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"90  or more, but not 100%";"200-300";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"19.2";"";"";"";"";"";"";
"23.07.2015 11:45";"22.6";"608.6";"";"0.2";"81";"Calm, no wind";"0";"";"";"90  or more, but not 100%";"State of sky on the whole unchanged. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"90  or more, but not 100%";"200-300";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"6.0";"19.2";"";"";"";"";"";"";
"23.07.2015 08:45";"18.6";"608.4";"";"1.4";"98";"Calm, no wind";"0";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"Fog or ice fog, sky invisible, no appreciable change during the preceding hour. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"17.5";"";"";"";"";"";"";"0.7";"18.2";"4.0";"24";"";"";"";"";
"23.07.2015 05:45";"17.6";"607.0";"";"";"100";"Calm, no wind";"0";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"Fog or ice fog, sky invisible, no appreciable change during the preceding hour. ";"";"";"";"";"";"";"";"";"";"0.1";"17.6";"";"";"";"";"";"";
"22.07.2015 17:45";"21.7";"605.8";"";"-1.5";"89";"Wind blowing from the east";"1";"";"";"70 – 80%.";" ";"";"";"";"24.5";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"50%.";"300-600";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"No Cirrus, Cirrocumulus or Cirrostratus.";"6.0";"19.8";"0.3";"9";"";"";"";"";
"22.07.2015 14:45";"22.2";"607.3";"";"-0.9";"86";"Wind blowing from the south-west";"1";"";"";"100%.";"State of sky on the whole unchanged. ";"Drizzle.";"Fog or ice fog or thick haze.";"";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"100%.";"200-300";"";"";"6.0";"19.8";"";"";"";"";"";"";
"22.07.2015 11:45";"19.0";"608.2";"";"0.6";"98";"Wind blowing from the east";"1";"";"";"100%.";"Mist. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"50%.";"300-600";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"18.7";"";"";"";"";"";"";
"22.07.2015 08:45";"19.6";"607.6";"";"0.7";"93";"Calm, no wind";"0";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"Fog or ice fog, sky invisible, no appreciable change during the preceding hour. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"17.0";"";"";"";"";"";"";"0.3";"18.5";"5.0";"24";"";"";"";"";
"22.07.2015 05:45";"17.0";"606.9";"";"";"100";"Wind blowing from the east";"1";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"Drizzle, not freezing, intermittent, slight at time of observation. ";"";"";"";"";"";"";"";"";"";"0.2";"17.0";"";"";"";"";"";"";
"21.07.2015 17:45";"20.9";"605.9";"";"";"91";"Wind blowing from the west-southwest";"2";"";"";"90  or more, but not 100%";"State of sky on the whole unchanged. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"23.0";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"20–30%.";"200-300";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"No Cirrus, Cirrocumulus or Cirrostratus.";"6.0";"19.4";"No precipitation";"9";"";"";"";"";
"21.07.2015 11:45";"22.2";"606.7";"";"";"81";"Wind blowing from the west-southwest";"2";"";"";"90  or more, but not 100%";" ";"";"";"";"";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"40%.";"200-300";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"No Cirrus, Cirrocumulus or Cirrostratus.";"6.0";"18.8";"";"";"";"";"";"";
"21.07.2015 08:45";"20.3";"606.5";"";"0.8";"89";"Wind blowing from the south-southeast";"1";"";"";"40%.";" ";"";"";"17.7";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"10%  or less, but not 0";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"6.0";"18.4";"4.0";"24";"";"";"";"";
