# Weather station Mukteshwar / Kumaon, India, WMO_ID=42147,selection from 01.01.2012 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42147&lang=en
#
"Local time in Mukteshwar / Kumaon";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"10.01.2016 11:30";"12.8";"583.6";"";"1.2";"24";"Wind blowing from the south-west";"1";"";"";"40%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"-7.3";"";"";"";"";"";"";
"10.01.2016 08:30";"7.0";"582.4";"";"";"35";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"2.5";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"1000-1500";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"-7.5";"";"";"";"";"";"";
"09.01.2016 17:30";"7.6";"580.6";"";"0.4";"57";"variable wind direction";"1";"";"";"20–30%.";" ";"";"";"";"14.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"-0.5";"";"";"";"";"";"";
"09.01.2016 14:30";"10.6";"580.2";"";"-0.8";"59";"variable wind direction";"1";"";"";"60%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"1000-1500";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"2.8";"";"";"";"";"";"";
"09.01.2016 11:30";"10.4";"581.0";"";"0.6";"34";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"-4.8";"";"";"";"";"";"";
"09.01.2016 08:30";"2.4";"580.4";"";"";"74";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"-1.0";"";"";"";"";"";"";"10.0";"-1.8";"";"";"";"";"";"";
"08.01.2016 17:30";"5.0";"581.7";"";"-0.6";"66";"Wind blowing from the west";"2";"";"";"40%.";" ";"";"";"";"12.6";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"40%.";"100-200";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"-1.0";"";"";"";"";"";"";
"08.01.2016 14:30";"11.2";"582.3";"";"-2.2";"48";"Wind blowing from the west";"2";"";"";"50%.";" ";"";"";"";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"50%.";"100-200";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"0.4";"";"";"";"";"";"";
"08.01.2016 11:30";"11.0";"584.5";"";"0.4";"47";"Wind blowing from the south-west";"1";"";"";"40%.";" ";"";"";"";"";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"60%.";"100-200";"Altocumulus castellanus or floccus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"0.1";"";"";"";"";"";"";
"08.01.2016 08:30";"5.6";"584.1";"";"";"66";"variable wind direction";"1";"";"";"no clouds";" ";"";"";"1.9";"";"";"";"";"";"";"4.0";"-0.4";"";"";"";"";"";"";
"07.01.2016 17:30";"7.6";"584.3";"";"";"59";"variable wind direction";"1";"";"";"70 – 80%.";" ";"";"";"";"13.3";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"200-300";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"0.0";"";"";"";"";"";"";
"07.01.2016 11:30";"9.8";"585.9";"";"0.5";"46";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"100-200";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"-1.4";"";"";"";"";"";"";
"07.01.2016 08:30";"6.6";"585.4";"";"";"67";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"3.6";"";"";"";"";"";"";"4.0";"0.8";"";"";"";"";"";"";
"06.01.2016 17:30";"7.8";"583.8";"";"0.1";"62";"variable wind direction";"1";"";"";"60%.";" ";"";"";"";"14.3";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"200-300";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"0.8";"";"";"";"";"";"";
"06.01.2016 14:30";"13.0";"583.7";"";"-1.6";"42";"variable wind direction";"1";"";"";"40%.";" ";"";"";"";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"40%.";"100-200";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"0.2";"";"";"";"";"";"";
"06.01.2016 11:30";"11.8";"585.3";"";"0.4";"33";"variable wind direction";"1";"";"";"40%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"1000-1500";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"-3.9";"";"";"";"";"";"";
"06.01.2016 08:30";"5.6";"584.9";"";"";"59";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"3.6";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"1000-1500";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"-1.9";"";"";"";"";"";"";
"05.01.2016 17:30";"8.6";"582.9";"";"-0.3";"50";"Wind blowing from the west";"2";"";"";"10%  or less, but not 0";" ";"";"";"";"15.6";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"-1.4";"";"";"";"";"";"";
"05.01.2016 14:30";"14.4";"583.2";"";"-1.7";"36";"Wind blowing from the west";"2";"";"";"10%  or less, but not 0";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"100-200";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"-0.6";"";"";"";"";"";"";
"05.01.2016 11:30";"13.4";"584.9";"";"0.4";"44";"Wind blowing from the south-west";"1";"";"";"10%  or less, but not 0";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"100-200";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"1.4";"";"";"";"";"";"";
"05.01.2016 08:30";"7.4";"584.5";"";"";"52";"variable wind direction";"1";"";"";"20–30%.";" ";"";"";"3.8";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"1000-1500";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"-1.8";"";"";"";"";"";"";
"04.01.2016 17:30";"7.8";"584.0";"";"-0.1";"85";"Calm, no wind";"0";"";"";"60%.";"Mist. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"14.0";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"200-300";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"5.4";"";"";"";"";"";"";
"04.01.2016 14:30";"11.0";"584.1";"";"-1.5";"65";"variable wind direction";"1";"";"";"40%.";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"1000-1500";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"2.0";"4.7";"";"";"";"";"";"";
"04.01.2016 11:30";"10.6";"585.6";"";"0.5";"45";"variable wind direction";"1";"";"";"20–30%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"100-200";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"-0.9";"";"";"";"";"";"";
"04.01.2016 08:30";"7.4";"585.1";"";"";"52";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"3.9";"";"";"";"";"";"";"4.0";"-1.8";"";"";"";"";"";"";
"03.01.2016 17:30";"9.0";"583.0";"";"0.1";"63";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"15.7";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"1000-1500";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"2.3";"";"";"";"";"";"";
"03.01.2016 14:30";"14.4";"582.9";"";"-1.6";"26";"variable wind direction";"1";"";"";"50%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"1000-1500";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"-5.0";"";"";"";"";"";"";
"03.01.2016 11:30";"12.0";"584.5";"";"0.6";"24";"variable wind direction";"1";"";"";"40%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"1000-1500";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"-8.1";"";"";"";"";"";"";
"03.01.2016 08:30";"8.4";"583.9";"";"";"44";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"4.3";"";"";"";"";"";"";"4.0";"-3.3";"";"";"";"";"";"";
"03.01.2016 05:30";"8.4";"583.9";"";"";"44";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"-3.3";"";"";"";"";"";"";
"02.01.2016 17:30";"8.8";"584.1";"";"-0.4";"61";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"15.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"1000-1500";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"1.5";"";"";"";"";"";"";
"02.01.2016 14:30";"13.6";"584.5";"";"-1.7";"26";"variable wind direction";"1";"";"";"40%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"1000-1500";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"-5.8";"";"";"";"";"";"";
"02.01.2016 11:30";"12.4";"586.2";"";"0.2";"13";"variable wind direction";"1";"";"";"20–30%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"1000-1500";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"-15.1";"";"";"";"";"";"";
"02.01.2016 08:30";"8.0";"586.0";"";"";"41";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"3.5";"";"";"";"";"";"";"4.0";"-4.5";"";"";"";"";"";"";
"01.01.2016 17:30";"8.0";"585.4";"";"0.1";"69";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"";"16.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"1000-1500";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"2.5";"";"";"";"";"";"";
"01.01.2016 14:30";"14.8";"585.3";"";"-1.5";"24";"variable wind direction";"1";"";"";"60%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"1000-1500";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"-5.8";"";"";"";"";"";"";
"01.01.2016 11:30";"13.8";"586.8";"";"1.2";"22";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"1000-1500";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"-7.9";"";"";"";"";"";"";
"01.01.2016 08:30";"10.0";"585.6";"";"";"28";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"5.2";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"1000-1500";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"-7.8";"";"";"";"";"";"";
"31.12.2015 17:30";"9.0";"585.1";"";"-0.3";"31";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"15.5";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"1000-1500";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"-7.2";"";"";"";"";"";"";
"31.12.2015 14:30";"14.0";"585.4";"";"-1.2";"21";"variable wind direction";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"-8.3";"";"";"";"";"";"";
"31.12.2015 11:30";"14.4";"586.6";"";"0.6";"19";"variable wind direction";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"-9.3";"";"";"";"";"";"";
"31.12.2015 08:30";"7.6";"586.0";"";"";"26";"variable wind direction";"1";"";"";"no clouds";" ";"";"";"3.9";"";"";"";"";"";"";"10.0";"-10.8";"";"";"";"";"";"";
"30.12.2015 17:30";"11.2";"583.5";"";"-0.4";"46";"variable wind direction";"1";"";"";"10%  or less, but not 0";" ";"";"";"";"18.0";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"100-200";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"-0.1";"";"";"";"";"";"";
"30.12.2015 14:30";"15.2";"583.9";"";"-1.7";"36";"Wind blowing from the west";"1";"";"";"40%.";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"100-200";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"0.1";"";"";"";"";"";"";
"30.12.2015 11:30";"17.0";"585.6";"";"0.5";"23";"Wind blowing from the west";"1";"";"";"20–30%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"1000-1500";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"-4.5";"";"";"";"";"";"";
"30.12.2015 08:30";"10.4";"585.1";"";"";"31";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"7.3";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"1000-1500";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"-6.3";"";"";"";"";"";"";
"29.12.2015 17:30";"12.0";"583.8";"";"0.0";"32";"Wind blowing from the south-west";"1";"";"";"20–30%.";" ";"";"";"";"20.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"-4.3";"";"";"";"";"";"";
"29.12.2015 14:30";"18.2";"583.8";"";"-1.5";"20";"Wind blowing from the south-west";"1";"";"";"20–30%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"-5.2";"";"";"";"";"";"";
"29.12.2015 11:30";"18.0";"585.3";"";"0.6";"13";"Wind blowing from the west";"1";"";"";"20–30%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"1000-1500";"Altocumulus translucidus at a single level.";"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.";"10.0";"-10.5";"";"";"";"";"";"";
"29.12.2015 08:30";"11.4";"584.7";"";"";"21";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"6.4";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"1000-1500";"Altocumulus translucidus at a single level.";"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.";"10.0";"-10.4";"";"";"";"";"";"";
"28.12.2015 17:30";"10.8";"585.3";"";"-0.6";"38";"Wind blowing from the west";"1";"";"";"20–30%.";" ";"";"";"";"18.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"-2.9";"";"";"";"";"";"";
"28.12.2015 14:30";"17.4";"585.9";"";"-1.5";"35";"Wind blowing from the south-west";"1";"";"";"60%.";"State of sky on the whole unchanged. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"1000-1500";"Altocumulus translucidus at a single level.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"1.8";"";"";"";"";"";"";
"28.12.2015 11:30";"16.8";"587.4";"";"0.9";"37";"Wind blowing from the south-west";"1";"";"";"70 – 80%.";"Clouds generally forming or developing. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"1000-1500";"Altocumulus translucidus at a single level.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"2.0";"";"";"";"";"";"";
"28.12.2015 08:30";"12.0";"586.5";"";"";"44";"Wind blowing from the south-west";"2";"";"";"70 – 80%.";"Clouds generally forming or developing. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"8.2";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"1000-1500";"Altocumulus translucidus at a single level.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"-0.1";"";"";"";"";"";"";
"27.12.2015 17:30";"11.6";"584.4";"";"-0.2";"48";"Wind blowing from the west";"2";"";"";"50%.";" ";"";"";"";"18.2";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"1000-1500";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"1.0";"";"";"";"";"";"";
"27.12.2015 14:30";"16.8";"584.6";"";"-1.3";"43";"Wind blowing from the south-west";"2";"";"";"20–30%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"1000-1500";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"4.1";"";"";"";"";"";"";
"27.12.2015 11:30";"15.2";"585.9";"";"0.9";"38";"Wind blowing from the west";"2";"";"";"20–30%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"1000-1500";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"0.7";"";"";"";"";"";"";
"27.12.2015 08:30";"10.0";"585.0";"";"";"50";"Wind blowing from the west";"3";"";"";"10%  or less, but not 0";" ";"";"";"5.9";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"1000-1500";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"-0.1";"";"";"";"";"";"";
"26.12.2015 17:30";"10.6";"583.6";"";"0.2";"36";"Wind blowing from the south-west";"1";"";"";"20–30%.";" ";"";"";"";"17.3";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"-3.8";"";"";"";"";"";"";
"26.12.2015 14:30";"15.8";"583.4";"";"-1.3";"29";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"-2.4";"";"";"";"";"";"";
"26.12.2015 11:30";"15.0";"584.7";"";"0.9";"23";"Wind blowing from the south-west";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"-6.2";"";"";"";"";"";"";
"26.12.2015 08:30";"7.4";"583.8";"";"";"32";"variable wind direction";"1";"";"";"10%  or less, but not 0";" ";"";"";"1.7";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"1000-1500";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"-8.5";"";"";"";"";"";"";
"25.12.2015 17:30";"6.2";"583.4";"";"";"44";"variable wind direction";"1";"";"";"no clouds";" ";"";"";"";"12.2";"";"";"";"";"";"4.0";"-5.2";"";"";"";"";"";"";
"25.12.2015 14:30";"10.6";"583.7";"";"-1.0";"42";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"-2.0";"";"";"";"";"";"";
