# Weather station Baripada, India, WMO_ID=42894,selection from 07.12.2015 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42894&lang=en
#
"Local time in Baripada";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"18.09.2016 08:30";"29.0";"752.9";"757.5";"";"78";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"24.4";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"24.7";"";"";"";"";"";"";
"17.09.2016 08:30";"30.6";"751.8";"756.4";"";"81";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"24.4";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"27.0";"";"";"";"";"";"";
"16.09.2016 08:30";"29.0";"752.7";"757.3";"";"86";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"23.5";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.5";"";"";"";"";"";"";
"15.09.2016 08:30";"27.4";"753.0";"757.6";"";"97";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"23.5";"";"";"";"600-1000";"";"";"4.0";"26.8";"";"";"";"";"";"";
"14.09.2016 17:30";"26.6";"750.5";"755.1";"";"95";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"31.0";"";"";"2500 or more, or no clouds.";"";"";"4.0";"25.7";"";"";"";"";"";"";
"14.09.2016 08:30";"28.0";"753.5";"758.1";"";"97";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"23.5";"";"";"";"600-1000";"";"";"4.0";"27.4";"";"";"";"";"";"";
"13.09.2016 17:30";"26.6";"751.2";"755.8";"";"98";"Wind blowing from the east";"1";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"600-1000";"";"";"4.0";"26.3";"";"";"";"";"";"";
"13.09.2016 08:30";"27.4";"753.0";"757.6";"";"97";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"22.2";"";"";"";"600-1000";"";"";"4.0";"26.8";"";"";"";"";"";"";
"12.09.2016 17:30";"26.2";"750.3";"754.9";"";"100";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"28.8";"";"";"600-1000";"";"";"4.0";"26.2";"";"";"";"";"";"";
"12.09.2016 08:30";"28.6";"749.8";"754.4";"";"91";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"24.4";"";"";"";"600-1000";"";"";"4.0";"27.0";"";"";"";"";"";"";
"11.09.2016 17:30";"27.4";"749.7";"754.3";"";"100";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"32.4";"";"";"600-1000";"";"";"4.0";"27.4";"";"";"";"";"";"";
"11.09.2016 08:30";"30.0";"751.8";"756.4";"";"81";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"25.0";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.4";"";"";"";"";"";"";
"10.09.2016 17:30";"30.6";"748.8";"753.4";"";"81";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"33.0";"";"";"2500 or more, or no clouds.";"";"";"4.0";"27.0";"";"";"";"";"";"";
"10.09.2016 08:30";"29.4";"752.3";"756.9";"";"82";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"24.5";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.0";"";"";"";"";"";"";
"09.09.2016 17:30";"29.4";"749.7";"754.3";"";"85";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"";"";"";"600-1000";"";"";"4.0";"26.6";"";"";"";"";"";"";
"09.09.2016 08:30";"28.4";"751.8";"756.4";"";"92";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"24.5";"";"";"";"600-1000";"";"";"4.0";"27.0";"";"";"";"";"";"";
"08.09.2016 17:30";"29.6";"748.5";"753.1";"";"90";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"31.2";"";"";"600-1000";"";"";"4.0";"27.7";"";"";"";"";"";"";
"08.09.2016 08:30";"28.0";"750.5";"755.1";"";"95";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"24.2";"";"";"";"600-1000";"";"";"4.0";"27.2";"";"";"";"";"";"";
"07.09.2016 17:30";"29.4";"747.3";"751.9";"";"86";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"30.2";"";"";"600-1000";"";"";"4.0";"26.9";"";"";"";"";"";"";
"06.09.2016 17:30";"27.4";"747.8";"752.4";"";"84";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"28.2";"";"";"600-1000";"";"";"4.0";"24.5";"";"";"";"";"";"";
"06.09.2016 08:30";"25.2";"749.7";"754.3";"";"88";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"20.4";"";"";"";"600-1000";"";"";"4.0";"23.1";"";"";"";"";"";"";
"05.09.2016 17:30";"25.0";"747.6";"752.2";"";"100";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"25.8";"";"";"600-1000";"";"";"4.0";"25.0";"";"";"";"";"";"";
"05.09.2016 08:30";"25.4";"749.4";"754.0";"";"100";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"23.0";"";"";"";"600-1000";"";"";"2.0";"25.4";"";"";"";"";"";"";
"04.09.2016 08:30";"25.0";"749.6";"754.3";"";"100";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"22.5";"";"";"";"600-1000";"";"";"4.0";"25.0";"";"";"";"";"";"";
"03.09.2016 17:30";"29.0";"746.7";"751.3";"";"90";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"31.4";"";"";"600-1000";"";"";"4.0";"27.1";"";"";"";"";"";"";
"03.09.2016 08:30";"28.0";"749.3";"753.9";"";"95";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"23.8";"";"";"";"600-1000";"";"";"4.0";"27.2";"";"";"";"";"";"";
"02.09.2016 17:30";"31.4";"746.3";"750.8";"";"83";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"32.0";"";"";"600-1000";"";"";"4.0";"28.1";"";"";"";"";"";"";
"02.09.2016 08:30";"29.0";"749.4";"754.0";"";"85";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"24.2";"";"";"";"600-1000";"";"";"4.0";"26.2";"";"";"";"";"";"";
"01.09.2016 17:30";"28.0";"748.2";"752.8";"";"85";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"32.8";"";"";"600-1000";"";"";"4.0";"25.2";"";"";"";"";"";"";
"01.09.2016 08:30";"30.0";"751.1";"755.7";"";"83";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"24.4";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.7";"";"";"";"";"";"";
"31.08.2016 08:30";"30.6";"750.9";"755.5";"";"83";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"25.5";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"27.3";"";"";"";"";"";"";
"30.08.2016 17:30";"32.0";"748.2";"752.7";"";"72";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"34.5";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.4";"";"";"";"";"";"";
"30.08.2016 08:30";"30.6";"750.7";"755.3";"";"78";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"25.0";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.4";"";"";"";"";"";"";
"29.08.2016 17:30";"31.2";"748.5";"753.1";"";"75";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.2";"";"";"";"";"";"";
"29.08.2016 08:30";"30.6";"751.8";"756.4";"";"72";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"25.0";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"24.9";"";"";"";"";"";"";
"28.08.2016 17:30";"31.2";"750.4";"755.0";"";"79";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"27.1";"";"";"";"";"";"";
"28.08.2016 08:30";"30.4";"754.1";"758.7";"";"80";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"24.6";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.5";"";"";"";"";"";"";
"27.08.2016 17:30";"30.4";"750.4";"755.0";"";"86";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"33.5";"";"";"2500 or more, or no clouds.";"";"";"4.0";"27.7";"";"";"";"";"";"";
"27.08.2016 08:30";"30.4";"753.3";"757.9";"";"86";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"24.4";"";"";"";"600-1000";"";"";"4.0";"27.7";"";"";"";"";"";"";
"26.08.2016 17:30";"28.0";"749.3";"753.9";"";"97";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"31.0";"";"";"600-1000";"";"";"4.0";"27.4";"";"";"";"";"";"";
"26.08.2016 08:30";"30.0";"751.5";"756.1";"";"85";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"25.0";"";"";"";"600-1000";"";"";"4.0";"27.2";"";"";"";"";"";"";
"25.08.2016 17:30";"31.0";"748.5";"753.1";"";"78";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"33.4";"";"";"600-1000";"";"";"4.0";"26.8";"";"";"";"";"";"";
"25.08.2016 08:30";"31.0";"751.0";"755.6";"";"78";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"24.0";"";"";"";"";"";"";"4.0";"26.8";"";"";"";"";"";"";
"24.08.2016 17:30";"27.0";"745.8";"750.4";"";"97";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"34.0";"";"";"600-1000";"";"";"4.0";"26.4";"";"";"";"";"";"";
"24.08.2016 08:30";"29.4";"751.2";"755.8";"";"90";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"23.2";"";"";"";"600-1000";"";"";"4.0";"27.5";"";"";"";"";"";"";
"23.08.2016 08:30";"26.2";"752.1";"756.7";"";"98";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"21.6";"";"";"";"600-1000";"";"";"4.0";"25.9";"";"";"";"";"";"";
"22.08.2016 08:30";"26.4";"750.0";"754.6";"";"100";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"23.5";"";"";"";"600-1000";"";"";"4.0";"26.4";"";"";"";"";"";"";
"21.08.2016 17:30";"30.0";"747.6";"752.2";"";"83";"Calm, no wind";"0";"";"";"100%.";"Rain, not freezing, intermittent, slight at time of observation. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"31.2";"";"";"600-1000";"";"";"4.0";"26.7";"";"";"";"";"";"";
"21.08.2016 08:30";"28.6";"749.2";"753.8";"";"91";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"24.4";"";"";"";"600-1000";"";"";"4.0";"26.9";"";"";"";"";"";"";
"19.08.2016 17:30";"30.0";"747.3";"751.9";"";"85";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"31.4";"";"";"600-1000";"";"";"4.0";"27.2";"";"";"";"";"";"";
"19.08.2016 08:30";"28.0";"749.3";"753.9";"";"87";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"23.6";"";"";"";"600-1000";"";"";"4.0";"25.7";"";"";"";"";"";"";
"18.08.2016 17:30";"29.0";"745.5";"750.1";"";"78";"Wind blowing from the south-southwest";"1";"";"";"70 – 80%.";" ";"";"";"";"30.0";"";"";"600-1000";"";"";"4.0";"24.7";"";"";"";"";"";"";
"18.08.2016 08:30";"25.0";"744.5";"749.1";"";"";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"23.0";"";"";"";"600-1000";"";"";"4.0";"";"";"";"";"";"";"";
"17.08.2016 17:30";"26.0";"740.7";"745.3";"";"100";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"28.5";"";"";"600-1000";"";"";"4.0";"26.0";"";"";"";"";"";"";
"17.08.2016 08:30";"27.4";"742.5";"747.1";"";"94";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"24.0";"";"";"";"600-1000";"";"";"4.0";"26.3";"";"";"";"";"";"";
"16.08.2016 17:30";"32.0";"741.8";"746.3";"";"80";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"32.5";"";"";"2500 or more, or no clouds.";"";"";"4.0";"28.2";"";"";"";"";"";"";
"16.08.2016 08:30";"30.0";"744.5";"749.0";"";"85";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"24.4";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"27.2";"";"";"";"";"";"";
"15.08.2016 17:30";"28.0";"743.7";"748.3";"";"89";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"";"";"";"600-1000";"";"";"4.0";"26.0";"";"";"";"";"";"";
"15.08.2016 08:30";"29.2";"745.8";"750.4";"";"86";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"25.0";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.7";"";"";"";"";"";"";
"14.08.2016 17:30";"29.4";"745.5";"750.1";"";"83";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"600-1000";"";"";"4.0";"26.3";"";"";"";"";"";"";
"14.08.2016 08:30";"29.0";"747.7";"752.3";"";"90";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"26.0";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"27.2";"";"";"";"";"";"";
"13.08.2016 08:30";"29.2";"748.5";"753.1";"";"82";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"24.8";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"25.8";"";"";"";"";"";"";
"12.08.2016 17:30";"32.0";"746.5";"751.0";"";"72";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"33.4";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.4";"";"";"";"";"";"";
"12.08.2016 08:30";"28.4";"748.5";"753.1";"";"89";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"24.0";"";"";"";"600-1000";"";"";"4.0";"26.4";"";"";"";"";"";"";
"11.08.2016 17:30";"27.0";"746.7";"751.3";"";"100";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"";"";"";"600-1000";"";"";"4.0";"27.0";"";"";"";"";"";"";
"11.08.2016 08:30";"27.6";"747.8";"752.4";"";"95";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"23.5";"";"";"";"600-1000";"";"";"4.0";"26.8";"";"";"";"";"";"";
"10.08.2016 17:30";"26.2";"746.3";"750.9";"";"97";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"";"";"";"600-1000";"";"";"4.0";"25.6";"";"";"";"";"";"";
"10.08.2016 08:30";"26.0";"748.2";"752.8";"";"100";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"23.5";"";"";"";"600-1000";"";"";"4.0";"26.0";"";"";"";"";"";"";
"09.08.2016 17:30";"26.2";"745.8";"750.4";"";"100";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"31.0";"";"";"600-1000";"";"";"4.0";"26.2";"";"";"";"";"";"";
"09.08.2016 08:30";"29.2";"747.0";"751.6";"";"85";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"24.5";"";"";"";"600-1000";"";"";"4.0";"26.4";"";"";"";"";"";"";
"08.08.2016 17:30";"29.2";"747.0";"751.6";"";"86";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"30.0";"";"";"600-1000";"";"";"4.0";"26.7";"";"";"";"";"";"";
"08.08.2016 08:30";"28.0";"749.3";"753.9";"";"95";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"25.0";"";"";"";"600-1000";"";"";"4.0";"27.2";"";"";"";"";"";"";
"07.08.2016 08:30";"27.6";"748.5";"753.1";"";"95";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"24.2";"";"";"";"600-1000";"";"";"4.0";"26.8";"";"";"";"";"";"";
"06.08.2016 17:30";"28.2";"745.2";"749.8";"";"91";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"28.6";"";"";"600-1000";"";"";"4.0";"26.5";"";"";"";"";"";"";
"06.08.2016 08:30";"27.0";"746.6";"751.2";"";"92";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"23.5";"";"";"";"600-1000";"";"";"4.0";"25.6";"";"";"";"";"";"";
"05.08.2016 17:30";"28.0";"744.3";"748.9";"";"95";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"";"";"";"600-1000";"";"";"4.0";"27.2";"";"";"";"";"";"";
"05.08.2016 08:30";"27.4";"745.9";"750.5";"";"94";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"24.0";"";"";"";"600-1000";"";"";"4.0";"26.3";"";"";"";"";"";"";
"04.08.2016 17:30";"29.4";"743.1";"747.6";"";"85";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"30.8";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.6";"";"";"";"";"";"";
"04.08.2016 08:30";"28.2";"745.2";"749.8";"";"92";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"23.6";"";"";"";"600-1000";"";"";"4.0";"26.8";"";"";"";"";"";"";
"03.08.2016 17:30";"27.8";"743.6";"748.2";"";"97";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"";"";"";"600-1000";"";"";"4.0";"27.2";"";"";"";"";"";"";
"03.08.2016 08:30";"28.0";"745.2";"749.8";"";"92";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"24.0";"";"";"";"600-1000";"";"";"4.0";"26.6";"";"";"";"";"";"";
"02.08.2016 17:30";"26.6";"743.0";"747.6";"";"100";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"600-1000";"";"";"4.0";"26.6";"";"";"";"";"";"";
"02.08.2016 08:30";"27.6";"";"750.1";"";"97";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"23.6";"";"";"";"600-1000";"";"";"4.0";"27.0";"";"";"";"";"";"";
"01.08.2016 17:30";"26.0";"";"749.6";"";"100";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"33.4";"";"";"600-1000";"";"";"4.0";"26.0";"";"";"";"";"";"";
"01.08.2016 08:30";"30.0";"";"752.1";"";"67";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"24.4";"";"";"";"600-1000";"";"";"4.0";"23.2";"";"";"";"";"";"";
"31.07.2016 17:30";"30.4";"";"751.2";"";"79";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.4";"";"";"";"";"";"";
"31.07.2016 08:30";"30.0";"";"754.6";"";"81";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"23.6";"";"";"";"600-1000";"";"";"4.0";"26.4";"";"";"";"";"";"";
"30.07.2016 17:30";"26.4";"";"753.5";"";"100";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"33.8";"";"";"600-1000";"";"";"4.0";"26.4";"";"";"";"";"";"";
"30.07.2016 08:30";"30.6";"";"754.9";"";"86";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"25.0";"";"";"";"600-1000";"";"";"4.0";"27.9";"";"";"";"";"";"";
"29.07.2016 17:30";"29.0";"";"752.4";"";"86";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"34.6";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.5";"";"";"";"";"";"";
"29.07.2016 08:30";"33.4";"";"755.6";"";"62";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"24.6";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"25.2";"";"";"";"";"";"";
"28.07.2016 17:30";"31.4";"";"753.7";"";"76";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"34.2";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.7";"";"";"";"";"";"";
"27.07.2016 17:30";"30.0";"";"755.7";"";"75";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"31.8";"";"";"2500 or more, or no clouds.";"";"";"4.0";"25.2";"";"";"";"";"";"";
"27.07.2016 08:30";"27.6";"";"758.4";"";"94";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"23.0";"";"";"";"600-1000";"";"";"4.0";"26.5";"";"";"";"";"";"";
"26.07.2016 08:30";"27.2";"";"757.6";"";"98";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"23.2";"";"";"";"600-1000";"";"";"4.0";"26.9";"";"";"";"";"";"";
"24.07.2016 08:30";"28.6";"";"756.1";"";"89";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"24.0";"";"";"";"600-1000";"";"";"4.0";"26.6";"";"";"";"";"";"";
"23.07.2016 08:30";"28.8";"";"755.7";"";"91";"Wind blowing from the south-southeast";"1";"";"";"Sky obscured by fog and/or other meteorological phenomena.";" ";"";"";"23.0";"";"";"";"600-1000";"";"";"4.0";"27.1";"";"";"";"";"";"";
"22.07.2016 17:30";"25.2";"";"754.3";"";"100";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"32.0";"";"";"600-1000";"";"";"4.0";"25.2";"";"";"";"";"";"";
"22.07.2016 08:30";"29.2";"";"754.6";"";"90";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"25.5";"";"";"";"600-1000";"";"";"4.0";"27.3";"";"";"";"";"";"";
"21.07.2016 17:30";"30.2";"";"752.6";"";"84";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"27.2";"";"";"";"";"";"";
"21.07.2016 08:30";"30.0";"";"754.0";"";"85";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"25.0";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"27.2";"";"";"";"";"";"";
"20.07.2016 08:30";"29.6";"";"754.6";"";"90";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"25.5";"";"";"";"600-1000";"";"";"4.0";"27.7";"";"";"";"";"";"";
"19.07.2016 17:30";"30.2";"";"751.9";"";"81";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"32.4";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.6";"";"";"";"";"";"";
"19.07.2016 08:30";"27.6";"750.0";"754.6";"";"95";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"23.5";"";"";"";"600-1000";"";"";"4.0";"26.8";"";"";"";"";"";"";
"18.07.2016 17:30";"29.0";"748.9";"753.5";"";"91";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"";"";"";"600-1000";"";"";"4.0";"27.3";"";"";"";"";"";"";
"18.07.2016 08:30";"28.8";"751.5";"756.1";"";"82";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"24.5";"";"";"";"600-1000";"";"";"4.0";"25.4";"";"";"";"";"";"";
"17.07.2016 17:30";"31.0";"750.3";"754.9";"";"78";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"31.0";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.8";"";"";"";"";"";"";
"17.07.2016 08:30";"29.0";"745.2";"749.8";"";"79";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"24.4";"";"";"";"600-1000";"";"";"4.0";"25.0";"";"";"";"";"";"";
"16.07.2016 17:30";"28.0";"749.6";"754.2";"";"85";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"29.6";"";"";"600-1000";"";"";"4.0";"25.2";"";"";"";"";"";"";
"16.07.2016 08:30";"26.6";"749.7";"754.3";"";"95";"Wind blowing from the south-southeast";"1";"";"";"40%.";" ";"";"";"23.0";"";"";"";"600-1000";"";"";"4.0";"25.7";"";"";"";"";"";"";
"13.07.2016 08:30";"29.2";"748.1";"752.7";"";"83";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"25.0";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.1";"";"";"";"";"";"";
"12.07.2016 17:30";"30.4";"745.9";"750.4";"";"83";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"32.4";"";"";"600-1000";"";"";"4.0";"27.1";"";"";"";"";"";"";
"12.07.2016 08:30";"28.6";"746.3";"750.9";"";"88";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"25.5";"";"";"";"600-1000";"";"";"4.0";"26.4";"";"";"";"";"";"";
"11.07.2016 17:30";"31.0";"743.3";"747.8";"";"76";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"32.5";"";"";"600-1000";"";"";"4.0";"26.3";"";"";"";"";"";"";
"11.07.2016 08:30";"29.0";"745.2";"749.8";"";"92";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"24.6";"";"";"";"600-1000";"";"";"4.0";"27.5";"";"";"";"";"";"";
"09.07.2016 17:30";"31.0";"742.9";"747.4";"";"72";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"31.6";"";"";"600-1000";"";"";"4.0";"25.4";"";"";"";"";"";"";
"09.07.2016 08:30";"25.6";"744.6";"749.2";"";"98";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"23.4";"";"";"";"600-1000";"";"";"4.0";"25.3";"";"";"";"";"";"";
"08.07.2016 17:30";"31.0";"743.3";"747.8";"";"77";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"33.4";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.5";"";"";"";"";"";"";
"08.07.2016 08:30";"29.4";"745.5";"750.1";"";"86";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"25.0";"";"";"";"600-1000";"";"";"4.0";"26.9";"";"";"";"";"";"";
"07.07.2016 17:30";"29.0";"744.0";"748.6";"";"82";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"34.0";"";"";"600-1000";"";"";"4.0";"25.6";"";"";"";"";"";"";
"07.07.2016 08:30";"29.2";"746.3";"750.9";"";"86";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"25.0";"";"";"";"600-1000";"";"";"4.0";"26.7";"";"";"";"";"";"";
"06.07.2016 17:30";"30.0";"744.6";"749.1";"";"83";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"31.6";"";"";"600-1000";"";"";"4.0";"26.7";"";"";"";"";"";"";
"06.07.2016 08:30";"31.0";"745.9";"750.4";"";"78";"Wind blowing from the south-southwest";"1";"";"";"100%.";" ";"";"";"25.5";"";"";"";"600-1000";"";"";"4.0";"26.8";"";"";"";"";"";"";
"05.07.2016 17:30";"29.0";"744.3";"748.9";"";"85";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"31.0";"";"";"600-1000";"";"";"4.0";"26.2";"";"";"";"";"";"";
"05.07.2016 08:30";"27.6";"746.3";"750.9";"";"95";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"24.0";"";"";"";"600-1000";"";"";"4.0";"26.8";"";"";"";"";"";"";
"04.07.2016 17:30";"27.4";"745.2";"749.8";"";"100";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"27.8";"";"";"600-1000";"";"";"4.0";"27.4";"";"";"";"";"";"";
"04.07.2016 08:30";"26.6";"746.7";"751.3";"";"100";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"24.0";"";"";"";"600-1000";"";"";"4.0";"26.6";"";"";"";"";"";"";
